gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,7,8192,512,ck,13,0,3.7336,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,15.73,1155.07,0.0
gfx950,256,3,8192,512,ck,13,0,3.7574,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,6.7,1129.77,0.0
gfx950,256,6,8192,512,ck,13,0,3.7671,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,13.36,1140.31,0.0
gfx950,256,10,8192,512,ck,13,0,3.8138,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,22.0,1144.07,0.0
gfx950,256,11,8192,512,ck,8,0,3.9126,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,23.58,1119.5,0.0
gfx950,256,15,8192,512,ck,8,0,3.9158,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,32.13,1135.85,0.0
gfx950,256,23,8192,512,ck,13,0,3.9406,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,48.96,1163.0,0.0
gfx950,256,24,8192,512,ck,13,0,3.9606,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,50.83,1161.39,0.0
gfx950,256,26,8192,512,ck,13,0,3.9638,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,55.02,1168.98,0.0
gfx950,256,27,8192,512,ck,13,0,3.9792,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,56.92,1168.7,0.0
gfx950,256,28,8192,512,ck,13,0,3.9822,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,58.98,1172.06,0.0
gfx950,256,17,8192,512,ck,8,0,4.0994,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,34.79,1093.22,0.0
gfx950,256,30,8192,512,ck,8,0,4.1143,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,61.17,1142.64,0.0
gfx950,256,34,8192,512,ck,13,0,4.1582,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,68.59,1146.83,0.0
gfx950,256,33,8192,512,ck,13,0,4.1722,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,66.35,1138.94,0.0
gfx950,256,38,8192,512,ck,13,0,4.1805,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,76.25,1156.88,0.0
gfx950,256,37,8192,512,ck,13,0,4.1874,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,74.12,1150.94,0.0
gfx950,256,45,8192,512,ck,13,0,4.2159,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,89.54,1175.22,0.0
gfx950,256,35,8192,512,ck,13,0,4.2281,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,69.44,1131.87,0.0
gfx950,256,41,8192,512,ck,13,0,4.2358,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,81.2,1153.75,0.0
gfx950,256,42,8192,512,ck,13,0,4.237,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,83.15,1157.41,0.0
gfx950,256,57,8192,512,ck,13,0,4.2966,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,111.29,1200.34,0.0
