cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
80,2,4608,4096,2,0,9.8532,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_16x64x512_1x4x1_16x16x64_default,7.66,1918.26,0.0
80,4,4608,4096,2,0,10.3186,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_16x64x512_1x4x1_16x16x64_default,14.63,1834.32,0.0
80,8,4608,4096,30,0,10.2518,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_16x64x512_1x4x1_16x16x64_default,29.46,1851.47,0.0
80,16,4608,4096,9,0,10.1797,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x64x512_1x4x1_16x16x64_default,59.33,1875.04,0.0
80,32,4608,4096,37,0,11.0049,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_32x64x512_1x4x1_16x16x64_default,109.77,1753.8,0.0
80,64,4608,4096,23,0,15.8202,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x128x256_1x4x1_16x16x64_default,152.71,1246.91,0.0
80,128,4608,4096,24,0,22.8823,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x128x256_1x4x1_16x16x64_default,211.16,899.31,0.0
80,256,4608,4096,24,0,35.1223,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x128x256_1x4x1_16x16x64_default,275.14,634.42,0.0
80,1024,4608,4096,26,0,111.4377,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x192x128_1x4x1_16x16x64_default,346.87,291.7,0.0
80,2048,4608,4096,54,0,210.7297,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x192x128_1x4x1_16x16x64_default,366.87,218.94,0.0
80,4096,4608,4096,54,0,408.7369,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x192x128_1x4x1_16x16x64_default,378.28,179.58,0.0
80,16384,4608,4096,54,0,1545.3929,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x192x128_1x4x1_16x16x64_default,400.21,153.34,0.0
80,32768,4608,4096,54,0,3099.2964,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x192x128_1x4x1_16x16x64_default,399.11,146.83,0.0
80,1,1280,8192,2,0,12.7965,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_16x64x512_1x4x1_16x16x64_default,1.64,820.26,0.0
80,32,1280,8192,2,0,13.6423,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_16x64x512_1x4x1_16x16x64_default,49.19,793.84,0.0
80,64,1280,8192,2,0,13.4425,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_16x64x512_1x4x1_16x16x64_default,99.85,831.24,0.0
80,128,1280,8192,9,0,16.5571,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x64x512_1x4x1_16x16x64_default,162.13,716.43,0.0
80,192,1280,8192,23,0,24.9874,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x128x256_1x4x1_16x16x64_default,161.14,502.26,0.0
80,256,1280,8192,23,0,25.3858,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x128x256_1x4x1_16x16x64_default,211.48,521.48,0.0
80,320,1280,8192,23,0,36.0155,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x128x256_1x4x1_16x16x64_default,186.33,386.68,0.0
80,512,1280,8192,24,0,39.0062,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x128x256_1x4x1_16x16x64_default,275.27,409.95,0.0
80,1024,1280,8192,24,0,62.422,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x128x256_1x4x1_16x16x64_default,344.03,344.36,0.0
80,2048,1280,8192,68,0,115.5764,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x256_1x4x1_16x16x64_default,371.61,281.25,0.0
80,4096,1280,8192,68,0,224.3581,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x256_1x4x1_16x16x64_default,382.87,243.03,0.0
80,8192,1280,8192,48,0,434.5678,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,395.33,226.81,0.0
80,16384,1280,8192,48,0,855.908,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,401.44,218.07,0.0
80,1,8192,1024,33,0,6.6064,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_16x64x256_1x4x1_16x16x64_default,2.54,1272.4,0.0
80,32,8192,1024,37,0,6.9748,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_32x64x512_1x4x1_16x16x64_default,76.97,1282.57,0.0
80,64,8192,1024,23,0,10.4742,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x128x256_1x4x1_16x16x64_default,102.51,907.25,0.0
80,128,8192,1024,24,0,14.6067,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x128x256_1x4x1_16x16x64_default,147.02,726.85,0.0
80,192,8192,1024,51,0,18.4464,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_32x128x256_1x4x1_16x16x64_default,174.63,635.95,0.0
80,256,8192,1024,46,0,22.7833,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x128x128_1x4x1_16x16x64_default,188.51,563.79,0.0
80,320,8192,1024,48,0,24.6382,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,217.9,566.57,0.0
80,512,8192,1024,46,0,37.6643,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x128x128_1x4x1_16x16x64_default,228.07,459.36,0.0
80,1024,8192,1024,46,0,65.3665,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x128x128_1x4x1_16x16x64_default,262.82,401.04,0.0
80,2048,8192,1024,41,0,117.7909,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_128x128x64_1x4x1_16x16x64_default,291.7,373.88,0.0
80,4096,8192,1024,41,0,222.3966,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_128x128x64_1x4x1_16x16x64_default,309.0,358.33,0.0
80,8192,8192,1024,41,0,423.1597,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_128x128x64_1x4x1_16x16x64_default,324.79,356.83,0.0
80,16384,8192,1024,41,0,821.258,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_128x128x64_1x4x1_16x16x64_default,334.7,357.5,0.0
80,16,1536,7168,2,0,11.9166,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_16x64x512_1x4x1_16x16x64_default,29.57,937.67,0.0
80,32,1536,7168,2,0,12.2456,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_16x64x512_1x4x1_16x16x64_default,57.54,925.86,0.0
80,64,1536,7168,9,0,14.8021,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x64x512_1x4x1_16x16x64_default,95.21,788.09,0.0
80,128,1536,7168,21,0,20.5898,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x64x256_1x4x1_16x16x64_default,136.89,598.39,0.0
80,256,1536,7168,66,0,29.7058,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_32x192x256_1x4x1_16x16x64_default,189.77,458.88,0.0
80,512,1536,7168,58,0,44.6328,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x192x256_1x4x1_16x16x64_default,252.6,364.15,0.0
80,1024,1536,7168,58,0,77.1886,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x192x256_1x4x1_16x16x64_default,292.12,278.48,0.0
80,1536,1536,7168,20,0,101.7773,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x256x128_1x4x1_16x16x64_default,332.32,262.72,0.0
80,2048,1536,7168,24,0,130.8105,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x128x256_1x4x1_16x16x64_default,344.75,244.49,0.0
80,4096,1536,7168,48,0,242.9667,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,371.22,217.94,0.0
80,8192,1536,7168,54,0,461.2919,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x192x128_1x4x1_16x16x64_default,391.05,205.72,0.0
80,16384,1536,7168,54,0,905.9909,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x192x128_1x4x1_16x16x64_default,398.21,197.33,0.0
80,20480,1536,7168,48,0,1118.0539,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,403.35,197.42,0.0
80,16,3072,1536,2,0,5.9618,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_16x64x512_1x4x1_16x16x64_default,25.33,812.08,0.0
80,32,3072,1536,9,0,6.7498,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x64x512_1x4x1_16x16x64_default,44.74,735.48,0.0
80,64,3072,1536,21,0,8.9754,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x64x256_1x4x1_16x16x64_default,67.29,580.49,0.0
80,128,3072,1536,21,0,11.1207,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x64x256_1x4x1_16x16x64_default,108.62,512.7,0.0
80,256,3072,1536,57,0,15.8689,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x192x256_1x4x1_16x16x64_default,152.24,421.24,0.0
80,512,3072,1536,23,0,23.6895,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x128x256_1x4x1_16x16x64_default,203.97,365.17,0.0
80,1024,3072,1536,46,0,39.0277,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x128x128_1x4x1_16x16x64_default,247.61,322.41,0.0
80,1536,3072,1536,54,0,50.9012,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x192x128_1x4x1_16x16x64_default,284.78,324.45,0.0
80,2048,3072,1536,48,0,65.8281,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,293.6,310.62,0.0
80,4096,3072,1536,54,0,117.4866,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x192x128_1x4x1_16x16x64_default,329.01,307.91,0.0
80,8192,3072,1536,54,0,225.0856,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x192x128_1x4x1_16x16x64_default,343.47,300.48,0.0
80,16384,3072,1536,54,0,438.9518,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x192x128_1x4x1_16x16x64_default,352.25,297.41,0.0
80,20480,3072,1536,54,0,542.6733,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x192x128_1x4x1_16x16x64_default,356.15,298.53,0.0
80,16,576,7168,2,0,12.0528,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_16x64x512_1x4x1_16x16x64_default,10.96,353.6,0.0
80,32,576,7168,30,0,12.3251,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_16x64x512_1x4x1_16x16x64_default,21.44,356.59,0.0
80,64,576,7168,2,0,12.2075,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_16x64x512_1x4x1_16x16x64_default,43.29,381.83,0.0
80,128,576,7168,2,0,12.3514,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_16x64x512_1x4x1_16x16x64_default,85.57,420.5,0.0
80,256,576,7168,9,0,14.9376,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x64x512_1x4x1_16x16x64_default,141.52,418.99,0.0
80,512,576,7168,9,0,22.5703,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x64x512_1x4x1_16x16x64_default,187.32,371.67,0.0
80,1024,576,7168,22,0,35.4728,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x64x256_1x4x1_16x16x64_default,238.37,356.57,0.0
80,1536,576,7168,58,0,44.4162,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x192x256_1x4x1_16x16x64_default,285.56,380.68,0.0
80,2048,576,7168,131,0,65.7335,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_96x192x256_1x4x1_16x16x64_default,257.27,322.03,0.0
80,4096,576,7168,74,0,107.8111,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_160x192x128_1x4x1_16x16x64_default,313.72,354.39,0.0
80,8192,576,7168,58,0,186.7817,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x192x256_1x4x1_16x16x64_default,362.16,387.01,0.0
80,16384,576,7168,54,0,359.7223,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x192x128_1x4x1_16x16x64_default,376.1,390.42,0.0
80,20480,576,7168,54,0,436.2202,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x192x128_1x4x1_16x16x64_default,387.68,400.08,0.0
80,16,7168,2048,2,0,9.1742,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_16x64x512_1x4x1_16x16x64_default,51.2,1628.72,0.0
80,32,7168,2048,49,0,10.7453,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_32x64x256_1x4x1_16x16x64_default,87.44,1414.98,0.0
80,64,7168,2048,49,0,13.6786,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_32x64x256_1x4x1_16x16x64_default,137.37,1149.87,0.0
80,128,7168,2048,23,0,19.541,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x128x256_1x4x1_16x16x64_default,192.32,858.56,0.0
80,256,7168,2048,18,0,30.4226,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x128x128_1x4x1_16x16x64_default,247.06,620.41,0.0
80,512,7168,2048,48,0,52.0579,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,288.76,443.13,0.0
80,1024,7168,2048,48,0,96.1383,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,312.72,327.21,0.0
80,1536,7168,2048,46,0,135.3627,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x128x128_1x4x1_16x16x64_default,333.16,294.36,0.0
80,2048,7168,2048,48,0,180.4336,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,333.25,267.33,0.0
80,4096,7168,2048,41,0,338.9949,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_128x128x64_1x4x1_16x16x64_default,354.75,241.27,0.0
80,8192,7168,2048,41,0,651.1562,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_128x128x64_1x4x1_16x16x64_default,369.37,228.67,0.0
80,16384,7168,2048,41,0,1282.8862,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_128x128x64_1x4x1_16x16x64_default,374.96,220.69,0.0
80,20480,7168,2048,41,0,1602.6372,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_128x128x64_1x4x1_16x16x64_default,375.19,218.53,0.0
80,16,4608,7168,9,0,14.6651,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x64x512_1x4x1_16x16x64_default,72.07,2270.17,0.0
80,32,4608,7168,9,0,14.9106,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x64x512_1x4x1_16x16x64_default,141.77,2250.37,0.0
80,64,4608,7168,23,0,23.5169,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x128x256_1x4x1_16x16x64_default,179.78,1449.12,0.0
80,128,4608,7168,24,0,35.1222,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x128x256_1x4x1_16x16x64_default,240.75,1000.15,0.0
80,256,4608,7168,24,0,55.8852,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x128x256_1x4x1_16x16x64_default,302.61,666.09,0.0
80,512,4608,7168,0,0,103.0634,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_128x128x128_1x4x1_16x16x64_default,328.18,401.88,0.0
80,1024,4608,7168,26,0,184.555,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x192x128_1x4x1_16x16x64_default,366.53,269.88,0.0
80,1536,4608,7168,18,0,272.9456,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x128x128_1x4x1_16x16x64_default,371.75,213.21,0.0
80,2048,4608,7168,54,0,354.6475,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x192x128_1x4x1_16x16x64_default,381.48,187.75,0.0
80,4096,4608,7168,54,0,692.6798,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x192x128_1x4x1_16x16x64_default,390.63,144.57,0.0
80,8192,4608,7168,48,0,1343.0841,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,402.93,124.53,0.0
80,16384,4608,7168,54,0,2639.293,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x192x128_1x4x1_16x16x64_default,410.08,114.22,0.0
80,20480,4608,7168,54,0,3276.6577,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x192x128_1x4x1_16x16x64_default,412.89,112.48,0.0
80,16,7168,2304,21,0,11.0122,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x64x256_1x4x1_16x16x64_default,47.99,1523.88,0.0
80,32,7168,2304,49,0,11.1539,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_32x64x256_1x4x1_16x16x64_default,94.76,1528.39,0.0
80,64,7168,2304,49,0,14.327,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_32x64x256_1x4x1_16x16x64_default,147.55,1227.06,0.0
80,128,7168,2304,23,0,21.2273,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x128x256_1x4x1_16x16x64_default,199.17,878.35,0.0
80,256,7168,2304,46,0,31.7244,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x128x128_1x4x1_16x16x64_default,266.54,654.86,0.0
80,512,7168,2304,48,0,56.153,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,301.17,445.83,0.0
80,1024,7168,2304,48,0,103.9455,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,325.39,322.81,0.0
80,1536,7168,2304,46,0,144.8029,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x128x128_1x4x1_16x16x64_default,350.37,290.56,0.0
80,2048,7168,2304,46,0,193.0686,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x128x128_1x4x1_16x16x64_default,350.37,262.05,0.0
80,4096,7168,2304,41,0,366.5239,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_128x128x64_1x4x1_16x16x64_default,369.12,231.01,0.0
80,8192,7168,2304,41,0,709.1492,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_128x128x64_1x4x1_16x16x64_default,381.56,215.51,0.0
80,16384,7168,2304,41,0,1404.7256,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_128x128x64_1x4x1_16x16x64_default,385.25,205.84,0.0
80,20480,7168,2304,41,0,1741.0107,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_128x128x64_1x4x1_16x16x64_default,388.54,205.23,0.0
80,16,512,7168,30,0,11.9822,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_16x64x512_1x4x1_16x16x64_default,9.8,317.23,0.0
80,32,512,7168,2,0,12.2803,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_16x64x512_1x4x1_16x16x64_default,19.13,320.2,0.0
80,64,512,7168,30,0,12.315,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_16x64x512_1x4x1_16x16x64_default,38.15,340.58,0.0
80,128,512,7168,2,0,12.3314,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_16x64x512_1x4x1_16x16x64_default,76.19,382.65,0.0
80,256,512,7168,9,0,14.8513,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x64x512_1x4x1_16x16x64_default,126.52,388.33,0.0
80,512,512,7168,37,0,22.2836,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_32x64x512_1x4x1_16x16x64_default,168.65,352.92,0.0
80,1024,512,7168,24,0,34.5858,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x128x256_1x4x1_16x16x64_default,217.32,348.66,0.0
80,1536,512,7168,99,0,47.427,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_96x128x256_1x4x1_16x16x64_default,237.72,342.69,0.0
80,2048,512,7168,24,0,54.6059,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x128x256_1x4x1_16x16x64_default,275.29,374.45,0.0
80,4096,512,7168,18,0,101.3206,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x128x128_1x4x1_16x16x64_default,296.73,367.39,0.0
80,8192,512,7168,24,0,180.3432,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x128x256_1x4x1_16x16x64_default,333.42,392.47,0.0
80,16384,512,7168,24,0,332.6272,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_64x128x256_1x4x1_16x16x64_default,361.54,414.54,0.0
80,20480,512,7168,48,0,387.5191,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,387.91,442.41,0.0
80,16,4096,512,30,0,3.9474,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_16x64x512_1x4x1_16x16x64_default,17.0,566.55,0.0
80,32,4096,512,49,0,4.2976,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_32x64x256_1x4x1_16x16x64_default,31.23,552.79,0.0
80,64,4096,512,49,0,5.4494,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_32x64x256_1x4x1_16x16x64_default,49.26,487.06,0.0
80,128,4096,512,49,0,6.8127,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_32x64x256_1x4x1_16x16x64_default,78.8,471.36,0.0
80,256,4096,512,15,0,10.6842,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x64x128_1x4x1_16x16x64_default,100.5,404.84,0.0
80,512,4096,512,45,0,15.5946,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_32x128x128_1x4x1_16x16x64_default,137.71,420.25,0.0
80,1024,4096,512,46,0,25.069,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x128x128_1x4x1_16x16x64_default,171.33,439.19,0.0
80,1536,4096,512,46,0,33.2391,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x128x128_1x4x1_16x16x64_default,193.82,465.31,0.0
80,2048,4096,512,46,0,42.7751,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x128x128_1x4x1_16x16x64_default,200.82,465.76,0.0
80,4096,4096,512,41,0,75.405,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_128x128x64_1x4x1_16x16x64_default,227.83,500.61,0.0
80,8192,4096,512,41,0,137.5652,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_128x128x64_1x4x1_16x16x64_default,249.77,533.57,0.0
