cu_num,M,N,K,q_dtype_w,kernelId,splitK,us,kernelName,tflops,bw,errRatio
80,192,1536,5120,torch.float8_e4m3fnuz,0,0,50.9249,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,59.3,185.32,0.0
80,1,512,7168,torch.float8_e4m3fnuz,10,1,11.5805,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0.63,317.62,0.0
80,1,1280,8192,torch.float8_e4m3fnuz,11,0,14.3155,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,1.46,733.23,0.0
80,1,2112,7168,torch.float8_e4m3fnuz,11,0,13.4147,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,2.26,1129.37,0.0
80,1,4096,512,torch.float8_e4m3fnuz,9,0,4.2138,a8w8_bpreshuffle_128x16x32x128_16x16_16x16_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v1,1.0,499.75,0.0
80,1,4608,4096,torch.float8_e4m3fnuz,11,0,10.5838,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,3.57,1784.58,0.0
80,1,4608,7168,torch.float8_e4m3fnuz,5,0,13.8515,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,4.77,2385.77,0.0
80,1,7168,256,torch.float8_e4m3fnuz,75,0,6.4606,a8w8_bpreshuffle_128x16x256x64_16x16_16x16_4x16x1_4x32x1_1x16x1x8_8x8x1_1x2_intrawave_v1,0.57,286.29,0.0
80,1,7168,2304,torch.float8_e4m3fnuz,29,0,10.1762,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v2,3.25,1624.55,0.0
80,1,8192,1024,torch.float8_e4m3fnuz,15,0,6.4482,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,2.6,1303.62,0.0
80,1,9216,4096,torch.float8_e4m3fnuz,19,0,14.4331,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v2,5.23,2616.99,0.0
80,2,4608,4096,torch.float8_e4m3fnuz,5,0,10.661,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,7.08,1772.91,0.0
80,2,9216,4096,torch.float8_e4m3fnuz,5,0,14.4331,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,10.46,2618.55,0.0
80,4,4608,4096,torch.float8_e4m3fnuz,5,0,10.4863,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,14.4,1804.99,0.0
80,4,9216,4096,torch.float8_e4m3fnuz,11,0,14.6151,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,20.66,2589.02,0.0
80,8,4608,4096,torch.float8_e4m3fnuz,5,0,10.8626,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,27.8,1747.36,0.0
80,8,9216,4096,torch.float8_e4m3fnuz,5,0,15.0571,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,40.11,2519.01,0.0
80,16,512,7168,torch.float8_e4m3fnuz,24,0,10.7923,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,10.88,352.2,0.0
80,16,576,7168,torch.float8_e4m3fnuz,10,0,11.091,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,11.91,384.27,0.0
80,16,1536,7168,torch.float8_e4m3fnuz,10,0,11.2927,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,31.2,989.48,0.0
80,16,2112,7168,torch.float8_e4m3fnuz,24,0,11.7534,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,41.22,1303.55,0.0
80,16,3072,1536,torch.float8_e4m3fnuz,11,0,5.8974,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,25.6,820.95,0.0
80,16,4096,512,torch.float8_e4m3fnuz,9,0,4.939,a8w8_bpreshuffle_128x16x32x128_16x16_16x16_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v1,13.59,452.81,0.0
80,16,4608,4096,torch.float8_e4m3fnuz,24,0,10.8403,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,55.72,1760.78,0.0
80,16,4608,7168,torch.float8_e4m3fnuz,5,0,14.1863,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,74.51,2346.79,0.0
80,16,7168,256,torch.float8_e4m3fnuz,75,0,6.629,a8w8_bpreshuffle_128x16x256x64_16x16_16x16_4x16x1_4x32x1_1x16x1x8_8x8x1_1x2_intrawave_v1,8.86,312.03,0.0
80,16,7168,2048,torch.float8_e4m3fnuz,10,0,8.769,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,53.57,1703.98,0.0
80,16,7168,2304,torch.float8_e4m3fnuz,15,0,10.491,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,50.37,1599.59,0.0
80,16,9216,4096,torch.float8_e4m3fnuz,11,0,15.5867,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,77.5,2444.98,0.0
80,32,512,7168,torch.float8_e4m3fnuz,10,0,11.1022,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,21.16,354.18,0.0
80,32,576,7168,torch.float8_e4m3fnuz,10,0,11.199,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,23.6,392.45,0.0
80,32,1280,8192,torch.float8_e4m3fnuz,24,0,12.4575,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,53.87,869.34,0.0
80,32,1536,7168,torch.float8_e4m3fnuz,19,0,12.6967,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v2,55.5,892.97,0.0
80,32,2112,7168,torch.float8_e4m3fnuz,5,0,13.1607,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,73.62,1178.0,0.0
80,32,3072,1536,torch.float8_e4m3fnuz,112,0,6.9922,a8w8_bpreshuffle_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,43.19,709.98,0.0
80,32,4096,512,torch.float8_e4m3fnuz,9,0,4.8822,a8w8_bpreshuffle_128x16x32x128_16x16_16x16_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v1,27.49,486.6,0.0
80,32,4608,4096,torch.float8_e4m3fnuz,6,0,13.4935,a8w8_bpreshuffle_256x16x128x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_8x8x1_1x2_intrawave_v1,89.52,1430.34,0.0
80,32,4608,7168,torch.float8_e4m3fnuz,12,0,19.4019,a8w8_bpreshuffle_256x32x64x512_16x16_16x16_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v1,108.95,1729.44,0.0
80,32,7168,256,torch.float8_e4m3fnuz,75,0,6.8302,a8w8_bpreshuffle_128x16x256x64_16x16_16x16_4x16x1_4x32x1_1x16x1x8_8x8x1_1x2_intrawave_v1,17.19,337.03,0.0
80,32,7168,2048,torch.float8_e4m3fnuz,119,0,11.0711,a8w8_bpreshuffle_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,84.86,1373.34,0.0
80,32,7168,2304,torch.float8_e4m3fnuz,119,0,11.6614,a8w8_bpreshuffle_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,90.64,1461.88,0.0
80,32,8192,1024,torch.float8_e4m3fnuz,119,0,7.4863,a8w8_bpreshuffle_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,71.71,1194.94,0.0
80,32,9216,4096,torch.float8_e4m3fnuz,119,0,18.4783,a8w8_bpreshuffle_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,130.74,2081.88,0.0
80,48,512,7168,torch.float8_e4m3fnuz,10,0,11.2279,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,31.38,361.89,0.0
80,48,2112,7168,torch.float8_e4m3fnuz,10,0,18.4707,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,78.68,849.22,0.0
80,48,4096,512,torch.float8_e4m3fnuz,9,0,5.3534,a8w8_bpreshuffle_128x16x32x128_16x16_16x16_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v1,37.61,469.78,0.0
80,48,4608,7168,torch.float8_e4m3fnuz,113,0,22.5027,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,140.91,1502.78,0.0
80,48,7168,256,torch.float8_e4m3fnuz,75,0,7.0126,a8w8_bpreshuffle_128x16x256x64_16x16_16x16_4x16x1_4x32x1_1x16x1x8_8x8x1_1x2_intrawave_v1,25.12,361.55,0.0
80,48,7168,2304,torch.float8_e4m3fnuz,113,0,13.6727,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,115.96,1266.3,0.0
80,64,512,7168,torch.float8_e4m3fnuz,10,0,11.1263,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,42.22,376.97,0.0
80,64,576,7168,torch.float8_e4m3fnuz,24,0,11.163,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,47.34,417.56,0.0
80,64,1280,8192,torch.float8_e4m3fnuz,19,0,13.7807,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v2,97.4,810.84,0.0
80,64,1536,7168,torch.float8_e4m3fnuz,19,0,16.9363,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v2,83.21,688.78,0.0
80,64,2112,7168,torch.float8_e4m3fnuz,112,0,18.9179,a8w8_bpreshuffle_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,102.43,838.78,0.0
80,64,3072,1536,torch.float8_e4m3fnuz,114,0,9.0146,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,67.0,577.96,0.0
80,64,4096,512,torch.float8_e4m3fnuz,77,0,5.8414,a8w8_bpreshuffle_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,45.95,454.38,0.0
80,64,4608,4096,torch.float8_e4m3fnuz,114,0,16.3715,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,147.57,1204.92,0.0
80,64,4608,7168,torch.float8_e4m3fnuz,114,0,24.7999,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,170.48,1374.15,0.0
80,64,7168,256,torch.float8_e4m3fnuz,75,0,7.6886,a8w8_bpreshuffle_128x16x256x64_16x16_16x16_4x16x1_4x32x1_1x16x1x8_8x8x1_1x2_intrawave_v1,30.55,360.13,0.0
80,64,7168,2048,torch.float8_e4m3fnuz,112,0,14.2819,a8w8_bpreshuffle_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,131.57,1101.3,0.0
80,64,7168,2304,torch.float8_e4m3fnuz,112,0,15.5151,a8w8_bpreshuffle_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,136.25,1133.09,0.0
80,64,8192,1024,torch.float8_e4m3fnuz,114,0,10.9842,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,97.75,865.13,0.0
80,64,9216,4096,torch.float8_e4m3fnuz,114,0,25.0703,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,192.73,1563.23,0.0
80,80,512,7168,torch.float8_e4m3fnuz,24,0,11.2303,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,52.29,385.15,0.0
80,80,2112,7168,torch.float8_e4m3fnuz,113,0,24.3931,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,99.3,657.98,0.0
80,80,4096,512,torch.float8_e4m3fnuz,76,0,6.8102,a8w8_bpreshuffle_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v1,49.27,410.19,0.0
80,80,4608,7168,torch.float8_e4m3fnuz,115,0,28.9995,a8w8_bpreshuffle_256x80x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v3,182.24,1184.19,0.0
80,80,7168,256,torch.float8_e4m3fnuz,75,0,8.2998,a8w8_bpreshuffle_128x16x256x64_16x16_16x16_4x16x1_4x32x1_1x16x1x8_8x8x1_1x2_intrawave_v1,35.37,361.74,0.0
80,80,7168,2304,torch.float8_e4m3fnuz,113,0,18.9055,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,139.77,943.97,0.0
80,96,512,7168,torch.float8_e4m3fnuz,10,0,11.6635,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,60.41,382.08,0.0
80,96,2112,7168,torch.float8_e4m3fnuz,113,0,22.3255,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,130.19,727.08,0.0
80,96,4096,512,torch.float8_e4m3fnuz,76,0,6.6322,a8w8_bpreshuffle_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v1,60.71,442.2,0.0
80,96,4608,7168,torch.float8_e4m3fnuz,120,0,29.4707,a8w8_bpreshuffle_256x48x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,215.19,1174.15,0.0
80,96,7168,256,torch.float8_e4m3fnuz,75,0,8.6194,a8w8_bpreshuffle_128x16x256x64_16x16_16x16_4x16x1_4x32x1_1x16x1x8_8x8x1_1x2_intrawave_v1,40.88,375.41,0.0
80,96,7168,2304,torch.float8_e4m3fnuz,84,0,19.1495,a8w8_bpreshuffle_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v1,165.59,945.85,0.0
80,112,512,7168,torch.float8_e4m3fnuz,10,0,11.9903,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,68.56,382.6,0.0
80,112,2112,7168,torch.float8_e4m3fnuz,112,0,25.9619,a8w8_bpreshuffle_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,130.62,632.26,0.0
80,112,4096,512,torch.float8_e4m3fnuz,76,0,7.3154,a8w8_bpreshuffle_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v1,64.22,419.94,0.0
80,112,4608,7168,torch.float8_e4m3fnuz,117,0,37.2568,a8w8_bpreshuffle_256x112x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v3,198.59,935.81,0.0
80,112,7168,256,torch.float8_e4m3fnuz,75,0,9.207,a8w8_bpreshuffle_128x16x256x64_16x16_16x16_4x16x1_4x32x1_1x16x1x8_8x8x1_1x2_intrawave_v1,44.64,376.81,0.0
80,112,7168,2304,torch.float8_e4m3fnuz,119,0,21.7835,a8w8_bpreshuffle_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,169.82,843.7,0.0
80,128,512,7168,torch.float8_e4m3fnuz,19,0,12.3367,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v2,76.16,382.48,0.0
80,128,576,7168,torch.float8_e4m3fnuz,25,0,12.3755,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v2,85.41,419.68,0.0
80,128,1280,8192,torch.float8_e4m3fnuz,6,0,20.0,a8w8_bpreshuffle_256x16x128x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_8x8x1_1x2_intrawave_v1,134.22,593.1,0.0
80,128,1536,7168,torch.float8_e4m3fnuz,112,0,22.8955,a8w8_bpreshuffle_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,123.11,538.13,0.0
80,128,2112,7168,torch.float8_e4m3fnuz,114,0,24.5755,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,157.7,675.35,0.0
80,128,3072,1536,torch.float8_e4m3fnuz,112,0,11.1838,a8w8_bpreshuffle_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,108.01,509.81,0.0
80,128,4096,512,torch.float8_e4m3fnuz,76,0,7.2018,a8w8_bpreshuffle_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v1,74.55,445.9,0.0
80,128,4608,4096,torch.float8_e4m3fnuz,121,0,24.6387,a8w8_bpreshuffle_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,196.11,835.2,0.0
80,128,4608,7168,torch.float8_e4m3fnuz,114,0,38.7224,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,218.37,907.16,0.0
80,128,7168,256,torch.float8_e4m3fnuz,73,0,10.1406,a8w8_bpreshuffle_256x32x256x64_16x16_16x16_4x32x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v1,46.32,365.14,0.0
80,128,7168,2048,torch.float8_e4m3fnuz,119,0,20.5111,a8w8_bpreshuffle_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,183.22,817.96,0.0
80,128,7168,2304,torch.float8_e4m3fnuz,84,0,21.9275,a8w8_bpreshuffle_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v1,192.81,850.3,0.0
80,128,8192,1024,torch.float8_e4m3fnuz,121,0,14.9703,a8w8_bpreshuffle_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,143.45,709.19,0.0
80,128,9216,4096,torch.float8_e4m3fnuz,121,0,39.1328,a8w8_bpreshuffle_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,246.95,1038.32,0.0
80,192,1280,8192,torch.float8_e4m3fnuz,113,0,24.3731,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,165.2,514.92,0.0
80,192,8192,1024,torch.float8_e4m3fnuz,85,0,18.7963,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,171.38,624.11,0.0
80,256,512,7168,torch.float8_e4m3fnuz,6,0,17.5859,a8w8_bpreshuffle_256x16x128x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_8x8x1_1x2_intrawave_v1,106.85,327.94,0.0
80,256,576,7168,torch.float8_e4m3fnuz,112,0,18.3779,a8w8_bpreshuffle_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,115.03,340.56,0.0
80,256,1280,8192,torch.float8_e4m3fnuz,114,0,26.7743,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,200.52,494.44,0.0
80,256,1536,7168,torch.float8_e4m3fnuz,120,0,31.1851,a8w8_bpreshuffle_256x48x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,180.76,437.12,0.0
80,256,2112,7168,torch.float8_e4m3fnuz,114,0,37.3908,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,207.3,482.88,0.0
80,256,3072,1536,torch.float8_e4m3fnuz,120,0,16.0983,a8w8_bpreshuffle_256x48x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,150.07,415.24,0.0
80,256,4096,512,torch.float8_e4m3fnuz,76,0,10.9814,a8w8_bpreshuffle_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v1,97.78,393.88,0.0
80,256,4608,4096,torch.float8_e4m3fnuz,85,0,37.982,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,254.43,586.65,0.0
80,256,4608,7168,torch.float8_e4m3fnuz,121,0,62.2609,a8w8_bpreshuffle_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,271.62,597.88,0.0
80,256,7168,256,torch.float8_e4m3fnuz,73,0,11.5078,a8w8_bpreshuffle_256x32x256x64_16x16_16x16_4x32x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v1,81.64,484.07,0.0
80,256,7168,2048,torch.float8_e4m3fnuz,85,0,30.5235,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,246.24,618.36,0.0
80,256,7168,2304,torch.float8_e4m3fnuz,85,0,32.0436,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,263.88,648.33,0.0
80,256,8192,1024,torch.float8_e4m3fnuz,70,0,23.9267,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,179.51,536.85,0.0
80,256,9216,4096,torch.float8_e4m3fnuz,70,0,64.6741,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,298.84,672.85,0.0
80,320,1280,8192,torch.float8_e4m3fnuz,115,0,32.2959,a8w8_bpreshuffle_256x80x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v3,207.79,431.21,0.0
80,320,8192,1024,torch.float8_e4m3fnuz,85,0,24.7583,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,216.84,563.82,0.0
80,512,512,7168,torch.float8_e4m3fnuz,119,0,23.6639,a8w8_bpreshuffle_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,158.81,332.33,0.0
80,512,576,7168,torch.float8_e4m3fnuz,114,0,23.9199,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,176.75,350.7,0.0
80,512,1280,8192,torch.float8_e4m3fnuz,114,0,42.3216,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,253.71,377.84,0.0
80,512,1536,7168,torch.float8_e4m3fnuz,128,0,47.65,a8w8_bpreshuffle_256x64x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,236.61,341.09,0.0
80,512,2112,7168,torch.float8_e4m3fnuz,129,0,60.4509,a8w8_bpreshuffle_256x80x192x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v3,256.44,346.92,0.0
80,512,3072,1536,torch.float8_e4m3fnuz,85,0,24.3751,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,198.23,354.9,0.0
80,512,4096,512,torch.float8_e4m3fnuz,85,0,15.7231,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,136.58,416.81,0.0
80,512,4608,7168,torch.float8_e4m3fnuz,70,0,105.5819,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,320.35,392.29,0.0
80,512,7168,256,torch.float8_e4m3fnuz,72,0,16.1951,a8w8_bpreshuffle_256x64x256x64_16x16_16x16_4x64x1_4x64x1_1x16x1x16_8x8x1_1x2_intrawave_v1,116.03,574.63,0.0
80,512,7168,2048,torch.float8_e4m3fnuz,71,0,53.438,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,281.31,431.69,0.0
