gfx,cu_num,M,N,K,a_dtype,b_dtype,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,256,6144,7168,fp8,fp8,flydsl,2925,2,28.6346,flydsl_mxpsh_128x128x256_F8_F8_B16_w0_x4_sk2,787.46,1711.95,0.0
gfx950,256,288,6144,7168,fp8,fp8,flydsl,2685,2,30.7361,flydsl_mxpsh_96x128x256_F8_F8_B16_w0_x4_sk2,825.32,1615.15,0.0
gfx950,256,320,6144,7168,fp8,fp8,flydsl,2469,2,32.1983,flydsl_mxpsh_64x128x256_F8_F8_B16_w3_x4_sk2,875.38,1561.14,0.0
gfx950,256,352,6144,7168,fp8,fp8,flydsl,2693,2,35.214,flydsl_mxpsh_96x128x256_F8_F8_B16_w1_x4_sk2,880.45,1445.13,0.0
gfx950,256,384,6144,7168,fp8,fp8,flydsl,2701,2,35.9829,flydsl_mxpsh_96x128x256_F8_F8_B16_w2_x4_sk2,939.97,1431.55,0.0
gfx950,256,416,6144,7168,fp8,fp8,flydsl,2693,2,36.5938,flydsl_mxpsh_96x128x256_F8_F8_B16_w1_x4_sk2,1001.3,1424.66,0.0
gfx950,256,448,6144,7168,fp8,fp8,flydsl,2693,2,38.1157,flydsl_mxpsh_96x128x256_F8_F8_B16_w1_x4_sk2,1035.27,1384.11,0.0
gfx950,256,480,6144,7168,fp8,fp8,flydsl,2685,2,38.174,flydsl_mxpsh_96x128x256_F8_F8_B16_w0_x4_sk2,1107.52,1398.31,0.0
gfx950,256,512,6144,7168,fp8,fp8,flydsl,2460,1,40.2514,flydsl_mxpsh_64x128x256_F8_F8_B16_w2_x4_sk1,1120.39,1341.61,0.0
gfx950,256,544,6144,7168,fp8,fp8,flydsl,2940,1,41.1602,flydsl_mxpsh_128x128x256_F8_F8_B16_w2_x4_sk1,1164.13,1327.11,0.0
gfx950,256,576,6144,7168,fp8,fp8,flydsl,2444,1,42.3929,flydsl_mxpsh_64x128x256_F8_F8_B16_w0_x4_sk1,1196.76,1303.21,0.0
gfx950,256,608,6144,7168,fp8,fp8,flydsl,2932,1,42.6403,flydsl_mxpsh_128x128x256_F8_F8_B16_w1_x4_sk1,1255.92,1310.25,0.0
gfx950,256,640,6144,7168,fp8,fp8,flydsl,2932,1,43.5376,flydsl_mxpsh_128x128x256_F8_F8_B16_w1_x4_sk1,1294.78,1297.55,0.0
gfx950,256,672,6144,7168,fp8,fp8,flydsl,2653,2,52.801,flydsl_mxpsh_96x128x128_F8_F8_B16_w1_x4_sk2,1121.0,1081.7,0.0
gfx950,256,704,6144,7168,fp8,fp8,flydsl,2684,1,51.8709,flydsl_mxpsh_96x128x256_F8_F8_B16_w0_x4_sk1,1195.44,1113.09,0.0
gfx950,256,736,6144,7168,fp8,fp8,flydsl,2716,1,52.3459,flydsl_mxpsh_96x128x256_F8_F8_B16_w4_x4_sk1,1238.44,1114.89,0.0
gfx950,256,768,6144,7168,fp8,fp8,flydsl,2716,1,52.7086,flydsl_mxpsh_96x128x256_F8_F8_B16_w4_x4_sk1,1283.39,1119.03,0.0
gfx950,256,800,6144,7168,fp8,fp8,flydsl,2700,1,55.1263,flydsl_mxpsh_96x128x256_F8_F8_B16_w2_x4_sk1,1278.23,1081.24,0.0
gfx950,256,832,6144,7168,fp8,fp8,flydsl,2684,1,55.9623,flydsl_mxpsh_96x128x256_F8_F8_B16_w0_x4_sk1,1309.5,1076.22,0.0
gfx950,256,864,6144,7168,fp8,fp8,flydsl,2692,1,55.6535,flydsl_mxpsh_96x128x256_F8_F8_B16_w1_x4_sk1,1367.42,1093.38,0.0
gfx950,256,896,6144,7168,fp8,fp8,flydsl,2716,1,57.7619,flydsl_mxpsh_96x128x256_F8_F8_B16_w4_x4_sk1,1366.3,1064.24,0.0
gfx950,256,928,6144,7168,fp8,fp8,flydsl,2692,1,58.9163,flydsl_mxpsh_96x128x256_F8_F8_B16_w1_x4_sk1,1387.37,1053.96,0.0
gfx950,256,960,6144,7168,fp8,fp8,flydsl,2684,1,58.8675,flydsl_mxpsh_96x128x256_F8_F8_B16_w0_x4_sk1,1436.4,1065.41,0.0
gfx950,256,992,6144,7168,fp8,fp8,flydsl,2940,1,62.5776,flydsl_mxpsh_128x128x256_F8_F8_B16_w2_x4_sk1,1396.28,1012.19,0.0
gfx950,256,1024,6144,7168,fp8,fp8,flydsl,2940,1,61.7856,flydsl_mxpsh_128x128x256_F8_F8_B16_w2_x4_sk1,1459.8,1035.24,0.0
gfx950,256,1088,6144,7168,fp8,fp8,flydsl,2956,1,66.2488,flydsl_mxpsh_128x128x256_F8_F8_B16_w4_x4_sk1,1446.54,984.29,0.0
gfx950,256,1152,6144,7168,fp8,fp8,flydsl,2948,1,67.0192,flydsl_mxpsh_128x128x256_F8_F8_B16_w3_x4_sk1,1514.02,991.56,0.0
gfx950,256,1216,6144,7168,fp8,fp8,flydsl,2940,1,69.1396,flydsl_mxpsh_128x128x256_F8_F8_B16_w2_x4_sk1,1549.12,979.16,0.0
gfx950,256,1280,6144,7168,fp8,fp8,flydsl,2940,1,67.5332,flydsl_mxpsh_128x128x256_F8_F8_B16_w2_x4_sk1,1669.44,1020.89,0.0
gfx950,256,1344,6144,7168,fp8,fp8,flydsl,2668,1,77.4253,flydsl_mxpsh_96x128x128_F8_F8_B16_w3_x4_sk1,1528.96,906.54,0.0
gfx950,256,1408,6144,7168,fp8,fp8,flydsl,2668,1,78.4541,flydsl_mxpsh_96x128x128_F8_F8_B16_w3_x4_sk1,1580.76,910.52,0.0
gfx950,256,1472,6144,7168,fp8,fp8,flydsl,2660,1,81.6522,flydsl_mxpsh_96x128x128_F8_F8_B16_w2_x4_sk1,1587.89,890.11,0.0
gfx950,256,1536,6144,7168,fp8,fp8,flydsl,2660,1,83.9198,flydsl_mxpsh_96x128x128_F8_F8_B16_w2_x4_sk1,1612.15,880.9,0.0
gfx950,256,1600,6144,7168,fp8,fp8,flydsl,2900,1,87.9726,flydsl_mxpsh_128x128x128_F8_F8_B16_w2_x4_sk1,1601.96,854.47,0.0
gfx950,256,1664,6144,7168,fp8,fp8,flydsl,2892,1,89.9275,flydsl_mxpsh_128x128x128_F8_F8_B16_w1_x4_sk1,1629.82,849.74,0.0
gfx950,256,1728,6144,7168,fp8,fp8,flydsl,2908,1,88.4926,flydsl_mxpsh_128x128x128_F8_F8_B16_w3_x4_sk1,1719.95,877.59,0.0
gfx950,256,1792,6144,7168,fp8,fp8,flydsl,2892,1,92.3407,flydsl_mxpsh_128x128x128_F8_F8_B16_w1_x4_sk1,1709.32,854.5,0.0
gfx950,256,1856,6144,7168,fp8,fp8,flydsl,2908,1,95.1131,flydsl_mxpsh_128x128x128_F8_F8_B16_w3_x4_sk1,1718.77,842.69,0.0
gfx950,256,1920,6144,7168,fp8,fp8,flydsl,2724,1,95.6306,flydsl_mxpsh_96x256x128_F8_F8_B16_w0_x4_sk1,1768.41,851.15,0.0
gfx950,256,1984,6144,7168,fp8,fp8,flydsl,2892,1,95.4667,flydsl_mxpsh_128x128x128_F8_F8_B16_w1_x4_sk1,1830.5,865.65,0.0
gfx950,256,2048,6144,7168,fp8,fp8,flydsl,2900,1,97.8423,flydsl_mxpsh_128x128x128_F8_F8_B16_w2_x4_sk1,1843.67,857.36,0.0
gfx950,256,4096,6144,7168,fp8,fp8,flydsl,2980,1,170.4339,flydsl_mxpsh_128x256x128_F8_F8_B16_w2_x4_sk1,2116.82,725.98,0.0
gfx950,256,6144,6144,7168,fp8,fp8,flydsl,2972,1,245.035,flydsl_mxpsh_128x256x128_F8_F8_B16_w1_x4_sk1,2208.52,667.57,0.0
gfx950,256,8192,6144,7168,fp8,fp8,flydsl,2972,1,293.9048,flydsl_mxpsh_128x256x128_F8_F8_B16_w1_x4_sk1,2455.06,692.14,0.0
gfx950,256,10240,6144,7168,fp8,fp8,flydsl,2980,1,373.2207,flydsl_mxpsh_128x256x128_F8_F8_B16_w2_x4_sk1,2416.65,651.81,0.0
gfx950,256,12288,6144,7168,fp8,fp8,flydsl,2980,1,436.529,flydsl_mxpsh_128x256x128_F8_F8_B16_w2_x4_sk1,2479.4,648.56,0.0
gfx950,256,14336,6144,7168,fp8,fp8,flydsl,2980,1,510.6809,flydsl_mxpsh_128x256x128_F8_F8_B16_w2_x4_sk1,2472.62,632.41,0.0
gfx950,256,16384,6144,7168,fp8,fp8,flydsl,2980,1,578.2956,flydsl_mxpsh_128x256x128_F8_F8_B16_w2_x4_sk1,2495.45,627.37,0.0
gfx950,256,20480,6144,7168,fp8,fp8,flydsl,2980,1,724.5511,flydsl_mxpsh_128x256x128_F8_F8_B16_w2_x4_sk1,2489.66,610.72,0.0
gfx950,256,24576,6144,7168,fp8,fp8,flydsl,2964,1,880.2002,flydsl_mxpsh_128x256x128_F8_F8_B16_w0_x4_sk1,2459.29,593.26,0.0
gfx950,256,28672,6144,7168,fp8,fp8,flydsl,2964,1,1050.7185,flydsl_mxpsh_128x256x128_F8_F8_B16_w0_x4_sk1,2403.54,572.83,0.0
gfx950,256,32768,6144,7168,fp8,fp8,flydsl,2972,1,1173.5063,flydsl_mxpsh_128x256x128_F8_F8_B16_w1_x4_sk1,2459.48,580.8,0.0
gfx950,256,40960,6144,7168,fp8,fp8,flydsl,2964,1,1475.0018,flydsl_mxpsh_128x256x128_F8_F8_B16_w0_x4_sk1,2445.94,570.14,0.0
gfx950,256,49152,6144,7168,fp8,fp8,flydsl,2972,1,1782.5876,flydsl_mxpsh_128x256x128_F8_F8_B16_w1_x4_sk1,2428.68,561.17,0.0
gfx950,256,57344,6144,7168,fp8,fp8,flydsl,2964,1,2153.3606,flydsl_mxpsh_128x256x128_F8_F8_B16_w0_x4_sk1,2345.58,538.57,0.0
gfx950,256,65536,6144,7168,fp8,fp8,flydsl,2964,1,2480.7318,flydsl_mxpsh_128x256x128_F8_F8_B16_w0_x4_sk1,2326.91,531.74,0.0
gfx950,256,1,7168,384,fp8,fp8,flydsl,2192,1,4.727,flydsl_mxpsh_32x128x128_F8_F8_B16_w4_x0_sk1,1.16,585.41,0.0
gfx950,256,1,7168,3072,fp8,fp8,flydsl,2210,4,9.7049,flydsl_mxpsh_32x128x256_F8_F8_B16_w1_x0_sk4,4.54,2270.76,0.0
gfx950,256,1,7168,7168,fp8,fp8,flydsl,2238,4,15.4299,flydsl_mxpsh_32x128x256_F8_F8_B16_w4_x4_sk4,6.66,3331.31,0.0
gfx950,256,1,7168,16384,fp8,fp8,flydsl,2223,8,24.7228,flydsl_mxpsh_32x128x256_F8_F8_B16_w2_x4_sk8,9.5,4751.53,0.0
gfx950,256,2,7168,384,fp8,fp8,flydsl,2176,1,4.8906,flydsl_mxpsh_32x128x128_F8_F8_B16_w2_x0_sk1,2.25,568.84,0.0
gfx950,256,2,7168,3072,fp8,fp8,flydsl,2206,4,9.8454,flydsl_mxpsh_32x128x256_F8_F8_B16_w0_x4_sk4,8.95,2240.12,0.0
gfx950,256,2,7168,7168,fp8,fp8,flydsl,2202,4,14.9823,flydsl_mxpsh_32x128x256_F8_F8_B16_w0_x0_sk4,13.72,3432.27,0.0
gfx950,256,2,7168,16384,fp8,fp8,flydsl,2239,8,24.4695,flydsl_mxpsh_32x128x256_F8_F8_B16_w4_x4_sk8,19.2,4801.98,0.0
gfx950,256,4,7168,384,fp8,fp8,flydsl,2176,1,4.9062,flydsl_mxpsh_32x128x128_F8_F8_B16_w2_x0_sk1,4.49,573.03,0.0
gfx950,256,4,7168,3072,fp8,fp8,flydsl,2234,4,9.536,flydsl_mxpsh_32x128x256_F8_F8_B16_w4_x0_sk4,18.47,2316.46,0.0
gfx950,256,4,7168,7168,fp8,fp8,flydsl,2218,4,15.1152,flydsl_mxpsh_32x128x256_F8_F8_B16_w2_x0_sk4,27.19,3404.93,0.0
gfx950,256,4,7168,16384,fp8,fp8,flydsl,2223,8,24.4959,flydsl_mxpsh_32x128x256_F8_F8_B16_w2_x4_sk8,38.35,4799.31,0.0
gfx950,256,8,7168,384,fp8,fp8,flydsl,2192,1,4.8773,flydsl_mxpsh_32x128x128_F8_F8_B16_w4_x0_sk1,9.03,588.5,0.0
gfx950,256,8,7168,3072,fp8,fp8,flydsl,2234,4,9.7003,flydsl_mxpsh_32x128x256_F8_F8_B16_w4_x0_sk4,36.32,2284.4,0.0
gfx950,256,8,7168,7168,fp8,fp8,flydsl,2234,4,15.2481,flydsl_mxpsh_32x128x256_F8_F8_B16_w4_x0_sk4,53.91,3380.9,0.0
gfx950,256,8,7168,16384,fp8,fp8,flydsl,2207,8,24.8421,flydsl_mxpsh_32x128x256_F8_F8_B16_w0_x4_sk8,75.64,4737.37,0.0
gfx950,256,16,7168,384,fp8,fp8,flydsl,2176,1,4.9352,flydsl_mxpsh_32x128x128_F8_F8_B16_w2_x0_sk1,17.85,605.45,0.0
gfx950,256,16,7168,3072,fp8,fp8,flydsl,2234,4,9.9139,flydsl_mxpsh_32x128x256_F8_F8_B16_w4_x0_sk4,71.08,2249.23,0.0
gfx950,256,16,7168,7168,fp8,fp8,flydsl,2214,4,16.1739,flydsl_mxpsh_32x128x256_F8_F8_B16_w1_x4_sk4,101.66,3198.01,0.0
gfx950,256,16,7168,16384,fp8,fp8,flydsl,2239,8,25.0803,flydsl_mxpsh_32x128x256_F8_F8_B16_w4_x4_sk8,149.84,4702.18,0.0
gfx950,256,32,7168,384,fp8,fp8,flydsl,2164,1,5.1413,flydsl_mxpsh_32x128x128_F8_F8_B16_w0_x4_sk1,34.26,626.99,0.0
gfx950,256,32,7168,3072,fp8,fp8,flydsl,2226,4,11.3627,flydsl_mxpsh_32x128x256_F8_F8_B16_w3_x0_sk4,124.03,1986.95,0.0
gfx950,256,32,7168,7168,fp8,fp8,flydsl,2234,4,16.5416,flydsl_mxpsh_32x128x256_F8_F8_B16_w4_x0_sk4,198.79,3147.72,0.0
gfx950,256,32,7168,16384,fp8,fp8,flydsl,2199,8,27.6946,flydsl_mxpsh_32x128x128_F8_F8_B16_w4_x4_sk8,271.4,4276.05,0.0
gfx950,256,48,7168,384,fp8,fp8,flydsl,2192,1,5.0063,flydsl_mxpsh_32x128x128_F8_F8_B16_w4_x0_sk1,52.78,690.94,0.0
gfx950,256,48,7168,3072,fp8,fp8,flydsl,2458,4,12.0276,flydsl_mxpsh_64x128x256_F8_F8_B16_w2_x0_sk4,175.76,1900.27,0.0
gfx950,256,48,7168,7168,fp8,fp8,flydsl,2466,4,17.6114,flydsl_mxpsh_64x128x256_F8_F8_B16_w3_x0_sk4,280.07,2976.05,0.0
gfx950,256,48,7168,16384,fp8,fp8,flydsl,2663,8,29.4787,flydsl_mxpsh_96x128x128_F8_F8_B16_w2_x4_sk8,382.46,4033.93,0.0
gfx950,256,64,7168,384,fp8,fp8,flydsl,2184,1,5.0702,flydsl_mxpsh_32x128x128_F8_F8_B16_w3_x0_sk1,69.49,728.69,0.0
gfx950,256,64,7168,3072,fp8,fp8,flydsl,2302,4,13.2081,flydsl_mxpsh_32x256x256_F8_F8_B16_w2_x4_sk4,213.4,1751.52,0.0
gfx950,256,64,7168,7168,fp8,fp8,flydsl,2458,4,18.5432,flydsl_mxpsh_64x128x256_F8_F8_B16_w2_x0_sk4,354.67,2845.06,0.0
gfx950,256,64,7168,16384,fp8,fp8,flydsl,2447,8,31.1718,flydsl_mxpsh_64x128x256_F8_F8_B16_w0_x4_sk8,482.24,3830.6,0.0
gfx950,256,80,7168,384,fp8,fp8,flydsl,2192,1,5.0733,flydsl_mxpsh_32x128x128_F8_F8_B16_w4_x0_sk1,86.81,774.67,0.0
gfx950,256,80,7168,3072,fp8,fp8,flydsl,2205,2,13.9434,flydsl_mxpsh_32x128x256_F8_F8_B16_w0_x4_sk2,252.68,1679.13,0.0
gfx950,256,80,7168,7168,fp8,fp8,flydsl,2690,4,19.6336,flydsl_mxpsh_96x128x256_F8_F8_B16_w1_x0_sk4,418.71,2704.58,0.0
gfx950,256,80,7168,16384,fp8,fp8,flydsl,2671,8,32.5001,flydsl_mxpsh_96x128x128_F8_F8_B16_w3_x4_sk8,578.17,3689.16,0.0
gfx950,256,96,7168,384,fp8,fp8,flydsl,2168,1,5.1586,flydsl_mxpsh_32x128x128_F8_F8_B16_w1_x0_sk1,102.45,807.51,0.0
gfx950,256,96,7168,3072,fp8,fp8,flydsl,2229,2,14.3624,flydsl_mxpsh_32x128x256_F8_F8_B16_w3_x4_sk2,294.37,1649.53,0.0
gfx950,256,96,7168,7168,fp8,fp8,flydsl,2698,4,20.2469,flydsl_mxpsh_96x128x256_F8_F8_B16_w2_x0_sk4,487.24,2639.64,0.0
gfx950,256,96,7168,16384,fp8,fp8,flydsl,2703,8,34.4223,flydsl_mxpsh_96x128x256_F8_F8_B16_w2_x4_sk8,655.06,3497.43,0.0
gfx950,256,112,7168,384,fp8,fp8,flydsl,2180,1,5.2911,flydsl_mxpsh_32x128x128_F8_F8_B16_w2_x4_sk1,116.53,831.8,0.0
gfx950,256,112,7168,3072,fp8,fp8,flydsl,2221,2,14.7212,flydsl_mxpsh_32x128x256_F8_F8_B16_w2_x4_sk2,335.06,1628.25,0.0
gfx950,256,112,7168,7168,fp8,fp8,flydsl,2930,4,21.7612,flydsl_mxpsh_128x128x256_F8_F8_B16_w1_x0_sk4,528.88,2471.77,0.0
gfx950,256,112,7168,16384,fp8,fp8,flydsl,2943,8,38.0951,flydsl_mxpsh_128x128x256_F8_F8_B16_w2_x4_sk8,690.55,3173.14,0.0
gfx950,256,128,7168,384,fp8,fp8,flydsl,2172,1,5.4122,flydsl_mxpsh_32x128x128_F8_F8_B16_w1_x4_sk1,130.2,856.71,0.0
gfx950,256,128,7168,3072,fp8,fp8,flydsl,2205,2,14.8248,flydsl_mxpsh_32x128x256_F8_F8_B16_w0_x4_sk2,380.25,1635.66,0.0
gfx950,256,128,7168,7168,fp8,fp8,flydsl,2938,4,22.5412,flydsl_mxpsh_128x128x256_F8_F8_B16_w2_x0_sk4,583.52,2401.5,0.0
gfx950,256,128,7168,16384,fp8,fp8,flydsl,2947,8,38.8248,flydsl_mxpsh_128x128x256_F8_F8_B16_w3_x0_sk8,774.37,3126.16,0.0
gfx950,256,144,7168,384,fp8,fp8,flydsl,2164,1,5.4658,flydsl_mxpsh_32x128x128_F8_F8_B16_w0_x4_sk1,145.03,891.4,0.0
gfx950,256,144,7168,3072,fp8,fp8,flydsl,2236,1,15.7136,flydsl_mxpsh_32x128x256_F8_F8_B16_w4_x4_sk1,403.59,1560.87,0.0
gfx950,256,144,7168,7168,fp8,fp8,flydsl,2685,2,26.314,flydsl_mxpsh_96x128x256_F8_F8_B16_w0_x4_sk2,562.34,2070.26,0.0
gfx950,256,144,7168,16384,fp8,fp8,flydsl,2718,4,43.0602,flydsl_mxpsh_96x128x256_F8_F8_B16_w4_x4_sk4,785.48,2830.09,0.0
gfx950,256,160,7168,384,fp8,fp8,flydsl,2188,1,5.5554,flydsl_mxpsh_32x128x128_F8_F8_B16_w3_x4_sk1,158.55,919.41,0.0
gfx950,256,160,7168,3072,fp8,fp8,flydsl,2236,1,15.9187,flydsl_mxpsh_32x128x256_F8_F8_B16_w4_x4_sk1,442.65,1558.25,0.0
gfx950,256,160,7168,7168,fp8,fp8,flydsl,2718,4,25.9811,flydsl_mxpsh_96x128x256_F8_F8_B16_w4_x4_sk4,632.83,2110.03,0.0
gfx950,256,160,7168,16384,fp8,fp8,flydsl,2686,4,43.5381,flydsl_mxpsh_96x128x256_F8_F8_B16_w0_x4_sk4,863.17,2810.31,0.0
gfx950,256,176,7168,384,fp8,fp8,flydsl,2188,1,5.5405,flydsl_mxpsh_32x128x128_F8_F8_B16_w3_x4_sk1,174.87,964.4,0.0
gfx950,256,176,7168,3072,fp8,fp8,flydsl,2220,1,16.0987,flydsl_mxpsh_32x128x256_F8_F8_B16_w2_x4_sk1,481.47,1558.13,0.0
gfx950,256,176,7168,7168,fp8,fp8,flydsl,2686,4,27.0991,flydsl_mxpsh_96x128x256_F8_F8_B16_w0_x4_sk4,667.4,2035.67,0.0
gfx950,256,176,7168,16384,fp8,fp8,flydsl,2718,4,44.6556,flydsl_mxpsh_96x128x256_F8_F8_B16_w4_x4_sk4,925.73,2750.99,0.0
gfx950,256,192,7168,384,fp8,fp8,flydsl,2172,1,5.615,flydsl_mxpsh_32x128x128_F8_F8_B16_w1_x4_sk1,188.24,993.54,0.0
gfx950,256,192,7168,3072,fp8,fp8,flydsl,2236,1,16.0926,flydsl_mxpsh_32x128x256_F8_F8_B16_w4_x4_sk1,525.44,1576.03,0.0
gfx950,256,192,7168,7168,fp8,fp8,flydsl,2686,4,27.4844,flydsl_mxpsh_96x128x256_F8_F8_B16_w0_x4_sk4,717.86,2019.65,0.0
gfx950,256,192,7168,16384,fp8,fp8,flydsl,2686,4,46.4174,flydsl_mxpsh_96x128x256_F8_F8_B16_w0_x4_sk4,971.56,2657.17,0.0
gfx950,256,208,7168,384,fp8,fp8,flydsl,2196,1,5.7178,flydsl_mxpsh_32x128x128_F8_F8_B16_w4_x4_sk1,200.26,1016.87,0.0
gfx950,256,208,7168,3072,fp8,fp8,flydsl,2236,1,16.2184,flydsl_mxpsh_32x128x256_F8_F8_B16_w4_x4_sk1,564.81,1580.98,0.0
gfx950,256,208,7168,7168,fp8,fp8,flydsl,2950,4,28.8503,flydsl_mxpsh_128x128x256_F8_F8_B16_w3_x4_sk4,740.86,1935.96,0.0
gfx950,256,208,7168,16384,fp8,fp8,flydsl,2942,4,49.0392,flydsl_mxpsh_128x128x256_F8_F8_B16_w2_x4_sk4,996.25,2525.13,0.0
gfx950,256,224,7168,384,fp8,fp8,flydsl,2172,1,5.7819,flydsl_mxpsh_32x128x128_F8_F8_B16_w1_x4_sk1,213.27,1046.33,0.0
gfx950,256,224,7168,3072,fp8,fp8,flydsl,2212,1,16.3641,flydsl_mxpsh_32x128x256_F8_F8_B16_w1_x4_sk1,602.84,1583.92,0.0
gfx950,256,224,7168,7168,fp8,fp8,flydsl,2949,2,29.8471,flydsl_mxpsh_128x128x256_F8_F8_B16_w3_x4_sk2,771.21,1882.83,0.0
gfx950,256,224,7168,16384,fp8,fp8,flydsl,2958,4,50.5507,flydsl_mxpsh_128x128x256_F8_F8_B16_w4_x4_sk4,1040.8,2459.35,0.0
gfx950,256,240,7168,384,fp8,fp8,flydsl,2172,1,5.9707,flydsl_mxpsh_32x128x128_F8_F8_B16_w1_x4_sk1,221.28,1052.69,0.0
gfx950,256,240,7168,3072,fp8,fp8,flydsl,2220,1,16.5054,flydsl_mxpsh_32x128x256_F8_F8_B16_w2_x4_sk1,640.38,1587.24,0.0
gfx950,256,240,7168,7168,fp8,fp8,flydsl,2925,2,29.7366,flydsl_mxpsh_128x128x256_F8_F8_B16_w0_x4_sk2,829.37,1901.4,0.0
gfx950,256,240,7168,16384,fp8,fp8,flydsl,2950,4,51.3008,flydsl_mxpsh_128x128x256_F8_F8_B16_w3_x4_sk4,1098.84,2432.97,0.0
gfx950,256,256,7168,384,fp8,fp8,flydsl,2164,1,6.1089,flydsl_mxpsh_32x128x128_F8_F8_B16_w0_x4_sk1,230.69,1067.43,0.0
gfx950,256,256,7168,3072,fp8,fp8,flydsl,2220,1,16.4125,flydsl_mxpsh_32x128x256_F8_F8_B16_w2_x4_sk1,686.93,1613.19,0.0
gfx950,256,256,7168,7168,fp8,fp8,flydsl,2941,2,30.4128,flydsl_mxpsh_128x128x256_F8_F8_B16_w2_x4_sk2,864.99,1870.44,0.0
gfx950,256,256,7168,16384,fp8,fp8,flydsl,2926,4,52.2845,flydsl_mxpsh_128x128x256_F8_F8_B16_w0_x4_sk4,1150.05,2396.6,0.0
gfx950,256,288,7168,384,fp8,fp8,flydsl,2164,1,6.0972,flydsl_mxpsh_32x128x128_F8_F8_B16_w0_x4_sk1,260.03,1146.73,0.0
gfx950,256,288,7168,3072,fp8,fp8,flydsl,2212,1,17.3841,flydsl_mxpsh_32x128x256_F8_F8_B16_w1_x4_sk1,729.61,1555.08,0.0
gfx950,256,288,7168,7168,fp8,fp8,flydsl,2212,1,34.9106,flydsl_mxpsh_32x128x256_F8_F8_B16_w1_x4_sk1,847.74,1649.17,0.0
gfx950,256,288,7168,16384,fp8,fp8,flydsl,2694,4,63.754,flydsl_mxpsh_96x128x256_F8_F8_B16_w1_x4_sk4,1061.04,1980.86,0.0
gfx950,256,320,7168,384,fp8,fp8,flydsl,2644,1,6.6529,flydsl_mxpsh_96x128x128_F8_F8_B16_w0_x4_sk1,264.79,1121.75,0.0
gfx950,256,320,7168,3072,fp8,fp8,flydsl,2700,1,19.5686,flydsl_mxpsh_96x128x256_F8_F8_B16_w2_x4_sk1,720.18,1409.95,0.0
gfx950,256,320,7168,7168,fp8,fp8,flydsl,2701,2,35.7397,flydsl_mxpsh_96x128x256_F8_F8_B16_w2_x4_sk2,920.08,1630.16,0.0
gfx950,256,320,7168,16384,fp8,fp8,flydsl,2693,2,64.9594,flydsl_mxpsh_96x128x256_F8_F8_B16_w1_x4_sk2,1157.06,1959.24,0.0
gfx950,256,352,7168,384,fp8,fp8,flydsl,2660,1,6.7594,flydsl_mxpsh_96x128x128_F8_F8_B16_w2_x4_sk1,286.68,1173.77,0.0
gfx950,256,352,7168,3072,fp8,fp8,flydsl,2692,1,19.5987,flydsl_mxpsh_96x128x256_F8_F8_B16_w1_x4_sk1,790.98,1436.2,0.0
gfx950,256,352,7168,7168,fp8,fp8,flydsl,2701,2,37.0967,flydsl_mxpsh_96x128x256_F8_F8_B16_w2_x4_sk2,975.06,1589.08,0.0
gfx950,256,352,7168,16384,fp8,fp8,flydsl,2693,2,66.2653,flydsl_mxpsh_96x128x256_F8_F8_B16_w1_x4_sk2,1247.68,1935.46,0.0
gfx950,256,384,7168,384,fp8,fp8,flydsl,2404,1,6.8993,flydsl_mxpsh_64x128x128_F8_F8_B16_w0_x4_sk1,306.4,1218.24,0.0
gfx950,256,384,7168,3072,fp8,fp8,flydsl,2716,1,19.6927,flydsl_mxpsh_96x128x256_F8_F8_B16_w4_x4_sk1,858.77,1457.63,0.0
gfx950,256,384,7168,7168,fp8,fp8,flydsl,2685,2,38.2472,flydsl_mxpsh_96x128x256_F8_F8_B16_w0_x4_sk2,1031.71,1559.27,0.0
gfx950,256,384,7168,16384,fp8,fp8,flydsl,2701,2,68.039,flydsl_mxpsh_96x128x256_F8_F8_B16_w2_x4_sk2,1325.63,1899.45,0.0
gfx950,256,416,7168,384,fp8,fp8,flydsl,2404,1,7.0653,flydsl_mxpsh_64x128x128_F8_F8_B16_w0_x4_sk1,324.13,1256.29,0.0
gfx950,256,416,7168,3072,fp8,fp8,flydsl,2948,1,20.4125,flydsl_mxpsh_128x128x256_F8_F8_B16_w3_x4_sk1,897.52,1433.52,0.0
gfx950,256,416,7168,7168,fp8,fp8,flydsl,2932,1,41.1544,flydsl_mxpsh_128x128x256_F8_F8_B16_w1_x4_sk1,1038.73,1465.84,0.0
gfx950,256,416,7168,16384,fp8,fp8,flydsl,2957,2,79.0795,flydsl_mxpsh_128x128x256_F8_F8_B16_w4_x4_sk2,1235.6,1646.7,0.0
gfx950,256,448,7168,384,fp8,fp8,flydsl,2644,1,7.3449,flydsl_mxpsh_96x128x128_F8_F8_B16_w0_x4_sk1,335.78,1272.59,0.0
gfx950,256,448,7168,3072,fp8,fp8,flydsl,2444,1,20.6592,flydsl_mxpsh_64x128x256_F8_F8_B16_w0_x4_sk1,955.02,1443.37,0.0
gfx950,256,448,7168,7168,fp8,fp8,flydsl,2956,1,41.4947,flydsl_mxpsh_128x128x256_F8_F8_B16_w4_x4_sk1,1109.46,1470.41,0.0
gfx950,256,448,7168,16384,fp8,fp8,flydsl,2957,2,83.3971,flydsl_mxpsh_128x128x256_F8_F8_B16_w4_x4_sk2,1261.75,1573.23,0.0
