"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
3,6656,"; _ZN5aiter48fmha_bf16_pertokenBf16_hd128_128x256_mask_varlenE",0,0,0,0,"aiter::fmha_bf16_pertokenBf16_hd128_128x256_mask_varlen"
3,6656,"s_version UC_VERSION_GFX12|UC_VERSION_W32_BIT",62,77189,434,930,""
3,6660,"s_and_b32 s1, s1, 0x1ffffff",31,31,0,0,""
3,6668,"s_bfe_u32 s32, ttmp8, 0x50019",31,31,0,0,""
3,6676,"s_and_b32 s34, ttmp7, 0xffff",31,31,0,0,""
3,6684,"s_bfe_u32 s40, ttmp7, 0x100010",31,31,0,0,""
3,6692,"s_lshl_b32 s26, s40, 2",31,31,0,0,""
3,6696,"s_load_b64 s[12:13], s[12:13], s26 offset:0x0",31,31,0,279,""
3,6704,"s_load_b64 s[14:15], s[14:15], s26 offset:0x0",31,31,0,0,""
3,6712,"s_bitcmp1_b32 s19, 2",31,31,0,0,""
3,6716,"s_mov_b32 m0, 0",31,31,0,0,""
3,6720,"v_and_b32_e32 v0, 31, v0",31,31,0,0,""
3,6724,"s_mov_b32 s33, ttmp9",31,31,0,0,""
3,6728,"s_mov_b32 s96, s4",31,31,0,0,""
3,6732,"s_mov_b32 s97, s5",31,31,0,0,""
3,6736,"s_mov_b32 s36, s33",31,31,0,0,""
3,6740,"s_cbranch_scc0 2",31,31,0,248,""
3,6744,"s_mov_b32 s33, s34",31,31,0,62,""
3,6748,"s_mov_b32 s34, s36",31,31,0,0,""
3,6752,"s_setreg_imm32_b32 hwreg(HW_REG_WAVE_SCHED_MODE, 0, 2), 2",31,31,0,397,""
3,6760,"v_cvt_f32_u32_e32 v2, s17",31,31,0,248,""
3,6764,"s_sub_co_i32 s36, 0, s17",31,31,0,186,""
3,6768,"v_rcp_iflag_f32_e32 v2, v2",31,62,0,0,""
3,6772,"s_nop 0",31,62,31,0,""
3,6776,"v_mul_f32_e32 v2, 0x4f7ffffe, v2",31,31,0,0,""
3,6784,"v_cvt_u32_f32_e32 v2, v2",31,31,0,4981,""
3,6788,"v_mul_lo_u32 v3, s36, v2",31,124,0,0,""
3,6796,"v_mul_hi_u32 v3, v2, v3",31,124,0,0,""
3,6804,"v_add_nc_u32_e32 v2, v2, v3",31,31,0,0,""
3,6808,"v_mul_hi_u32 v2, s34, v2",31,124,0,0,""
3,6816,"v_mul_lo_u32 v3, v2, s17",31,124,0,0,""
