DataType,HDim,MaskType,kIsSEQPad,kIsHDPad,kStoreLSE,GPUArch,BF16Cvt,kIsGroupMode_,fwd_v3_name,fwd_v3_buf,ts_qo,ts_kv
FmhaFwdBf16,128,0,false,false,1,gfx950,1,0,fmha_fwd_hd128_bf16,fwd_hd128_bf16.co,256,32
FmhaFwdBf16,128,0,false,false,1,gfx950,1,1,fmha_fwd_hd128_bf16_group,fwd_hd128_bf16_group.co,256,32
FmhaFwdBf16,128,1,false,false,1,gfx950,1,0,fmha_fwd_hd128_bf16_causal,fwd_hd128_bf16_causal.co,256,32
FmhaFwdBf16,128,1,false,false,1,gfx950,1,1,fmha_fwd_hd128_bf16_causal_group,fwd_hd128_bf16_causal_group.co,256,32
