cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,flat,tflops,bw,_tag
304,1,6144,2048,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_1x128,1,0,1,0,0.0,_ZN5aiter56fmoe_bf16_a16_blockscaleFp8_g1u1_vs_silu_1tg_16x128_flatE,0.0%,0.0,,0.0%,0.0,1,1,1,0.0,0.0,
304,2,6144,2048,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_1x128,1,0,1,0,0.0,_ZN5aiter56fmoe_bf16_a16_blockscaleFp8_g1u1_vs_silu_1tg_16x128_flatE,0.0%,0.0,,0.0%,0.0,1,1,1,0.0,0.0,
304,4,6144,2048,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_1x128,1,0,1,0,0.0,_ZN5aiter56fmoe_bf16_a16_blockscaleFp8_g1u1_vs_silu_1tg_16x128_flatE,0.0%,0.0,,0.0%,0.0,1,1,1,0.0,0.0,
304,8,6144,2048,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_1x128,1,0,1,0,0.0,_ZN5aiter56fmoe_bf16_a16_blockscaleFp8_g1u1_vs_silu_1tg_16x128_flatE,0.0%,0.0,,0.0%,0.0,1,1,1,0.0,0.0,
304,16,6144,2048,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_1x128,1,0,16,0,0.0,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_16x256E,0.0%,0.0,,0.0%,0.0,1,0,0,0.0,0.0,
304,32,6144,2048,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_1x128,1,0,32,0,0.0,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_32x256E,0.0%,0.0,,0.0%,0.0,1,0,0,0.0,0.0,
304,64,6144,2048,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_1x128,1,0,32,0,0.0,_ZN5aiter49fmoe_bf16_blockscaleFp8_g1u1_novs_silu_1tg_32x256E,0.0%,0.0,,0.0%,0.0,1,0,0,0.0,0.0,
304,128,6144,2048,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_1x128,1,0,32,0,0.0,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_32x256E,0.0%,0.0,,0.0%,0.0,1,0,0,0.0,0.0,
304,256,6144,2048,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_1x128,1,0,32,0,0.0,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_32x256E,0.0%,0.0,,0.0%,0.0,1,0,0,0.0,0.0,
304,512,6144,2048,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_1x128,1,0,64,0,0.0,_ZN5aiter46fmoe_bf16_blockscaleFp8_g1u1_vs_ps_silu_64x256E,0.0%,0.0,,0.0%,0.0,1,0,0,0.0,0.0,
