gfx,cu_num,M,N,K,q_dtype_w,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,1,6144,3072,torch.float8_e4m3fn,cktile,137,0,7.2023,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_16x64x512_1x4x1_16x16x128_default,5.24,2622.74,0.0
gfx950,256,1,6144,4096,torch.float8_e4m3fn,flydsl,2950,0,8.5052,flydsl_bpreshuflle_16x64x512_F8_F8_B16_2x1x0x4x4_default,5.92,2960.8,0.0
gfx950,256,1,6144,6144,torch.float8_e4m3fn,flydsl,1674,0,11.2554,flydsl_bpreshuflle_16x64x512_F8_F8_B16_2x1x0x2x0_default,6.71,3355.47,0.0
gfx950,256,2,6144,3072,torch.float8_e4m3fn,cktile,2,0,7.2969,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_16x64x512_1x4x1_16x16x128_default,10.35,2590.84,0.0
gfx950,256,2,6144,4096,torch.float8_e4m3fn,flydsl,1755,0,8.5564,flydsl_bpreshuflle_16x64x512_F8_F8_B16_2x1x0x2x4_default,11.76,2945.0,0.0
gfx950,256,2,6144,6144,torch.float8_e4m3fn,flydsl,188,0,11.3411,flydsl_bpreshuflle_16x64x512_F8_F8_B16_2x0x1x0x0_default,13.31,3331.74,0.0
gfx950,256,4,6144,3072,torch.float8_e4m3fn,cktile,2,0,7.3689,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_16x64x512_1x4x1_16x16x128_default,20.49,2569.69,0.0
gfx950,256,4,6144,4096,torch.float8_e4m3fn,flydsl,2301,0,8.5731,flydsl_bpreshuflle_16x64x512_F8_F8_B16_2x1x0x3x0_default,23.48,2943.08,0.0
gfx950,256,4,6144,6144,torch.float8_e4m3fn,flydsl,1674,0,11.1529,flydsl_bpreshuflle_16x64x512_F8_F8_B16_2x1x0x2x0_default,27.08,3391.27,0.0
gfx950,256,8,6144,3072,torch.float8_e4m3fn,cktile,2,0,7.373,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_16x64x512_1x4x1_16x16x128_default,40.96,2576.6,0.0
gfx950,256,8,6144,4096,torch.float8_e4m3fn,flydsl,2950,0,8.6809,flydsl_bpreshuflle_16x64x512_F8_F8_B16_2x1x0x4x4_default,46.38,2914.09,0.0
gfx950,256,8,6144,6144,torch.float8_e4m3fn,flydsl,1018,0,11.3824,flydsl_bpreshuflle_16x64x512_F8_F8_B16_2x1x0x1x0_default,53.06,3329.37,0.0
gfx950,256,16,6144,3072,torch.float8_e4m3fn,ck,10,0,6.6344,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,91.04,2881.97,0.0
gfx950,256,16,6144,4096,torch.float8_e4m3fn,ck,10,0,7.9752,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,100.98,3188.38,0.0
gfx950,256,16,6144,6144,torch.float8_e4m3fn,ck,10,0,10.3032,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,117.24,3692.41,0.0
gfx950,256,32,6144,3072,torch.float8_e4m3fn,cktile,137,0,7.7228,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_16x64x512_1x4x1_16x16x128_default,156.41,2507.63,0.0
gfx950,256,32,6144,4096,torch.float8_e4m3fn,ck,5,0,8.5339,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,188.73,3010.36,0.0
gfx950,256,32,6144,6144,torch.float8_e4m3fn,ck,5,0,11.8356,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,204.12,3239.26,0.0
gfx950,256,64,6144,3072,torch.float8_e4m3fn,flydsl,2386,0,8.2981,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x3x4_default,291.14,2393.01,0.0
gfx950,256,64,6144,4096,torch.float8_e4m3fn,flydsl,1110,0,9.7826,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x1x0x1x4_default,329.28,2679.7,0.0
gfx950,256,64,6144,6144,torch.float8_e4m3fn,flydsl,2082,0,13.3178,flydsl_bpreshuflle_32x64x512_F8_F8_B16_2x0x0x3x4_default,362.81,2923.03,0.0
gfx950,256,128,6144,3072,torch.float8_e4m3fn,flydsl,3109,0,10.9788,flydsl_bpreshuflle_64x64x256_F8_F8_B16_2x1x1x4x4_default,440.11,1898.24,0.0
gfx950,256,128,6144,4096,torch.float8_e4m3fn,ck,114,0,13.7353,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,469.04,1984.88,0.0
gfx950,256,128,6144,6144,torch.float8_e4m3fn,ck,114,0,18.3083,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,527.83,2190.7,0.0
gfx950,256,256,6144,3072,torch.float8_e4m3fn,flydsl,294,0,13.7191,flydsl_bpreshuflle_64x128x256_F8_F8_B16_2x0x1x0x4_default,704.4,1662.39,0.0
gfx950,256,256,6144,4096,torch.float8_e4m3fn,flydsl,294,0,16.0835,flydsl_bpreshuflle_64x128x256_F8_F8_B16_2x0x1x0x4_default,801.13,1825.48,0.0
gfx950,256,256,6144,6144,torch.float8_e4m3fn,flydsl,1290,0,23.4311,flydsl_bpreshuflle_64x128x256_F8_F8_B16_2x1x1x1x4_default,824.86,1812.43,0.0
gfx950,256,512,6144,3072,torch.float8_e4m3fn,flydsl,1126,0,16.6193,flydsl_bpreshuflle_64x192x256_F8_F8_B16_2x1x0x1x4_default,1162.95,1608.89,0.0
gfx950,256,512,6144,4096,torch.float8_e4m3fn,flydsl,1618,0,21.1344,flydsl_bpreshuflle_64x192x256_F8_F8_B16_2x0x1x2x4_default,1219.33,1587.67,0.0
gfx950,256,512,6144,6144,torch.float8_e4m3fn,flydsl,1618,0,29.6476,flydsl_bpreshuflle_64x192x256_F8_F8_B16_2x0x1x2x4_default,1303.81,1591.56,0.0
gfx950,256,1024,6144,3072,torch.float8_e4m3fn,flydsl,1315,0,26.1298,flydsl_bpreshuflle_128x192x128_F8_F8_B16_2x1x1x1x4_default,1479.33,1324.27,0.0
gfx950,256,1024,6144,4096,torch.float8_e4m3fn,flydsl,1641,0,33.5429,flydsl_bpreshuflle_128x192x128_F8_F8_B16_2x0x1x2x4_default,1536.53,1250.43,0.0
gfx950,256,1024,6144,6144,torch.float8_e4m3fn,ck,149,0,44.9026,a8w8_bpreshuffle_256x128x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1721.71,1261.02,0.0
gfx950,256,2048,6144,3072,torch.float8_e4m3fn,flydsl,1965,0,44.3505,flydsl_bpreshuflle_128x192x128_F8_F8_B16_2x1x1x2x4_default,1743.15,1134.86,0.0
gfx950,256,2048,6144,4096,torch.float8_e4m3fn,ck,35,0,55.0851,a8w8_bpreshuffle_256x256x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1871.27,1065.99,0.0
