gfx,cu_num,M,N,K,q_dtype_w,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,1,6144,1536,torch.float8_e4m3fn,flydsl,665,0,4.9274,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x0x0x2_default,3.83,1918.05,0.0
gfx950,256,2,6144,1536,torch.float8_e4m3fn,flydsl,1,0,4.9282,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x0x0x0_default,7.66,1920.55,0.0
gfx950,256,4,6144,1536,torch.float8_e4m3fn,flydsl,333,0,4.9299,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x0x0x1_default,15.31,1925.49,0.0
gfx950,256,8,6144,1536,torch.float8_e4m3fn,flydsl,665,0,4.9214,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x0x0x2_default,30.68,1940.05,0.0
gfx950,256,16,6144,1536,torch.float8_e4m3fn,flydsl,1293,0,5.0575,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x0x0x4_default,59.71,1909.71,0.0
gfx950,256,32,6144,1536,torch.float8_e4m3fn,flydsl,1293,0,5.2007,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x0x0x4_default,116.13,1899.66,0.0
gfx950,256,64,6144,1536,torch.float8_e4m3fn,flydsl,258,0,5.7581,flydsl_bpreshuflle_32x64x512_F8_F8_B16_1x1x1x0_default,209.78,1792.59,0.0
gfx950,256,128,6144,1536,torch.float8_e4m3fn,flydsl,541,0,7.3889,flydsl_bpreshuflle_64x64x256_F8_F8_B16_2x1x0x1_default,326.97,1516.69,0.0
gfx950,256,256,6144,1536,torch.float8_e4m3fn,flydsl,565,0,9.2436,flydsl_bpreshuflle_128x64x256_F8_F8_B16_2x1x0x1_default,522.72,1403.8,0.0
gfx950,256,512,6144,1536,torch.float8_e4m3fn,flydsl,484,0,11.741,flydsl_bpreshuflle_128x128x256_F8_F8_B16_2x0x1x1_default,823.07,1406.62,0.0
gfx950,256,1024,6144,1536,torch.float8_e4m3fn,flydsl,896,0,17.9412,flydsl_bpreshuflle_128x192x128_F8_F8_B16_2x1x0x2_default,1077.26,1315.02,0.0
gfx950,256,2048,6144,1536,torch.float8_e4m3fn,flydsl,896,0,25.4756,flydsl_bpreshuflle_128x192x128_F8_F8_B16_2x1x0x2_default,1517.32,1481.76,0.0
gfx950,256,4096,6144,1536,torch.float8_e4m3fn,flydsl,568,0,47.5937,flydsl_bpreshuflle_128x192x128_F8_F8_B16_2x1x0x1_default,1624.36,1388.0,0.0
gfx950,256,8192,6144,1536,torch.float8_e4m3fn,flydsl,269,0,86.6445,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x1x1x0_default,1784.52,1415.94,0.0
gfx950,256,16384,6144,1536,torch.float8_e4m3fn,flydsl,186,0,170.4147,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x1x0x0_default,1814.62,1384.44,0.0
gfx950,256,1,7168,4096,torch.float8_e4m3fn,flydsl,1161,0,9.0719,flydsl_bpreshuflle_16x64x512_F8_F8_B16_2x1x0x3_default,6.47,3238.41,0.0
gfx950,256,2,7168,4096,torch.float8_e4m3fn,flydsl,1161,0,9.1258,flydsl_bpreshuflle_16x64x512_F8_F8_B16_2x1x0x3_default,12.87,3221.31,0.0
gfx950,256,4,7168,4096,torch.float8_e4m3fn,flydsl,1161,0,9.2164,flydsl_bpreshuflle_16x64x512_F8_F8_B16_2x1x0x3_default,25.49,3193.64,0.0
gfx950,256,8,7168,4096,torch.float8_e4m3fn,flydsl,1451,0,9.3316,flydsl_bpreshuflle_16x64x512_F8_F8_B16_2x1x0x4_default,50.34,3162.11,0.0
gfx950,256,16,7168,4096,torch.float8_e4m3fn,ck,10,0,9.0386,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,103.95,3280.93,0.0
