gfx,b,m,n,k,groupSize,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,16,1536,1024,4096,32,opus,9158,1,147.6434,opus_bmm_a8w8_mxscale_pipeline_512x256x256x128_2x1_16x16x128_1x32x32_preload_sf,1396.3,1477.23,0.0003418525157030672
gfx950,16,1536,1024,4096,128,opus,158,1,155.88,opus_bmm_a8w8_mxscale_pipeline_512x256x256x128_2x1_16x16x128_1x128x128_preload_sf,1322.5,1399.14,0.0015
gfx950,16,2048,1024,4096,32,opus,9158,1,147.6623,opus_bmm_a8w8_mxscale_pipeline_512x256x256x128_2x1_16x16x128_1x32x32_preload_sf,1861.5,1817.9,0.00033596158027648926
gfx950,16,2048,1024,4096,128,opus,158,1,152.51,opus_bmm_a8w8_mxscale_pipeline_512x256x256x128_2x1_16x16x128_1x128x128_preload_sf,1802.3,1760.06,0.0015
gfx950,16,2560,1024,4096,32,opus,9158,1,220.8719,opus_bmm_a8w8_mxscale_pipeline_512x256x256x128_2x1_16x16x128_1x32x32_preload_sf,1555.6,1443.22,0.0002605438348837197
gfx950,16,2560,1024,4096,128,opus,158,1,227.19,opus_bmm_a8w8_mxscale_pipeline_512x256x256x128_2x1_16x16x128_1x128x128_preload_sf,1512.4,1403.1,0.0015
gfx950,16,3072,1024,4096,32,opus,9158,1,216.0479,opus_bmm_a8w8_mxscale_pipeline_512x256x256x128_2x1_16x16x128_1x32x32_preload_sf,1908.5,1708.41,0.00022371610975824296
gfx950,16,3072,1024,4096,128,opus,158,1,215.94,opus_bmm_a8w8_mxscale_pipeline_512x256x256x128_2x1_16x16x128_1x128x128_preload_sf,1909.4,1709.28,0.0015
gfx950,16,3584,1024,4096,32,opus,9158,1,283.9944,opus_bmm_a8w8_mxscale_pipeline_512x256x256x128_2x1_16x16x128_1x32x32_preload_sf,1693.8,1476.9,0.00030159950256347656
gfx950,16,3584,1024,4096,128,opus,158,1,288.43,opus_bmm_a8w8_mxscale_pipeline_512x256x256x128_2x1_16x16x128_1x128x128_preload_sf,1667.8,1454.19,0.0015
gfx950,16,4096,1024,4096,32,opus,9158,1,271.9024,opus_bmm_a8w8_mxscale_pipeline_512x256x256x128_2x1_16x16x128_1x32x32_preload_sf,2021.9,1727.69,0.0004587620496749878
gfx950,16,4096,1024,4096,128,opus,158,1,265.33,opus_bmm_a8w8_mxscale_pipeline_512x256x256x128_2x1_16x16x128_1x128x128_preload_sf,2071.9,1770.46,0.0015
gfx950,16,8192,1024,4096,32,opus,9158,1,534.4061,opus_bmm_a8w8_mxscale_pipeline_512x256x256x128_2x1_16x16x128_1x32x32_preload_sf,2057.4,1632.49,0.0003911331295967102
gfx950,16,8192,1024,4096,128,opus,158,1,510.07,opus_bmm_a8w8_mxscale_pipeline_512x256x256x128_2x1_16x16x128_1x128x128_preload_sf,2155.6,1710.37,0.0015
gfx950,16,16384,1024,4096,32,opus,9158,1,1010.5538,opus_bmm_a8w8_mxscale_pipeline_512x256x256x128_2x1_16x16x128_1x32x32_preload_sf,2176.1,1660.2,0.00030342862010002136
gfx950,16,16384,1024,4096,128,opus,8158,1,995.9192,opus_bmm_a8w8_mxscale_pipeline_512x256x256x128_2x1_16x16x128_1x128x128_preload_sf,2208.0,1684.6,0.0003034137189388275
gfx950,16,32768,1024,4096,32,opus,9158,1,2014.9085,opus_bmm_a8w8_mxscale_pipeline_512x256x256x128_2x1_16x16x128_1x32x32_preload_sf,2182.8,1632.0,0.00014233030378818512
gfx950,16,32768,1024,4096,128,opus,8158,1,1988.6055,opus_bmm_a8w8_mxscale_pipeline_512x256x256x128_2x1_16x16x128_1x128x128_preload_sf,2211.6,1653.59,0.00014233961701393127
