gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,1,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,12.2329,auto,0.0,2.06,2058.56
gfx950,256,2,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,11.8469,auto,0.0,4.25,2127.02
gfx950,256,4,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,11.8251,auto,0.0,8.51,2133.71
gfx950,256,8,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,11.3938,native,0.0,17.67,2220.23
gfx950,256,16,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,11.8095,auto,0.0,34.1,2153.18
gfx950,256,32,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,1202,4,11.9912,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2_nooob,0.0,67.16,2142.41
gfx950,256,64,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,6,13.5851,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0169,118.56,1929.64
gfx950,256,128,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,4,15.7776,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0131,204.16,1727.95
gfx950,256,256,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,22.9834,native,0.0,280.31,1277.45
gfx950,256,512,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,29.0267,native,0.0,443.9,1155.99
gfx950,256,1024,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,46.208,native,0.0,557.69,907.7
gfx950,256,2048,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,70.5031,native,0.0,731.03,832.87
gfx950,256,4096,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,6401,0,94.0556,opus_gemm_mono_tile_512x128x256x64_2x4_16x16x32_0x0x0_nooob_4g_safe,0.0,1095.94,981.07
gfx950,256,1,3072,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,12.3577,auto,0.0,3.05,3056.16
gfx950,256,2,3072,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,12.4128,auto,0.0,6.08,3044.08
gfx950,256,4,3072,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,11.5424,native,0.0,13.08,3276.83
