gfx,cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,flat,tflops,bw
gfx950,256,1024,6144,2048,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,547.1108,flydsl_mxmoe_g1_a4w4_64x256x256_nt_xcd2,0.011744,309.7234,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_bnt2,0.011744,856.8341,0,0,0,812.04,11344.44
gfx950,256,2048,6144,2048,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,601.0265,flydsl_mxmoe_g1_a4w4_128x256x256,0.01175,425.9144,flydsl_moe2_afp4_wfp4_bf16_t128x128x256_atomic_bnt2,0.01175,1026.9409,0,0,0,1355.06,9483.68
gfx950,256,4096,6144,2048,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,854.3594,flydsl_mxmoe_g1_a4w4_128x256x256,0.011739,809.8084,flydsl_moe2_afp4_wfp4_bf16_t128x128x256_atomic,0.011739,1664.1678,0,0,0,1672.39,5874.96
gfx950,256,8192,6144,2048,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,1237.6084,flydsl_mxmoe_g1_a4w4_128x256x256,0.011737,1210.3283,flydsl_moe2_afp4_wfp4_bf16_t128x128x256_atomic,0.011737,2447.9366,0,0,0,2273.87,4024.79
gfx950,256,16384,6144,2048,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,2082.3875,flydsl_mxmoe_g1_a4w4_128x256x256,0.011738,2110.1529,flydsl_moe2_afp4_wfp4_bf16_t128x128x256_atomic,0.011738,4192.5404,0,0,0,2655.32,2386.0
gfx950,256,32768,6144,2048,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,3874.657,flydsl_mxmoe_g1_a4w4_128x256x256,0.011742,4033.2136,flydsl_moe2_afp4_wfp4_bf16_t128x128x256_atomic,0.011742,7907.8706,0,0,0,2815.56,1303.18
gfx950,256,1,6144,1024,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,21.885,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt,0.035094,9.89,flydsl_moe2_afp4_wfp4_bf16_t16x256x256_atomic,0.035094,31.775,0,0,0,10.69,152658.73
gfx950,256,2,6144,1024,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,27.6605,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt,0.011967,16.1752,flydsl_moe2_afp4_wfp4_bf16_t16x256x256_atomic,0.011967,43.8357,0,0,0,15.5,110657.51
gfx950,256,4,6144,1024,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,52.5755,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt_xcd4,0.011576,26.9252,flydsl_moe2_afp4_wfp4_bf16_t16x256x256_atomic_xcd4,0.011576,79.5007,0,0,0,17.09,61015.64
gfx950,256,8,6144,1024,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,83.226,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt_xcd4,0.01334,45.9008,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_xcd4,0.01334,129.1267,0,0,0,21.05,37566.67
gfx950,256,16,6144,1024,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,150.5065,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt,0.011755,84.526,flydsl_moe2_afp4_wfp4_bf16_t16x256x256_atomic,0.011755,235.0325,0,0,0,23.13,20639.73
gfx950,256,32,6144,1024,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,267.223,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt_xcd2,0.011882,138.1865,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_bnt2,0.011882,405.4095,0,0,0,26.82,11966.43
gfx950,256,64,6144,1024,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,267.8129,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt_xcd2,0.013193,140.7466,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_bnt2,0.013193,408.5595,0,0,0,53.22,11875.61
gfx950,256,128,6144,1024,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,266.1625,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt_xcd2,0.012557,144.3862,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_bnt2,0.012557,410.5487,0,0,0,105.92,11820.94
gfx950,256,256,6144,1024,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,266.0776,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt_xcd2,0.011733,148.5515,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_bnt2,0.011733,414.6291,0,0,0,209.76,11710.3
gfx950,256,512,6144,1024,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,267.3229,flydsl_mxmoe_g1_a4w4_32x256x256_nt_xcd4,0.011778,157.4317,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic_bnt2_xcd4,0.011778,424.7546,0,0,0,409.52,11442.25
gfx950,256,1024,6144,1024,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,274.2529,flydsl_mxmoe_g1_a4w4_64x256x256_nt_xcd2,0.011716,174.3117,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_atomic_bnt2,0.011716,448.5646,0,0,0,775.57,10855.93
gfx950,256,2048,6144,1024,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,340.1936,flydsl_mxmoe_g1_a4w4_64x256x256,0.011708,290.6583,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic,0.011708,630.8519,0,0,0,1102.93,7748.98
gfx950,256,4096,6144,1024,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,431.4395,flydsl_mxmoe_g1_a4w4_64x256x256,0.011733,464.8651,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic,0.011733,896.3046,0,0,0,1552.56,5496.13
gfx950,256,8192,6144,1024,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,655.2471,flydsl_mxmoe_g1_a4w4_128x256x256_xcd4,0.011737,905.4945,flydsl_moe2_afp4_wfp4_bf16_t128x128x256_atomic_bnt2_xcd4,0.011737,1560.7416,0,0,0,1783.22,3204.7
gfx950,256,16384,6144,1024,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,1042.756,flydsl_mxmoe_g1_a4w4_128x256x256,0.011722,1264.1685,flydsl_moe2_afp4_wfp4_bf16_t128x128x256_reduce_bnt2,0.011722,2306.9245,0,0,0,2412.86,2233.58
gfx950,256,32768,6144,1024,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,1943.0059,flydsl_mxmoe_g1_a4w4_128x256x256_xcd2,0.011733,2387.4707,flydsl_moe2_afp4_wfp4_bf16_t128x128x256_reduce_bnt2,0.011733,4330.4766,0,0,0,2570.75,1259.61
gfx950,256,1,6144,512,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,20.4654,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt_xcd4,0.036313,7.49,flydsl_moe2_afp4_wfp4_bf16_t16x256x256_atomic_xcd4,0.036313,27.9554,0,0,0,6.08,86758.72
gfx950,256,2,6144,512,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,21.4556,flydsl_mxmoe_g1_a4w4_32x256x256_xcd4,0.012404,10.545,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_xcd4,0.012404,32.0006,0,0,0,10.62,75792.11
gfx950,256,4,6144,512,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,26.9904,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt,0.012159,16.5302,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic,0.012159,43.5206,0,0,0,15.61,55730.62
gfx950,256,8,6144,512,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,51.4356,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt,0.013966,26.9153,flydsl_moe2_afp4_wfp4_bf16_t16x256x256_atomic,0.013966,78.3509,0,0,0,17.34,30956.94
gfx950,256,16,6144,512,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,83.021,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt,0.011943,46.5904,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic,0.011943,129.6114,0,0,0,20.97,18714.8
gfx950,256,32,6144,512,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,140.8762,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt_xcd2,0.014517,74.4359,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_bnt2,0.014517,215.3121,0,0,0,25.25,11267.11
gfx950,256,64,6144,512,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,141.5164,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt_xcd4,0.013502,76.9209,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_bnt2_xcd4,0.013502,218.4373,0,0,0,49.77,11108.62
gfx950,256,128,6144,512,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,140.7715,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt_xcd4,0.012895,78.1859,flydsl_moe2_afp4_wfp4_bf16_t16x256x256_atomic_xcd4,0.012895,218.9574,0,0,0,99.3,11087.62
gfx950,256,256,6144,512,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,140.7214,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt_xcd2,0.011755,80.7558,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_bnt2,0.011755,221.4771,0,0,0,196.35,10972.13
gfx950,256,512,6144,512,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,141.5364,flydsl_mxmoe_g1_a4w4_32x256x256_nt_xcd4,0.011785,89.541,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic_bnt2_xcd4,0.011785,231.0774,0,0,0,376.38,10536.7
gfx950,256,1024,6144,512,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,144.3212,flydsl_mxmoe_g1_a4w4_64x256x256_nt_xcd2,0.011714,113.1661,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_bnt2,0.011714,257.4874,0,0,0,675.55,9492.62
gfx950,256,2048,6144,512,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,185.3767,flydsl_mxmoe_g1_a4w4_64x256x256_xcd2,0.011733,164.8918,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2,0.011733,350.2685,0,0,0,993.22,7032.05
gfx950,256,4096,6144,512,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,229.0772,flydsl_mxmoe_g1_a4w4_64x256x256_xcd2,0.011725,251.0176,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2,0.011725,480.0949,0,0,0,1449.26,5209.08
gfx950,256,8192,6144,512,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,328.8383,flydsl_mxmoe_g1_a4w4_64x256x256_xcd4,0.011728,412.8342,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2_xcd4,0.011728,741.6725,0,0,0,1876.26,3473.7
gfx950,256,16384,6144,512,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,548.5108,flydsl_mxmoe_g1_a4w4_64x256x256_xcd4,0.011729,757.5681,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2_xcd4,0.011729,1306.0789,0,0,0,2130.91,2088.19
gfx950,256,32768,6144,512,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,1029.7211,flydsl_mxmoe_g1_a4w4_64x256x256_xcd4,0.011733,1500.926,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2_xcd4,0.011733,2530.6471,0,0,0,2199.55,1197.06
gfx950,256,1,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,19.8355,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt_xcd4,0.021485,5.945,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_xcd4,0.021485,25.7805,0,0,0,3.29,47039.3
gfx950,256,2,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,20.4401,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt,0.07201,6.7953,flydsl_moe2_afp4_wfp4_bf16_t16x256x256_atomic,0.07201,27.2354,0,0,0,6.24,44527.16
gfx950,256,4,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,21.6251,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt,0.043549,9.95,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic,0.043549,31.5751,0,0,0,10.76,38408.49
gfx950,256,8,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,27.3254,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt,0.027507,16.0451,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_reduce_bnt2,0.027507,43.3705,0,0,0,15.67,27964.3
gfx950,256,16,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,51.8909,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt_xcd4,0.011803,26.7402,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_xcd4,0.011803,78.6311,0,0,0,17.28,15426.12
gfx950,256,32,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,80.4758,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt_xcd2,0.015355,39.4353,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_bnt2,0.015355,119.911,0,0,0,22.67,10118.07
gfx950,256,64,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,80.2057,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt_xcd2,0.011732,41.0606,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_bnt2,0.011732,121.2664,0,0,0,44.83,10009.84
gfx950,256,128,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,81.1905,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt_xcd4,0.012863,42.3654,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_bnt2_xcd4,0.012863,123.5559,0,0,0,87.99,9833.91
gfx950,256,256,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,81.8858,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt_xcd2,0.012755,43.72,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_bnt2,0.012755,125.6058,0,0,0,173.11,9692.2
gfx950,256,512,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,81.1709,flydsl_mxmoe_g1_a4w4_32x256x256_nt_xcd4,0.011794,55.6509,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic_xcd4,0.011794,136.8218,0,0,0,317.83,8932.17
gfx950,256,1024,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,82.3655,flydsl_mxmoe_g1_a4w4_64x256x256_nt_xcd2,0.011712,67.1655,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2,0.011712,149.531,0,0,0,581.64,8236.1
gfx950,256,2048,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,108.1461,flydsl_mxmoe_g1_a4w4_64x256x256_xcd2,0.011717,95.066,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2,0.011717,203.2121,0,0,0,855.98,6153.31
gfx950,256,4096,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,126.9762,flydsl_mxmoe_g1_a4w4_64x256x256_xcd2,0.011735,145.8065,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2,0.011735,272.7828,0,0,0,1275.35,4722.35
gfx950,256,8192,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,171.0768,flydsl_mxmoe_g1_a4w4_64x256x256_xcd2,0.011712,252.7978,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2,0.011712,423.8745,0,0,0,1641.49,3217.16
gfx950,256,16384,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,286.458,flydsl_mxmoe_g1_a4w4_64x256x256_xcd2,0.011722,453.9195,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2,0.011722,740.3775,0,0,0,1879.54,2045.81
gfx950,256,32768,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,536.3056,flydsl_mxmoe_g1_a4w4_64x256x256_xcd4,0.011737,930.9947,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2_xcd4,0.011737,1467.3004,0,0,0,1896.78,1238.1
