gfx,cu_num,token,model_dim,inter_dim,expert,topk,tp,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,add_shared,block_m,us,kernelName,max_abs,rel_l2
gfx950,256,1,3584,384,896,16,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,0,32,14.536559581756592,flydsl_comm_moe2_afp8_wfp4_bf16_t16x256x128_cg32_v8_w2,0.107421875,0.027117762714624405
gfx950,256,2,3584,384,896,16,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,0,32,14.75456953048706,flydsl_comm_moe2_afp8_wfp4_bf16_t32x256x128_cg32_v8_w2_bnt2,0.109375,0.02694317325949669
gfx950,256,4,3584,384,896,16,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,0,32,18.361400365829468,flydsl_comm_moe2_afp8_wfp4_bf16_t32x256x128_cg64_v8_bnt2,0.1015625,0.02697036787867546
gfx950,256,8,3584,384,896,16,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,0,32,26.295089721679688,flydsl_comm_moe2_afp8_wfp4_bf16_t32x256x128_cg64_v8_w2,0.1484375,0.027027001604437828
gfx950,256,16,3584,384,896,16,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,0,32,43.565688133239746,flydsl_comm_moe2_afp8_wfp4_bf16_t32x256x128_cg64_v8,0.1484375,0.02690146677196026
