gfx,cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,flat,tflops,bw,_tag
gfx950,256,1,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,24.8524,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w4,0.0%,8.0706,moe_ck2stages_gemm2_256x32x128x128_1x4_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,2.9%,32.923,0,0,0,4.68,128751.63,
gfx950,256,2,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,26.0861,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2,0.0%,11.6137,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_reduce,0.5%,37.6998,0,0,0,8.18,112438.57,
gfx950,256,4,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,25.624,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w2_fp4,0.9%,15.4525,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_reduce_bnt2,0.5%,41.0765,0,0,0,15.01,103196.58,
gfx950,256,8,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,35.003,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_fp4,1.2%,24.6706,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce,0.4%,59.6736,0,0,0,20.66,71037.12,
gfx950,256,16,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,68.227,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2_xcd4,0.0%,40.8145,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_reduce,0.4%,109.0415,0,0,0,22.62,38877.06,
gfx950,256,32,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,108.769,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3,0.0%,63.1351,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_reduce,0.4%,171.9041,0,0,0,28.69,24662.34,
gfx950,256,64,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,167.5696,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_fp4,0.8%,94.8301,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce_bnt2_persist,0.4%,262.3997,0,0,0,37.6,16159.49,
gfx950,256,128,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,213.7805,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2,0.0%,120.0374,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_persist_sbm32,2.6%,333.8179,0,0,0,59.1,12706.39,
gfx950,256,256,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,224.3162,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2_fp4,0.8%,134.2495,moe_ck2stages_gemm2_256x32x128x128_1x4_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,2.6%,358.5657,0,0,0,110.05,11837.09,
gfx950,256,512,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,242.9158,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_xcd4_fp4,0.8%,148.7981,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic_sbm64,2.6%,391.7139,0,0,0,201.47,10849.45,
gfx950,256,1024,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,248.374,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_fp4,0.8%,159.6514,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_bnt2_sbm64,2.6%,408.0254,0,0,0,386.84,10442.7,
gfx950,256,2048,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,258.2467,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_fp4,0.8%,195.6916,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_bnt2_persist,2.6%,453.9383,0,0,0,695.43,9435.0,
gfx950,256,4096,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,320.36690000000004,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w3,0.0%,345.2331,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2_sbm128,0.4%,665.6,0,0,0,948.56,6500.82,
gfx950,256,8192,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,500.9433,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w2_bnt0_xcd4,0.0%,572.101,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2_persist_sbm128,0.4%,1073.0443,0,0,0,1176.76,4114.49,
gfx950,256,16384,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,721.557,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w4_bnt0_xcd4,0.0%,1025.5704,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2_xcd4_sbm128,0.4%,1747.1274,0,0,0,1445.48,2627.85,
