gfx,cu_num,N,C,D,H,W,K,kT,kH,kW,stride_d,stride_h,stride_w,pad_d,pad_h,pad_w,dil_d,dil_h,dil_w,groups,bias,tile_m,tile_n,wave_m,wave_n,wgm,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,1,3,1,1024,1024,96,1,3,3,1,1,1,0,1,1,1,1,1,1,True,96,96,2,3,1,1,137.3024,conv3d_implicit_t96x96_w2x3_g1,0.0,39.59,1512.16
gfx950,256,1,96,1,1024,1024,96,1,3,3,1,1,1,0,1,1,1,1,1,1,True,128,128,4,1,1,1,359.4152,conv3d_implicit_t128x128_w4x1_g1,0.0,483.97,1120.76
gfx950,256,1,96,1,1025,1025,96,1,3,3,1,2,2,0,0,0,1,1,1,1,True,128,128,2,2,1,1,201.8262,conv3d_implicit_t128x128_w2x2_g1,0.0,215.47,1249.68
gfx950,256,1,96,1,512,512,192,1,3,3,1,1,1,0,1,1,1,1,1,1,True,128,192,4,1,1,1,151.2811,conv3d_implicit_t128x192_w4x1_g1,0.0,574.91,1000.3
gfx950,256,1,192,1,512,512,192,1,3,3,1,1,1,0,1,1,1,1,1,1,True,128,192,1,4,1,1,237.7857,conv3d_implicit_t128x192_w1x4_g1,0.0,731.52,849.46
gfx950,256,1,192,1,513,513,192,1,3,3,1,2,2,0,0,0,1,1,1,1,True,128,192,4,1,1,1,121.2011,conv3d_implicit_t128x192_w4x1_g1,0.0,358.8,1046.91
gfx950,256,1,192,1,256,256,384,1,3,3,1,1,1,0,1,1,1,1,1,1,True,128,128,2,4,8,1,115.8563,conv3d_implicit_t128x128_w2x4_g8,0.0,750.7,663.1
gfx950,256,1,384,1,256,256,384,1,3,3,1,1,1,0,1,1,1,1,1,1,True,128,192,1,4,8,1,207.5145,conv3d_implicit_t128x192_w1x4_g8,0.0,838.24,497.88
gfx950,256,1,384,1,257,257,384,1,3,3,1,2,2,0,0,0,1,1,1,1,True,128,128,2,2,1,1,101.9575,conv3d_implicit_t128x128_w2x2_g1,0.0,426.52,646.96
gfx950,256,1,384,1,128,128,384,1,3,3,1,1,1,0,1,1,1,1,1,1,True,128,128,2,2,8,1,77.8807,conv3d_implicit_t128x128_w2x2_g8,0.0,558.37,357.21
gfx950,256,1,384,1,128,128,32,1,3,3,1,1,1,0,1,1,1,1,1,1,True,32,32,1,2,8,1,43.9233,conv3d_implicit_t32x32_w1x2_g8,0.0,82.5,315.38
gfx950,256,1,16,1,128,128,384,1,3,3,1,1,1,0,1,1,1,1,1,1,True,128,64,4,1,1,1,20.6657,conv3d_implicit_t128x64_w4x1_g1,0.0,87.68,639.6
gfx950,256,1,384,1,256,256,192,1,3,3,1,1,1,0,1,1,1,1,1,1,True,128,192,4,1,1,1,127.5675,conv3d_implicit_t128x192_w4x1_g1,0.0,681.78,602.23
gfx950,256,1,384,1,512,512,192,1,3,3,1,1,1,0,1,1,1,1,1,1,True,128,192,2,2,1,1,494.67,conv3d_implicit_t128x192_w2x2_g1,0.0,703.28,613.17
gfx950,256,1,192,1,1024,1024,96,1,3,3,1,1,1,0,1,1,1,1,1,1,True,128,128,2,2,1,1,730.166,conv3d_implicit_t128x128_w2x2_g1,0.0,476.46,827.64
gfx950,256,1,96,1,1024,1024,3,1,3,3,1,1,1,0,1,1,1,1,1,1,True,128,32,1,2,1,1,203.0025,conv3d_implicit_t128x32_w1x2_g1,0.0,26.78,1022.76
