cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,tflops,bw,_tag
256,128,7168,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,80.5976,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2,0.0%,48.914,flydsl_moe2_afp4_wfp4_bf16_t16x256x256_reduce_bnt2_sbm32,0.1%,129.5116,0,696.42,10902.8,
256,256,7168,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,86.01729999999999,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2,0.0%,51.3554,flydsl_moe2_afp4_wfp4_bf16_t32x128x128_atomic_bnt2_persist,0.1%,137.3727,0,1313.13,10298.93,
256,512,7168,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,91.6545,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2,0.0%,52.5421,flydsl_moe2_afp4_wfp4_bf16_t32x128x128_atomic_bnt2_persist,0.1%,144.1966,0,2501.98,9849.72,
256,1024,7168,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,104.0379,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4,0.0%,59.8921,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_bnt2,0.1%,163.93,0,4401.6,8731.2,
256,2048,7168,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,132.2004,flydsl_moe1_afp4_wfp4_bf16_t128x128x256,0.0%,71.8096,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_persist_sbm128,0.1%,204.01,0,7073.72,7123.8,
256,4096,7168,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,210.7584,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_bnt0,0.0%,101.9765,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_persist,0.1%,312.7349,0,9228.96,4787.97,
256,8192,7168,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,319.4085,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w3_bnt0,0.0%,165.4039,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_sbm128,0.2%,484.8124,0,11906.54,3270.23,
256,16384,7168,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,590.2568,flydsl_moe1_afp4_wfp4_bf16_t128x128x256,0.0%,296.9843,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_persist_sbm128,0.1%,887.2411,0,13012.1,1985.49,
256,32768,7168,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,1112.2342,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w3_bnt0,0.0%,560.2168,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_sbm128,0.1%,1672.451,0,13805.93,1263.97,
256,128,7168,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,96.923,moe_ck2stages_gemm1_256x32x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,49.5426,moe_ck2stages_gemm2_256x32x128x128_1x4_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0018,146.4656,0,0.0,0.0,flydsl_fallback
256,256,7168,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,104.1337,moe_ck2stages_gemm1_256x32x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,52.7097,moe_ck2stages_gemm2_256x32x128x128_1x4_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0014,156.8434,0,0.0,0.0,flydsl_fallback
256,512,7168,2048,32,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,113.4955,moe_ck2stages_gemm1_256x32x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,53.8556,moe_ck2stages_gemm2_256x32x128x128_1x4_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0014,167.3511,0,0.0,0.0,flydsl_fallback
