gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,6,32,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,116,8,4.30000014603138,flydsl_hgemm_abf16_wbf16_bf16_t16x16x64x9_ks8_w1x1x1_bias0_ktail0_gm0_pft_gfx950,0,0.4572278914489256,90.58232250514848
gfx950,256,16380,32,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1063,1,25.920188054442406,flydsl_hgemm_abf16_wbf16_bf16_t64x32x128x3_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0,207.0740531946138,6524.15019693567
gfx950,256,16384,32,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1063,1,25.792688131332397,flydsl_hgemm_abf16_wbf16_bf16_t64x32x128x3_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0,208.14849125703222,6557.99872966797
gfx950,256,12,128,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.872500102967024,auto,0,0.5475592493018115,50.97719573578063
gfx950,256,24,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,100,1,3.2000625506043434,flydsl_hgemm_abf16_wbf16_bf16_t16x32x128x5_ks1_w1x1x1_bias0_ktail0_gm0_pft_gfx950,0,0.9830207848299459,50.55901171976935
gfx950,256,48,128,512,False,torch.bfloat16,torch.bfloat16,False,False,asm,2,1,3.765000030398369,_ZN5aiter37bf16gemm_fp32bf16_tn_32x64_pf3_splitkE,0,1.671037436707354,51.13200489924846
gfx950,256,96,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2049,1,3.605062374845147,flydsl_hgemm_abf16_wbf16_bf16_t64x32x64x3_ks1_w4x1x1_bias0_ktail0_gm0_pft_gfx950,0,3.4903451567992607,70.44316397186007
gfx950,256,192,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2199,1,3.5425000824034214,flydsl_hgemm_abf16_wbf16_bf16_t64x32x64x6_ks1_w4x1x1_bias0_ktail0_gm0_pft_gfx950,0,7.103972735245827,106.37459173870704
gfx950,256,384,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2023,1,3.852562513202429,flydsl_hgemm_abf16_wbf16_bf16_t64x32x64x4_ks1_w2x1x1_bias0_ktail0_gm0_pft_gfx950,0,13.064459779047686,161.6046457043659
gfx950,256,768,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,670,1,3.539999946951866,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x7_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0,28.435959748156666,314.72090867100474
gfx950,256,8192,128,512,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,4.91249980404973,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0,218.5734080060088,2161.1872617781632
