gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,304,1,128,6144,ck,8,3,7.5199,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0.21,105.43,0.0
gfx942,304,2,128,6144,ck,8,3,6.5415,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0.48,122.18,0.0
gfx942,304,4,128,6144,ck,13,3,7.2607,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0.87,111.84,0.0
gfx942,304,8,128,6144,ck,8,3,6.1111,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.06,137.07,0.001
gfx942,304,16,128,6144,ck,8,3,6.4675,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,3.89,137.43,0.0
gfx942,304,32,128,6144,ck,8,3,7.7769,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,6.47,127.46,0.0002
gfx942,304,64,128,6144,ck,8,3,10.1157,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,9.95,118.24,0.0001
gfx942,304,128,128,6144,ck,8,3,7.815,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,25.76,205.46,0.0002
gfx942,304,256,128,6144,ck,6,3,10.498,a8w8_blockscale_1x128x128_256x16x64x128_8x16_16x16_1x1_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,38.36,230.98,0.0
gfx942,304,512,128,6144,ck,8,3,12.0502,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,66.83,337.19,0.0001
gfx942,304,1024,128,6144,ck,8,3,15.5989,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,103.25,470.55,0.0001
gfx942,304,2048,128,6144,ck,18,2,21.3834,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,150.64,649.74,0.0
gfx942,304,4096,128,6144,ck,18,1,28.4134,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,226.74,950.29,0.0
gfx942,304,8192,128,6144,ck,18,0,31.7943,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,405.26,1673.73,0.0
gfx942,304,16384,128,6144,ck,18,0,59.0653,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,436.29,1788.6,0.0
gfx942,304,1,256,4096,ck,13,3,5.9435,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0.35,177.2,0.0
gfx942,304,2,256,4096,ck,13,3,6.0161,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0.7,175.83,0.0
gfx942,304,4,256,4096,ck,6,3,6.4327,a8w8_blockscale_1x128x128_256x16x64x128_8x16_16x16_1x1_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,1.3,165.87,0.0
gfx942,304,8,256,4096,ck,8,3,5.1307,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,3.27,211.56,0.0
gfx942,304,16,256,4096,ck,8,3,5.8995,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.69,190.24,0.0
