gfx,cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,1,3584,7168,21,0,12.7266,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,4.04,1010.15,0.0
gfx950,256,2,3584,7168,21,0,12.7513,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,8.06,1009.04,0.0
gfx950,256,4,3584,7168,21,0,12.9611,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,15.86,994.36,0.0
gfx950,256,8,3584,7168,21,0,13.1367,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,31.29,984.35,0.0
gfx950,256,16,3584,7168,21,0,12.9952,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,63.26,1001.68,0.0
gfx950,256,32,3584,7168,37,0,14.184,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,115.92,929.86,0.0
gfx950,256,64,3584,7168,21,0,13.3483,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,246.35,1013.85,0.0
gfx950,256,128,3584,7168,21,0,12.9528,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,507.74,1097.93,0.0
gfx950,256,256,3584,7168,21,0,13.0622,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,1006.98,1194.1,0.0
gfx950,256,512,3584,7168,29,0,16.6555,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1579.46,1101.74,0.0
gfx950,256,1024,3584,7168,42,0,23.0894,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,2278.68,1033.16,0.0
gfx950,256,2048,3584,7168,56,0,34.867,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x128E,3017.95,999.95,0.0
gfx950,256,4096,3584,7168,57,0,54.2117,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3882.07,1049.32,0.0
gfx950,256,8192,3584,7168,57,0,107.5159,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3914.83,938.7,0.0
gfx950,256,16384,3584,7168,57,0,197.1214,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4270.53,958.83,0.0
gfx950,256,32768,3584,7168,57,0,359.5191,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4683.0,1015.71,0.0
gfx950,256,1,7168,3584,21,0,8.5967,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,5.98,1496.06,0.0
gfx950,256,2,7168,3584,21,0,8.0547,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,12.76,1598.73,0.0
gfx950,256,4,7168,3584,21,0,8.1621,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,25.18,1581.65,0.0
gfx950,256,8,7168,3584,21,0,8.7762,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,46.84,1478.33,0.0
gfx950,256,16,7168,3584,21,0,9.0174,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,91.17,1453.09,0.0
gfx950,256,32,7168,3584,21,0,9.5206,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,172.7,1403.39,0.0
gfx950,256,64,7168,3584,21,0,9.4357,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,348.5,1470.72,0.0
gfx950,256,128,7168,3584,21,0,9.5302,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,690.09,1564.44,0.0
gfx950,256,256,7168,3584,29,0,10.8245,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1215.15,1568.09,0.0
gfx950,256,512,7168,3584,42,0,13.8271,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,1902.54,1526.18,0.0
gfx950,256,1024,7168,3584,56,0,20.918,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x128E,2515.22,1403.58,0.0
gfx950,256,2048,7168,3584,57,0,31.1906,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3373.67,1470.8,0.0
gfx950,256,4096,7168,3584,57,0,61.0126,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3449.34,1293.26,0.0
gfx950,256,8192,7168,3584,57,0,116.0908,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3625.67,1248.73,0.0
gfx950,256,16384,7168,3584,57,0,204.0852,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4124.81,1357.7,0.0
gfx950,256,32768,7168,3584,57,0,404.0036,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4167.36,1339.91,0.0
