gfx,cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,1,1024,5120,21,0,9.5672,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,1.1,274.48,0.0
gfx950,256,2,1024,5120,21,0,9.6331,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,2.18,273.09,0.0
gfx950,256,4,1024,5120,21,0,9.7409,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,4.31,271.01,0.0
gfx950,256,8,1024,5120,21,0,9.9599,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,8.42,266.9,0.0
gfx950,256,16,1024,5120,21,0,10.3512,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,16.21,260.37,0.0
gfx950,256,32,1024,5120,14,0,10.4975,a4w4_blockscale_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,31.96,263.77,0.0
gfx950,256,48,1024,5120,21,0,10.4033,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,48.38,273.24,0.0
gfx950,256,64,1024,5120,21,0,10.8112,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,62.07,269.75,0.0
gfx950,256,80,1024,5120,21,0,10.2884,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,81.53,290.63,0.0
gfx950,256,96,1024,5120,21,0,10.6778,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,94.27,286.93,0.0
gfx950,256,112,1024,5120,21,0,10.3774,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,113.17,302.34,0.0
gfx950,256,128,1024,5120,21,0,10.5337,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,127.42,304.86,0.0
gfx950,256,144,1024,5120,21,0,10.3906,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,145.32,316.15,0.0
gfx950,256,160,1024,5120,21,0,10.583,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,158.53,317.37,0.0
gfx950,256,176,1024,5120,21,0,10.3018,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,179.14,333.19,0.0
gfx950,256,192,1024,5120,21,0,10.5162,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,191.44,333.41,0.0
gfx950,256,208,1024,5120,21,0,10.2428,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,212.93,349.5,0.0
gfx950,256,224,1024,5120,21,0,10.4601,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,224.55,349.29,0.0
gfx950,256,240,1024,5120,21,0,10.378,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,242.49,359.16,0.0
gfx950,256,256,1024,5120,21,0,10.4149,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,257.74,364.97,0.0
gfx950,256,512,1024,5120,21,0,10.7338,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,500.17,464.02,0.0
gfx950,256,1024,1024,5120,21,0,11.1032,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,967.06,661.07,0.0
gfx950,256,2048,1024,5120,29,0,14.6128,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1469.59,825.21,0.0
gfx950,256,4096,1024,5120,30,0,20.3578,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x256E,2109.74,1055.9,0.0
gfx950,256,8192,1024,5120,43,0,29.8317,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x256E,2879.47,1353.26,0.0
gfx950,256,16384,1024,5120,45,0,48.3511,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E,3553.15,1615.66,0.0
gfx950,256,1,5120,6144,21,0,10.7258,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,5.87,1467.67,0.0
gfx950,256,1,5120,17408,21,0,25.0618,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,7.11,1778.94,0.0
gfx950,256,2,5120,6144,21,0,10.793,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,11.66,1459.77,0.0
gfx950,256,2,5120,17408,21,0,25.2538,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,14.12,1766.16,0.0
gfx950,256,4,5120,6144,21,0,10.9097,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,23.07,1446.59,0.0
gfx950,256,4,5120,17408,21,0,25.5179,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,27.94,1749.37,0.0
gfx950,256,8,5120,6144,21,0,11.041,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,45.59,1434.21,0.0
gfx950,256,8,5120,17408,21,0,26.0306,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,54.78,1717.83,0.0
gfx950,256,16,5120,6144,21,0,11.2984,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,89.1,1410.96,0.0
gfx950,256,16,5120,17408,21,0,27.078,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,105.33,1656.98,0.0
gfx950,256,32,5120,6144,29,0,11.6015,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,173.53,1392.46,0.0
gfx950,256,32,5120,17408,21,0,29.224,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,195.19,1545.67,0.0
gfx950,256,48,5120,6144,21,0,11.3329,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,266.47,1444.26,0.0
gfx950,256,48,5120,17408,21,0,27.0533,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,316.28,1680.9,0.0
gfx950,256,64,5120,6144,21,0,11.658,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,345.39,1422.25,0.0
gfx950,256,64,5120,17408,21,0,28.4268,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,401.33,1610.34,0.0
gfx950,256,80,5120,6144,21,0,11.3515,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,443.39,1479.42,0.0
gfx950,256,80,5120,17408,21,0,26.9772,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,528.62,1708.11,0.0
gfx950,256,96,5120,6144,21,0,11.8051,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,511.63,1440.61,0.0
gfx950,256,96,5120,17408,21,0,27.9701,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,611.82,1658.31,0.0
gfx950,256,112,5120,6144,21,0,11.3238,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,622.27,1520.65,0.0
gfx950,256,112,5120,17408,21,0,27.054,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,737.96,1725.67,0.0
gfx950,256,128,5120,6144,21,0,11.7628,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,684.62,1482.01,0.0
gfx950,256,128,5120,17408,21,0,27.7576,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,822.01,1692.84,0.0
gfx950,256,144,5120,6144,21,0,11.3791,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,796.17,1550.7,0.0
gfx950,256,144,5120,17408,21,0,27.4272,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,935.9,1724.29,0.0
gfx950,256,160,5120,6144,21,0,11.5609,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,870.72,1544.74,0.0
gfx950,256,160,5120,17408,21,0,27.9552,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,1020.25,1702.56,0.0
gfx950,256,176,5120,6144,21,0,11.6281,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,952.26,1554.13,0.0
gfx950,256,176,5120,17408,21,0,27.3178,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,1148.46,1753.39,0.0
gfx950,256,192,5120,6144,21,0,11.8056,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,1023.21,1548.8,0.0
gfx950,256,192,5120,17408,21,0,28.0574,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,1219.84,1717.97,0.0
gfx950,256,208,5120,6144,29,0,12.1484,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1077.2,1522.63,0.0
gfx950,256,208,5120,17408,29,0,29.9466,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1238.13,1619.71,0.0
gfx950,256,224,5120,6144,29,0,13.1125,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1074.77,1426.92,0.0
gfx950,256,224,5120,17408,29,0,30.6822,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1301.4,1590.76,0.0
gfx950,256,240,5120,6144,29,0,12.9721,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1164.0,1458.79,0.0
gfx950,256,240,5120,17408,29,0,32.2194,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1327.83,1524.27,0.0
gfx950,256,256,5120,6144,29,0,14.5569,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1106.43,1314.6,0.0
gfx950,256,256,5120,17408,29,0,33.0767,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1379.64,1493.93,0.0
gfx950,256,512,5120,6144,37,0,16.7434,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1923.88,1346.46,0.0
gfx950,256,512,5120,17408,37,0,40.3582,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,2261.45,1344.55,0.0
gfx950,256,1024,5120,6144,49,0,25.4189,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x128E,2534.51,1155.05,0.0
gfx950,256,1024,5120,17408,38,0,61.0992,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x256E,2987.54,1046.87,0.0
gfx950,256,2048,5120,6144,50,0,40.7154,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,3164.63,1055.91,0.0
gfx950,256,2048,5120,17408,50,0,94.7532,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,3852.87,879.78,0.0
gfx950,256,4096,5120,6144,50,0,77.8738,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,3309.18,902.16,0.0
gfx950,256,4096,5120,17408,50,0,176.9168,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,4127.05,690.49,0.0
gfx950,256,8192,5120,6144,54,0,132.554,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3888.2,941.36,0.0
gfx950,256,8192,5120,17408,54,0,305.0717,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4786.71,654.78,0.0
gfx950,256,16384,5120,6144,54,0,228.8609,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4504.01,1021.72,0.0
gfx950,256,16384,5120,17408,54,0,553.4253,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,5277.28,641.36,0.0
gfx950,256,1,6144,5120,21,0,10.0523,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,6.26,1566.16,0.0
gfx950,256,2,6144,5120,21,0,10.0917,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,12.47,1561.51,0.0
gfx950,256,4,6144,5120,21,0,10.2331,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,24.59,1542.84,0.0
gfx950,256,8,6144,5120,21,0,10.3709,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,48.53,1528.07,0.0
gfx950,256,16,6144,5120,21,0,10.7658,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,93.5,1483.05,0.0
gfx950,256,32,6144,5120,29,0,11.2691,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,178.65,1437.89,0.0
gfx950,256,48,6144,5120,21,0,10.86,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,278.08,1513.94,0.0
gfx950,256,64,6144,5120,21,0,11.2137,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,359.07,1487.37,0.0
gfx950,256,80,6144,5120,21,0,10.8635,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,463.31,1557.19,0.0
gfx950,256,96,6144,5120,21,0,11.1704,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,540.7,1535.67,0.0
gfx950,256,112,6144,5120,21,0,10.8707,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,648.2,1599.86,0.0
gfx950,256,128,6144,5120,21,0,11.1213,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,724.11,1585.17,0.0
