gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,1,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,3.4395,sol2,0.0,0.3,300.75
gfx950,256,16,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,7.864,native,0.0,2.08,151.45
gfx950,256,32,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,7.9847,native,0.0,4.1,170.09
gfx950,256,64,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,8.6619,native,0.0,7.57,195.36
gfx950,256,128,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,8.3107,native,0.0,15.77,284.01
gfx950,256,256,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,9.2843,native,0.0,28.24,398.16
gfx950,256,512,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,9.2551,native,0.0,56.65,688.19
gfx950,256,1024,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,11.903,native,0.0,88.09,984.17
gfx950,256,2048,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,14.7312,native,0.0,142.36,1520.93
gfx950,256,4096,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,23.7076,native,0.0,176.92,1846.93
gfx950,256,8192,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,28.3585,native,0.0,295.81,3051.94
gfx950,256,16384,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,41.9902,native,0.0,399.55,4097.93
gfx950,256,32768,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,73.136,native,0.0,458.8,4691.56
gfx950,256,1,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,3.8259,sol2,0.0,0.54,538.08
gfx950,256,16,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,8.3693,native,0.0,3.92,265.04
gfx950,256,32,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,10.5506,native,0.0,6.21,226.38
gfx950,256,64,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,8.6831,native,0.0,15.1,314.28
gfx950,256,128,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,8.9551,native,0.0,29.27,380.78
gfx950,256,256,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,9.1754,native,0.0,57.14,520.07
gfx950,256,512,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,12.2602,native,0.0,85.53,611.38
gfx950,256,1024,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,14.08,native,0.0,148.95,919.27
gfx950,256,2048,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,23.0322,native,0.0,182.11,1035.02
gfx950,256,4096,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,27.1445,native,0.0,309.04,1680.98
gfx950,256,8192,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,38.3661,native,0.0,437.29,2325.25
gfx950,256,16384,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,60.4293,native,0.0,555.27,2918.68
gfx950,256,32768,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,89.8623,native,0.0,746.8,3902.63
gfx950,256,1,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,340,8,5.9671,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x9_ks8_w1x1x2_bias0_ktail0_gm0_pft_gfx950,0.0262,1.37,1374.85
gfx950,256,16,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,166,8,6.4515,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x6_ks8_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0194,20.32,1299.15
gfx950,256,32,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1114,8,7.2342,flydsl_hgemm_abf16_wbf16_bf16_t32x64x64x6_ks8_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0211,36.24,1184.77
gfx950,256,64,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1047,5,8.6635,flydsl_hgemm_abf16_wbf16_bf16_t32x64x64x6_ks5_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0149,60.52,1033.04
gfx950,256,128,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1873,5,11.2537,flydsl_hgemm_abf16_wbf16_bf16_t48x64x64x5_ks5_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0144,93.18,862.61
gfx950,256,256,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,14.7039,native,0.0,142.63,763.27
gfx950,256,512,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1034,1,18.9939,flydsl_hgemm_abf16_wbf16_bf16_t32x64x128x4_ks1_w1x4x1_bias0_ktail0_gm0_pft_gfx950,0.0,220.82,750.46
gfx950,256,1024,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1488,1,25.392,flydsl_hgemm_abf16_wbf16_bf16_t64x64x128x5_ks1_w4x1x2_bias0_ktail0_gm0_pft_gfx950,0.0055,330.36,800.1
gfx950,256,2048,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,110,1,37.4149,flydsl_hgemm_abf16_wbf16_bf16_t128x64x128x3_ks1_w4x1x2_bias0_ktail0_gm0_pft_gfx950,0.0054,448.41,867.04
gfx950,256,4096,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,57.4417,native,0.0,584.15,986.89
gfx950,256,8192,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,85.4464,native,0.0,785.39,1231.01
gfx950,256,16384,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,123.1369,native,0.0,1089.99,1641.9
gfx950,256,32768,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,233.6508,native,0.0,1148.87,1695.54
gfx950,256,1,5120,640,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,173,1,4.8051,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x6_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,1.36,1366.28
gfx950,256,1,5120,1280,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,260,2,5.5911,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x7_ks2_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0033,2.34,2346.59
gfx950,256,1,5120,3200,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,324,2,8.8534,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x8_ks2_w1x1x2_bias0_ktail0_gm0_pft_gfx950,0.0113,3.7,3703.06
