gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,8,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,304,8,6.2935,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x6_ks8_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0257,7.0,893.92
gfx950,256,16,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,334,8,6.4936,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x8_ks8_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0231,13.56,884.98
gfx950,256,24,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,304,8,6.7683,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x6_ks8_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0212,19.52,866.91
gfx950,256,32,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,6.954,auto,0.0,25.33,861.14
gfx950,256,40,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,339,8,7.4171,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x9_ks8_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.022,29.69,823.66
gfx950,256,48,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,329,8,7.5995,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x8_ks8_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0223,34.77,819.79
gfx950,256,56,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,736,8,7.7115,flydsl_hgemm_abf16_wbf16_bf16_t32x64x128x4_ks8_w1x4x1_bias0_ktail0_gm0_pft_gfx950,0.0209,39.98,823.56
gfx950,256,64,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,806,8,7.8243,flydsl_hgemm_abf16_wbf16_bf16_t32x64x128x6_ks8_w1x4x1_bias0_ktail0_gm0_pft_gfx950,0.0211,45.03,827.13
gfx950,256,72,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,296,7,8.2172,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x6_ks7_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0194,48.24,802.28
gfx950,256,80,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,280,7,8.3991,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x5_ks7_w1x1x2_bias0_ktail0_gm0_pft_gfx950,0.0263,52.43,799.29
gfx950,256,88,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1161,8,8.5664,flydsl_hgemm_abf16_wbf16_bf16_t32x64x64x8_ks8_w1x4x1_bias0_ktail0_gm0_pft_gfx950,0.0223,56.55,797.79
