gfx,cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,flat,tflops,bw,_tag
gfx950,256,1,3584,384,896,16,ActivationType.Situv2,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,10.4812,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w4_kw2_fp4,0.1%,9.5512,flydsl_moe2_layout_afp4_wfp4_bf16_t32x128x128_atomic_sbm32,0.0%,20.0324,0,0,0,6.6,184670.18,
gfx950,256,2,3584,384,896,16,ActivationType.Situv2,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,10.8051,flydsl_mxmoe_g1_a4w4_16x128x256_f16in_hpf_nt_situv2,1.1%,4.3331,flydsl_moe2_layout_afp4_wfp4_bf16_t16x256x128_atomic_sbm16,1.1%,15.1382,0,0,0,17.46,244375.0
gfx950,256,3,3584,384,896,16,ActivationType.Situv2,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,14.7431,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_hpf_nt_situv2,1.1%,7.3731,flydsl_moe2_layout_afp4_wfp4_bf16_t16x256x128_atomic_sbm16,1.1%,22.1162,0,0,0,17.92,167271.43
gfx950,256,4,3584,384,896,16,ActivationType.Situv2,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,16.0572,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_hpf_nt_situv2_xcd4,1.1%,9.523,flydsl_moe2_layout_afp4_wfp4_bf16_t16x128x128_atomic_nt_sbm16,1.1%,25.5802,0,0,0,20.66,144620.41
gfx950,256,8,3584,384,896,16,ActivationType.Situv2,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,30.6297,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kw2_fp4,0.1%,22.749,flydsl_moe2_layout_afp4_wfp4_bf16_t32x128x128_atomic_sbm32,0.0%,53.3787,0,0,0,19.8,69305.96,
gfx950,256,16,3584,384,896,16,ActivationType.Situv2,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,52.1174,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_hpf_nt_situv2_xcd2,1.2%,25.1414,flydsl_moe2_layout_afp4_wfp4_bf16_t16x128x128_atomic_sbm16,1.2%,77.2588,0,0,0,27.36,47885.14
gfx950,256,32,3584,384,896,16,ActivationType.Situv2,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,89.4019,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_hpf_nt_situv2_xcd4,1.1%,43.8312,flydsl_moe2_layout_afp4_wfp4_bf16_t16x128x128_atomic_nt_sbm16,1.1%,133.2331,0,0,0,31.73,27768.78
gfx950,256,64,3584,384,896,16,ActivationType.Situv2,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,137.4146,flydsl_mxmoe_g1_a4w4_16x128x256_f16in_hpf_nt_situv2_xcd4,1.1%,68.7515,flydsl_moe2_layout_afp4_wfp4_bf16_t16x128x128_atomic_nt_sbm16,1.1%,206.1661,0,0,0,41.01,17947.01
gfx950,256,128,3584,384,896,16,ActivationType.Situv2,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,174.3907,flydsl_mxmoe_g1_a4w4_16x128x256_f16in_nt_situv2_xcd2,1.1%,91.9419,flydsl_moe2_layout_afp4_wfp4_bf16_t16x128x128_atomic_nt_sbm16,1.1%,266.3326,0,0,0,63.5,13895.23
gfx950,256,256,3584,384,896,16,ActivationType.Situv2,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,198.2609,flydsl_mxmoe_g1_a4w4_16x128x256_f16in_hpf_nt_situv2,1.1%,98.196,flydsl_moe2_layout_afp4_wfp4_bf16_t16x128x128_atomic_nt_sbm16,1.1%,296.4569,0,0,0,114.09,12487.92
gfx950,256,512,3584,384,896,16,ActivationType.Situv2,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,193.8228,flydsl_mxmoe_g1_a4w4_16x128x256_f16in_nt_situv2_xcd2,1.1%,113.4062,flydsl_moe2_layout_afp4_wfp4_bf16_t16x128x128_atomic_nt_sbm16,1.1%,307.229,0,0,0,220.18,12059.02
gfx950,256,1024,3584,384,896,16,ActivationType.Situv2,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,201.383,flydsl_mxmoe_g1_a4w4_32x128x256_nt_situv2_xcd2,1.1%,122.1522,flydsl_moe2_layout_afp4_wfp4_bf16_t32x256x128_atomic_nt_sbm32,1.1%,323.5352,0,0,0,418.17,11468.26
gfx950,256,2048,3584,384,896,16,ActivationType.Situv2,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,226.6292,flydsl_mxmoe_g1_a4w4_64x256x256_nt_situv2_xcd2,1.2%,153.3265,flydsl_moe2_layout_afp4_wfp4_bf16_t64x256x128_reduce_nt_sbm64,1.2%,379.9557,0,0,0,712.14,9794.29
gfx950,256,4096,3584,384,896,16,ActivationType.Situv2,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,301.2728,flydsl_mxmoe_g1_a4w4_128x256x256_situv2_xcd1,2.1%,338.8907,flydsl_moe2_layout_afp4_wfp4_bf16_t128x256x128_reduce_sbm128_sp1601,0.0%,640.1635,0,0,0,845.36,5847.59,
gfx950,256,8192,3584,384,896,16,ActivationType.Situv2,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,385.9403,flydsl_mxmoe_g1_a4w4_64x256x256_situv2_xcd2,2.1%,597.3431,flydsl_moe2_layout_afp4_wfp4_bf16_t64x256x128_reduce_sbm64_sp1601,0.0%,983.2834,0,0,0,1100.73,3851.85,
gfx950,256,16384,3584,384,896,16,ActivationType.Situv2,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,560.6718,flydsl_mxmoe_g1_a4w4_128x256x256_situv2_xcd2,2.1%,1074.0772,flydsl_moe2_layout_afp4_wfp4_bf16_t128x256x128_reduce_sbm128_sp801,0.0%,1634.749,0,0,0,1324.16,2370.72,
