M,N,K
16384,3072,3072
32768,3072,3072
16384,9216,3072
32768,9216,3072
16384,12288,3072
32768,12288,3072
16384,3072,9216
32768,3072,9216
16384,3072,12288
32768,3072,12288
3072,3072,16384
3072,3072,32768
9216,3072,16384
9216,3072,32768
12288,3072,16384
12288,3072,32768
3072,12288,16384
3072,12288,32768
8192,3072,3072
8192,9216,3072
8192,12288,3072
8192,3072,9216
8192,3072,12288
3072,3072,8192
9216,3072,8192
12288,3072,8192
3072,12288,8192
