gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,1,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,4.1699,sol2,0.0,0.38,380.2
gfx950,256,2,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,4.4999,sol2,0.0,0.7,355.11
gfx950,256,4,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,166,8,5.0874,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x4_ks8_w1x1x2_bias0_ktail0_gm0_pft_gfx950,0.0195,1.24,319.03
gfx950,256,8,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,196,8,5.0839,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x6_ks8_w1x1x2_bias0_ktail0_gm0_pft_gfx950,0.0244,2.48,329.12
gfx950,256,16,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,166,8,5.1966,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x4_ks8_w1x1x2_bias0_ktail0_gm0_pft_gfx950,0.0293,4.84,341.29
gfx950,256,32,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,196,8,5.1958,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x6_ks8_w1x1x2_bias0_ktail0_gm0_pft_gfx950,0.0271,9.69,379.97
gfx950,256,64,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,884,8,5.6492,flydsl_hgemm_abf16_wbf16_bf16_t32x64x128x4_ks8_w1x4x1_bias0_ktail0_gm0_pft_gfx950,0.0204,17.82,420.53
gfx950,256,128,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1508,8,6.4732,flydsl_hgemm_abf16_wbf16_bf16_t32x64x128x5_ks8_w1x4x1_bias0_ktail0_gm0_pft_gfx950,0.0209,31.1,491.02
gfx950,256,196,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,167,8,7.0227,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x4_ks8_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0218,43.9,574.07
gfx950,256,256,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,776,6,7.3844,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x6_ks6_w1x1x2_bias0_ktail0_gm0_pft_gfx950,0.0267,54.53,647.87
gfx950,256,320,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,362,6,8.0862,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x5_ks6_w1x1x2_bias0_ktail0_gm0_pft_gfx950,0.0253,62.24,690.92
gfx950,256,512,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4026,6,9.2363,flydsl_hgemm_abf16_wbf16_bf16_t32x64x64x5_ks6_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.017,87.19,865.65
gfx950,256,1024,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6545,6,11.1767,flydsl_hgemm_abf16_wbf16_bf16_t64x64x256x2_ks6_w2x2x1_bias0_ktail0_gm0_pht_gfx950,0.0173,144.1,1290.0
gfx950,256,2048,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6417,4,15.1346,flydsl_hgemm_abf16_wbf16_bf16_t64x64x256x2_ks4_w2x2x1_bias0_ktail0_gm0_pht_gfx950,0.013,212.84,1801.37
gfx950,256,4096,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,5625,2,22.198,flydsl_hgemm_abf16_wbf16_bf16_t64x64x256x2_ks2_w2x2x1_bias0_ktail0_gm0_pht_gfx950,0.0055,290.23,2385.49
gfx950,256,8192,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2683,2,33.0337,flydsl_hgemm_abf16_wbf16_bf16_t64x128x128x2_ks2_w2x4x1_bias0_ktail0_gm0_pht_gfx950,0.0057,390.05,3158.39
gfx950,256,16384,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,25,2,51.6762,flydsl_hgemm_abf16_wbf16_bf16_t128x128x128x2_ks2_w2x4x1_bias0_ktail0_gm0_pht_gfx950,0.0058,498.68,4007.53
gfx950,256,32768,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,85.1047,native,0.0,605.6,4848.32
gfx950,256,1,2304,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,152,6,8.0475,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x3_ks6_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0143,3.52,3520.16
gfx950,256,2,2304,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,362,6,7.9748,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x6_ks6_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0141,7.1,3554.36
gfx950,256,4,2304,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,411,6,8.1767,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x9_ks6_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0163,13.85,3470.73
gfx950,256,8,2304,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,188,6,8.3221,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x5_ks6_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0182,27.22,3418.21
gfx950,256,16,2304,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,411,6,8.8897,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x9_ks6_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0187,50.96,3215.17
gfx950,256,32,2304,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1341,6,10.35,flydsl_hgemm_abf16_wbf16_bf16_t32x64x64x6_ks6_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.017,87.53,2787.65
