gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx1201,64,333,2432,2432,triton,-1,0,42.7178,triton,92.21,195.33,0.0
gfx1201,64,333,2432,9728,triton,-1,0,137.4257,triton,114.66,207.51,0.0
gfx1201,64,666,2432,2432,triton,-1,0,69.1680,triton,113.90,155.76,0.0
gfx1201,64,666,2432,9728,ck,2,0,201.8180,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,156.15,165.38,0.0
gfx1201,64,2048,2432,2432,triton,-1,0,156.1147,triton,155.18,133.60,0.0
gfx1201,64,2048,2432,9728,ck,0,0,488.7252,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,198.28,109.56,0.0
gfx1201,64,4096,2432,2432,ck,0,0,271.2876,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,178.60,131.96,0.0
gfx1201,64,4096,2432,9728,ck,0,0,969.0608,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,200.00,86.09,0.0
gfx1201,64,8192,2432,2432,ck,0,0,539.6803,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,179.56,121.71,0.0
gfx1201,64,8192,2432,9728,ck,0,0,1915.4957,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,202.36,74.76,0.0
gfx1201,64,4,3072,3072,ck,7,0,11.2428,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,6.72,842.68,0.0
gfx1201,64,4,3072,12288,ck,7,0,28.8762,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,10.46,1309.82,0.0
gfx1201,64,7,3072,3072,ck,7,0,14.7988,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,8.93,642.06,0.0
gfx1201,64,7,3072,12288,ck,7,0,29.0855,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,18.17,1302.29,0.0
gfx1201,64,14,3072,3072,ck,7,0,15.0255,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,17.59,636.67,0.0
gfx1201,64,14,3072,12288,ck,7,0,29.1582,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,36.25,1303.47,0.0
gfx1201,64,64,3072,3072,ck,18,0,15.6828,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,77.02,639.36,0.0
gfx1201,64,64,3072,12288,ck,18,0,46.8717,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,103.09,830.53,0.0
gfx1201,64,128,3072,3072,ck,18,0,23.8915,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,101.12,444.38,0.0
gfx1201,64,128,3072,9216,ck,18,0,50.8123,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,142.64,595.87,0.0
gfx1201,64,128,3072,12288,ck,18,0,62.0625,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,155.71,646.25,0.0
gfx1201,64,256,3072,3072,triton,-1,0,40.5309,triton,119.21,291.05,0.0
gfx1201,64,256,3072,9216,triton,-1,0,95.7969,triton,151.32,336.58,0.0
gfx1201,64,256,3072,12288,ck,15,0,113.1221,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_2x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,170.85,375.41,0.0
gfx1201,64,351,3072,3072,triton,-1,0,56.6388,triton,116.97,223.73,0.0
gfx1201,64,351,3072,12288,triton,-1,0,195.8793,triton,135.29,225.74,0.0
gfx1201,64,353,3072,12288,triton,-1,0,196.1668,triton,135.86,225.60,0.0
gfx1201,64,512,3072,3072,triton,-1,0,67.2003,triton,143.80,210.65,0.0
gfx1201,64,512,3072,9216,ck,0,0,156.4067,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,185.36,231.29,0.0
gfx1201,64,1024,3072,3072,triton,-1,0,125.6537,triton,153.81,150.21,0.0
gfx1201,64,1024,3072,12288,ck,0,0,372.8738,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,207.33,151.86,0.0
gfx1201,64,1088,3072,15360,ck,0,0,546.5815,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,187.85,129.13,0.0
gfx1201,64,2048,3072,3072,ck,0,0,213.7518,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,180.84,132.45,0.0
gfx1201,64,2048,3072,12288,ck,0,0,758.9449,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,203.73,99.48,0.0
gfx1201,64,2112,3072,15360,ck,0,0,1048.4108,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,190.11,88.33,0.0
gfx1201,64,2176,3072,15360,ck,0,0,1015.7225,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,202.17,92.52,0.0
gfx1201,64,4096,3072,3072,ck,0,0,413.9668,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,186.75,113.98,0.0
gfx1201,64,4096,3072,9216,ck,0,0,1138.3852,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,203.73,80.14,0.0
gfx1201,64,4096,3072,12288,ck,0,0,1533.4688,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,201.66,73.85,0.0
gfx1201,64,4224,3072,15360,ck,0,0,2082.9114,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,191.38,66.26,0.0
gfx1201,64,4352,3072,15360,triton,-1,0,2421.5682,triton,169.60,58.13,0.0
gfx1201,64,6851,3072,14336,ck,0,0,3308.2167,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,182.41,55.72,0.0
