gfx,cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,flat,tflops,bw,_tag
gfx942,304,1,6144,768,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,,flydsl_moe1_afp8_wfp8_w8a8_bf16_t16x64x512,0.0%,,flydsl_moe2_afp8_wfp8_w8a8_bf16_t16x128x256_atomic,0.0%,,0,0,0,,,custom_image_reference
gfx942,304,2,6144,768,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,,flydsl_moe1_afp8_wfp8_w8a8_bf16_t16x64x512,0.0%,,flydsl_moe2_afp8_wfp8_w8a8_bf16_t16x128x128_atomic,0.0%,,0,0,0,,,custom_image_reference
gfx942,304,4,6144,768,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,,flydsl_moe1_afp8_wfp8_w8a8_bf16_t16x64x512,0.0%,,flydsl_moe2_afp8_wfp8_w8a8_bf16_t16x128x128_atomic,0.0%,,0,0,0,,,custom_image_reference
gfx942,304,8,6144,768,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,,flydsl_moe1_afp8_wfp8_w8a8_bf16_t16x128x512,0.0%,,flydsl_moe2_afp8_wfp8_w8a8_bf16_t16x128x128_atomic,0.0%,,0,0,0,,,custom_image_reference
gfx942,304,16,6144,768,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,,flydsl_moe1_afp8_wfp8_w8a8_bf16_t16x128x512,0.0%,,flydsl_moe2_afp8_wfp8_w8a8_bf16_t16x64x256_atomic,0.0%,,0,0,0,,,custom_image_reference
gfx942,304,32,6144,768,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,,flydsl_moe1_afp8_wfp8_w8a8_bf16_t16x128x512,0.0%,,flydsl_moe2_afp8_wfp8_w8a8_bf16_t16x64x256_atomic,0.0%,,0,0,0,,,custom_image_reference
gfx942,304,64,6144,768,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,32,0,,flydsl_moe1_afp8_wfp8_w8a8_bf16_t32x256x128,0.0%,,flydsl_moe2_afp8_wfp8_w8a8_bf16_t32x128x256_atomic,0.0%,,0,0,0,,,custom_image_reference
gfx942,304,128,6144,768,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,,flydsl_moe1_afp8_wfp8_w8a8_bf16_t16x64x512,0.0%,,flydsl_moe2_afp8_wfp8_w8a8_bf16_t16x128x256_atomic,0.0%,,0,0,0,,,custom_image_reference
gfx942,304,256,6144,768,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,32,0,,flydsl_moe1_afp8_wfp8_w8a8_bf16_t32x128x512,0.0%,,flydsl_moe2_afp8_wfp8_w8a8_bf16_t32x128x256_atomic,0.0%,,0,0,0,,,custom_image_reference
gfx942,304,512,6144,768,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,32,0,,flydsl_moe1_afp8_wfp8_w8a8_bf16_t32x256x64,0.0%,,flydsl_moe2_afp8_wfp8_w8a8_bf16_t32x128x256_atomic,0.0%,,0,0,0,,,custom_image_reference
