gfx,cu_num,M,N,K,q_dtype_w,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,80,1536,768,6144,torch.float8_e4m3fnuz,ck,121,0,54.849,a8w8_bpreshuffle_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,264.28,301.1,0.0
gfx942,80,2048,768,6144,torch.float8_e4m3fnuz,ck,128,0,72.9998,a8w8_bpreshuffle_256x64x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,264.76,280.1,0.0
gfx942,80,3072,768,6144,torch.float8_e4m3fnuz,ck,70,0,95.0094,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,305.14,297.99,0.0
gfx942,80,4096,768,6144,torch.float8_e4m3fnuz,ck,85,0,126.9314,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,304.53,285.0,0.0
gfx942,80,8192,768,6144,torch.float8_e4m3fnuz,ck,0,0,233.7868,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,330.68,289.29,0.0
gfx942,80,16384,768,6144,torch.float8_e4m3fnuz,ck,93,0,442.9523,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,349.06,294.72,0.0
gfx942,80,32768,768,6144,torch.float8_e4m3fnuz,ck,68,0,851.2132,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,363.29,301.19,0.0
gfx942,80,65536,768,6144,torch.float8_e4m3fnuz,ck,68,0,1690.3109,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,365.89,300.56,0.0
gfx942,80,1,1280,6144,torch.float8_e4m3fnuz,ck,19,0,12.7951,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v2,1.23,615.32,0.0
gfx942,80,2,1280,6144,torch.float8_e4m3fnuz,ck,19,0,12.9234,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v2,2.43,609.88,0.0
gfx942,80,4,1280,6144,torch.float8_e4m3fnuz,ck,24,0,12.9334,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,4.86,610.75,0.0
gfx942,80,8,1280,6144,torch.float8_e4m3fnuz,ck,24,0,13.0059,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,9.67,610.03,0.0
gfx942,80,16,1280,6144,torch.float8_e4m3fnuz,ck,10,0,10.1447,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,24.81,788.94,0.0
gfx942,80,32,1280,6144,torch.float8_e4m3fnuz,ck,10,0,10.7293,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,46.91,758.94,0.0
gfx942,80,64,1280,6144,torch.float8_e4m3fnuz,ck,5,0,12.0209,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,83.74,700.56,0.0
gfx942,80,96,1280,6144,torch.float8_e4m3fnuz,ck,6,0,17.0707,a8w8_bpreshuffle_256x16x128x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_8x8x1_1x2_intrawave_v1,88.45,509.64,0.0
gfx942,80,128,1280,6144,torch.float8_e4m3fnuz,ck,6,0,17.2879,a8w8_bpreshuffle_256x16x128x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_8x8x1_1x2_intrawave_v1,116.46,519.35,0.0
gfx942,80,160,1280,6144,torch.float8_e4m3fnuz,ck,119,0,21.9505,a8w8_bpreshuffle_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,114.65,421.72,0.0
gfx942,80,192,1280,6144,torch.float8_e4m3fnuz,ck,113,0,19.2247,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,157.08,496.0,0.0
gfx942,80,256,1280,6144,torch.float8_e4m3fnuz,ck,114,0,21.243,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,189.55,475.1,0.0
gfx942,80,320,1280,6144,torch.float8_e4m3fnuz,ck,115,0,25.7028,a8w8_bpreshuffle_256x80x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v3,195.82,414.34,0.0
gfx942,80,384,1280,6144,torch.float8_e4m3fnuz,ck,120,0,26.6121,a8w8_bpreshuffle_256x48x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,226.96,421.11,0.0
gfx942,80,512,1280,6144,torch.float8_e4m3fnuz,ck,114,0,33.5322,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,240.16,367.43,0.0
gfx942,80,768,1280,6144,torch.float8_e4m3fnuz,ck,120,0,45.2197,a8w8_bpreshuffle_256x48x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,267.13,321.74,0.0
gfx942,80,1024,1280,6144,torch.float8_e4m3fnuz,ck,121,0,55.471,a8w8_bpreshuffle_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,290.35,302.45,0.0
gfx942,80,1536,1280,6144,torch.float8_e4m3fnuz,ck,86,0,74.3228,a8w8_bpreshuffle_256x96x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,325.06,285.7,0.0
gfx942,80,2048,1280,6144,torch.float8_e4m3fnuz,ck,0,0,95.5603,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,337.09,268.84,0.0
gfx942,80,3072,1280,6144,torch.float8_e4m3fnuz,ck,102,0,136.4905,a8w8_bpreshuffle_256x96x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,354.01,253.52,0.0
gfx942,80,4096,1280,6144,torch.float8_e4m3fnuz,ck,0,0,185.7544,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,346.83,234.27,0.0
gfx942,80,8192,1280,6144,torch.float8_e4m3fnuz,ck,0,0,364.8514,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,353.15,216.99,0.0
gfx942,80,16384,1280,6144,torch.float8_e4m3fnuz,ck,70,0,723.2269,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,356.32,208.05,0.0
gfx942,80,32768,1280,6144,torch.float8_e4m3fnuz,ck,0,0,1432.9297,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,359.68,204.53,0.0
gfx942,80,65536,1280,6144,torch.float8_e4m3fnuz,ck,0,0,2858.169,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,360.65,202.33,0.0
gfx942,80,1,1536,6144,torch.float8_e4m3fnuz,ck,25,0,12.6562,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v2,1.49,746.39,0.0
gfx942,80,2,1536,6144,torch.float8_e4m3fnuz,ck,24,0,12.7058,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,2.97,744.2,0.0
gfx942,80,4,1536,6144,torch.float8_e4m3fnuz,ck,25,0,13.0786,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v2,5.77,724.39,0.0
gfx942,80,8,1536,6144,torch.float8_e4m3fnuz,ck,24,0,13.1292,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,11.5,724.41,0.0
gfx942,80,16,1536,6144,torch.float8_e4m3fnuz,ck,10,0,10.3914,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,29.06,922.36,0.0
gfx942,80,32,1536,6144,torch.float8_e4m3fnuz,ck,5,0,11.5747,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,52.18,840.81,0.0
gfx942,80,64,1536,6144,torch.float8_e4m3fnuz,ck,108,0,16.1751,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,74.68,619.9,0.0
gfx942,80,96,1536,6144,torch.float8_e4m3fnuz,ck,6,0,16.4935,a8w8_bpreshuffle_256x16x128x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_8x8x1_1x2_intrawave_v1,109.86,625.82,0.0
gfx942,80,128,1536,6144,torch.float8_e4m3fnuz,ck,114,0,20.8876,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,115.66,508.28,0.0
gfx942,80,160,1536,6144,torch.float8_e4m3fnuz,ck,119,0,21.9856,a8w8_bpreshuffle_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,137.36,496.31,0.0
gfx942,80,192,1536,6144,torch.float8_e4m3fnuz,ck,114,0,21.0596,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,172.08,532.14,0.0
gfx942,80,256,1536,6144,torch.float8_e4m3fnuz,ck,126,0,29.0716,a8w8_bpreshuffle_256x32x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,166.2,405.77,0.0
gfx942,80,320,1536,6144,torch.float8_e4m3fnuz,ck,126,0,29.3016,a8w8_bpreshuffle_256x32x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,206.13,422.72,0.0
gfx942,80,384,1536,6144,torch.float8_e4m3fnuz,ck,114,0,33.1389,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,218.71,391.57,0.0
gfx942,80,512,1536,6144,torch.float8_e4m3fnuz,ck,128,0,43.7403,a8w8_bpreshuffle_256x64x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,220.93,323.63,0.0
gfx942,80,768,1536,6144,torch.float8_e4m3fnuz,ck,85,0,54.5864,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,265.55,302.55,0.0
gfx942,80,1024,1536,6144,torch.float8_e4m3fnuz,ck,128,0,73.1925,a8w8_bpreshuffle_256x64x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,264.06,257.87,0.0
gfx942,80,1536,1536,6144,torch.float8_e4m3fnuz,ck,70,0,95.1764,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,304.6,247.89,0.0
gfx942,80,2048,1536,6144,torch.float8_e4m3fnuz,ck,85,0,124.7118,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,309.95,227.02,0.0
gfx942,80,3072,1536,6144,torch.float8_e4m3fnuz,ck,93,0,175.3091,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,330.74,215.33,0.0
gfx942,80,4096,1536,6144,torch.float8_e4m3fnuz,ck,0,0,232.4413,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,332.6,203.0,0.0
gfx942,80,8192,1536,6144,torch.float8_e4m3fnuz,ck,93,0,440.7647,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,350.8,192.7,0.0
gfx942,80,16384,1536,6144,torch.float8_e4m3fnuz,ck,68,0,851.4091,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,363.21,188.43,0.0
gfx942,80,32768,1536,6144,torch.float8_e4m3fnuz,ck,68,0,1683.4649,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,367.38,184.99,0.0
gfx942,80,65536,1536,6144,torch.float8_e4m3fnuz,ck,68,0,3358.6467,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,368.29,182.64,0.0
gfx942,80,1,3072,6144,torch.float8_e4m3fnuz,ck,19,0,12.773,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v2,2.96,1478.64,0.0
gfx942,80,2,3072,6144,torch.float8_e4m3fnuz,ck,25,0,13.1411,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v2,5.75,1438.16,0.0
gfx942,80,4,3072,6144,torch.float8_e4m3fnuz,ck,25,0,12.8036,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v2,11.79,1477.98,0.0
gfx942,80,8,3072,6144,torch.float8_e4m3fnuz,ck,25,0,12.92,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v2,23.37,1468.47,0.0
gfx942,80,16,3072,6144,torch.float8_e4m3fnuz,ck,5,0,11.68,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,51.71,1632.79,0.0
gfx942,80,32,3072,6144,torch.float8_e4m3fnuz,ck,12,0,16.7823,a8w8_bpreshuffle_256x32x64x512_16x16_16x16_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v1,71.98,1148.09,0.0
gfx942,80,64,3072,6144,torch.float8_e4m3fnuz,ck,114,0,20.541,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,117.61,957.15,0.0
gfx942,80,96,3072,6144,torch.float8_e4m3fnuz,ck,119,0,21.9577,a8w8_bpreshuffle_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,165.04,913.3,0.0
gfx942,80,128,3072,6144,torch.float8_e4m3fnuz,ck,126,0,29.6558,a8w8_bpreshuffle_256x32x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,162.93,689.49,0.0
gfx942,80,160,3072,6144,torch.float8_e4m3fnuz,ck,126,0,29.7978,a8w8_bpreshuffle_256x32x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,202.69,699.4,0.0
gfx942,80,192,3072,6144,torch.float8_e4m3fnuz,ck,114,0,33.532,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,216.14,633.24,0.0
gfx942,80,256,3072,6144,torch.float8_e4m3fnuz,ck,128,0,43.7481,a8w8_bpreshuffle_256x64x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,220.89,503.34,0.0
gfx942,80,320,3072,6144,torch.float8_e4m3fnuz,ck,128,0,44.0779,a8w8_bpreshuffle_256x64x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,274.05,517.41,0.0
gfx942,80,384,3072,6144,torch.float8_e4m3fnuz,ck,121,0,55.2837,a8w8_bpreshuffle_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,262.2,426.76,0.0
gfx942,80,512,3072,6144,torch.float8_e4m3fnuz,ck,128,0,73.9721,a8w8_bpreshuffle_256x64x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,261.28,340.21,0.0
gfx942,80,768,3072,6144,torch.float8_e4m3fnuz,ck,0,0,95.155,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,304.67,297.53,0.0
gfx942,80,1024,3072,6144,torch.float8_e4m3fnuz,ck,85,0,124.437,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,310.64,252.8,0.0
gfx942,80,1536,3072,6144,torch.float8_e4m3fnuz,ck,93,0,176.0519,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,329.35,214.42,0.0
gfx942,80,2048,3072,6144,torch.float8_e4m3fnuz,ck,70,0,233.1426,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,331.6,188.9,0.0
gfx942,80,3072,3072,6144,torch.float8_e4m3fnuz,ck,102,0,331.5536,a8w8_bpreshuffle_256x96x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,349.76,170.78,0.0
gfx942,80,4096,3072,6144,torch.float8_e4m3fnuz,ck,93,0,439.4843,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,351.82,157.47,0.0
gfx942,80,8192,3072,6144,torch.float8_e4m3fnuz,ck,68,0,847.7564,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,364.77,141.0,0.0
gfx942,80,16384,3072,6144,torch.float8_e4m3fnuz,ck,95,0,1683.3153,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_4x4x1_1x1_intrawave_v3,367.41,130.81,0.0
gfx942,80,32768,3072,6144,torch.float8_e4m3fnuz,ck,68,0,3343.3508,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,369.97,126.08,0.0
gfx942,80,65536,3072,6144,torch.float8_e4m3fnuz,ck,95,0,6629.4847,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_4x4x1_1x1_intrawave_v3,373.17,124.32,0.0
gfx942,80,1,6144,384,torch.float8_e4m3fnuz,ck,9,0,4.632,a8w8_bpreshuffle_128x16x32x128_16x16_16x16_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v1,1.02,512.08,0.0
gfx942,80,1,6144,1024,torch.float8_e4m3fnuz,ck,15,0,6.401,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,1.97,984.97,0.0
gfx942,80,1,6144,1536,torch.float8_e4m3fnuz,ck,10,0,7.2003,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,2.62,1312.59,0.0
gfx942,80,2,6144,384,torch.float8_e4m3fnuz,ck,9,0,4.6162,a8w8_bpreshuffle_128x16x32x128_16x16_16x16_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v1,2.04,516.58,0.0
gfx942,80,2,6144,1024,torch.float8_e4m3fnuz,ck,15,0,6.5254,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,3.86,968.23,0.0
gfx942,80,2,6144,1536,torch.float8_e4m3fnuz,ck,10,0,7.1658,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,5.27,1320.83,0.0
gfx942,80,4,6144,384,torch.float8_e4m3fnuz,ck,9,0,4.4352,a8w8_bpreshuffle_128x16x32x128_16x16_16x16_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v1,4.26,543.38,0.0
gfx942,80,4,6144,1024,torch.float8_e4m3fnuz,ck,108,0,6.3678,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,7.9,996.37,0.0
gfx942,80,4,6144,1536,torch.float8_e4m3fnuz,ck,10,0,7.1794,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,10.52,1322.18,0.0
gfx942,80,8,6144,384,torch.float8_e4m3fnuz,ck,9,0,4.7039,a8w8_bpreshuffle_128x16x32x128_16x16_16x16_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v1,8.02,523.11,0.0
gfx942,80,8,6144,1024,torch.float8_e4m3fnuz,ck,15,0,6.4078,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,15.71,998.46,0.0
gfx942,80,8,6144,1536,torch.float8_e4m3fnuz,ck,10,0,7.2594,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,20.8,1315.23,0.0
gfx942,80,16,6144,384,torch.float8_e4m3fnuz,ck,9,0,4.7272,a8w8_bpreshuffle_128x16x32x128_16x16_16x16_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v1,15.97,541.98,0.0
gfx942,80,16,6144,1024,torch.float8_e4m3fnuz,ck,108,0,6.473,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,31.1,1004.86,0.0
