gfx,cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,24126,1280,4096,41,0,75.5189,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x640E,3349.88,1506.83,0.0
gfx950,256,24126,4096,1024,45,0,89.4246,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E,2263.18,2371.72,0.0
gfx950,256,24138,9216,4096,54,0,429.4163,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4243.8,1195.16,0.0
gfx950,256,24142,4608,4096,54,0,228.3416,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3991.08,1232.24,0.0
gfx950,256,24143,9216,4096,54,0,436.0228,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4180.37,1177.28,0.0
gfx950,256,24151,9216,4096,54,0,440.3045,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4141.09,1166.21,0.0
gfx950,256,24153,2304,4096,54,0,130.3956,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3496.07,1269.07,0.0
gfx950,256,24153,4096,2048,54,0,125.055,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3240.34,1813.51,0.0
gfx950,256,24163,4608,4096,54,0,225.9992,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4035.96,1246.06,0.0
gfx950,256,24170,9216,4096,54,0,428.014,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4263.35,1200.61,0.0
gfx950,256,24175,2304,4096,54,0,131.8854,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3459.73,1255.84,0.0
gfx950,256,24175,4096,2048,54,0,126.3555,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3209.91,1796.45,0.0
gfx950,256,24179,4608,4096,54,0,229.1204,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3983.61,1229.87,0.0
gfx950,256,24181,1280,4096,54,0,72.5733,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3493.79,1571.48,0.0
gfx950,256,24181,4096,1024,54,0,89.5571,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,2264.98,2373.55,0.0
gfx950,256,24181,4608,4096,54,0,229.8277,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,3971.68,1226.19,0.0
gfx950,256,24189,4608,4096,54,0,227.5653,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E,4012.49,1238.77,0.0
