gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,304,16,2048,5120,ck,8,0,17.3072,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,19.39,614.38,0.0
gfx942,304,32,2048,5120,ck,8,0,17.4067,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,38.55,619.34,0.0
gfx942,304,48,2048,5120,ck,8,0,17.3609,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,57.98,629.47,0.0
gfx942,304,64,2048,5120,ck,8,0,17.3077,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,77.55,639.92,0.0
gfx942,304,80,2048,5120,ck,8,0,17.3325,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,96.8,647.51,0.0
gfx942,304,96,2048,5120,ck,8,0,17.3875,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,115.79,653.95,0.0
gfx942,304,112,2048,5120,ck,8,0,17.396,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,135.02,662.1,0.0
gfx942,304,128,2048,5120,ck,8,0,17.8508,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,150.38,653.49,0.0
gfx942,304,144,2048,5120,ck,8,0,18.1581,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,166.31,650.56,0.0
gfx942,304,160,2048,5120,ck,13,0,22.3508,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,150.13,535.12,0.0
gfx942,304,176,2048,5120,ck,13,0,22.9294,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,160.97,528.05,0.0
gfx942,304,192,2048,5120,ck,18,0,21.875,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,184.07,560.24,0.0
gfx942,304,208,2048,5120,ck,13,0,23.343,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,186.87,531.32,0.0
gfx942,304,224,2048,5120,ck,13,0,23.0037,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,204.21,545.57,0.0
gfx942,304,240,2048,5120,ck,13,0,23.5841,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,213.41,538.4,0.0
gfx942,304,256,2048,5120,ck,18,0,22.7541,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,235.94,564.52,0.0
gfx942,304,288,2048,5120,ck,13,0,23.4351,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,257.72,560.7,0.0
gfx942,304,320,2048,5120,ck,18,0,23.339,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,287.54,575.64,0.0
gfx942,304,352,2048,5120,ck,18,0,25.3968,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,290.67,540.61,0.0
gfx942,304,384,2048,5120,ck,18,0,23.9094,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,336.82,586.58,0.0
gfx942,304,416,2048,5120,ck,18,0,28.3705,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,307.51,504.74,0.0
gfx942,304,448,2048,5120,ck,18,0,25.7249,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,365.22,568.11,0.0
gfx942,304,480,2048,5120,ck,18,0,29.3463,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,343.02,508.05,0.0
gfx942,304,512,2048,5120,ck,18,0,26.6549,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,402.83,570.41,0.0
gfx942,304,544,2048,5120,ck,18,0,31.6542,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,360.41,489.64,0.0
gfx942,304,576,2048,5120,ck,18,0,29.4124,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,410.7,536.99,0.0
gfx942,304,608,2048,5120,ck,12,0,36.0002,a8w8_blockscale_1x128x128_256x32x128x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,354.18,446.92,0.0
gfx942,304,640,2048,5120,ck,3,0,40.5326,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,331.14,404.22,0.0
gfx942,304,672,2048,5120,ck,2,0,42.8428,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,328.94,389.3,0.0
gfx942,304,704,2048,5120,ck,3,0,41.9976,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,351.54,404.16,0.0
gfx942,304,736,2048,5120,ck,3,0,42.6461,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,361.93,404.93,0.0
gfx942,304,768,2048,5120,ck,3,0,41.2921,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,390.05,425.35,0.0
gfx942,304,800,2048,5120,ck,2,0,44.5053,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,376.97,401.27,0.0
gfx942,304,832,2048,5120,ck,3,0,45.0512,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,387.3,402.95,0.0
gfx942,304,864,2048,5120,ck,2,0,44.8298,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,404.18,411.52,0.0
gfx942,304,896,2048,5120,ck,1,0,48.3683,a8w8_blockscale_1x128x128_256x128x64x128_16x16_32x32_2x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,388.49,387.51,0.0
gfx942,304,928,2048,5120,ck,2,0,45.8397,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,424.56,415.32,0.0
gfx942,304,960,2048,5120,ck,3,0,47.7036,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,422.04,405.28,0.0
gfx942,304,992,2048,5120,ck,3,0,49.6506,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,419.0,395.32,0.0
gfx942,304,1024,2048,5120,ck,3,0,48.9287,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,438.9,407.18,0.0
gfx942,304,1088,2048,5120,ck,3,0,50.493,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,451.88,406.25,0.0
gfx942,304,1152,2048,5120,ck,2,0,52.0097,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,464.51,405.74,0.0
gfx942,304,1216,2048,5120,ck,2,0,53.0008,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,481.15,409.28,0.0
gfx942,304,1280,2048,5120,ck,2,0,63.4796,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,422.87,351.01,0.0
gfx942,304,1344,2048,5120,ck,0,0,60.9218,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,462.65,375.43,0.0
gfx942,304,1408,2048,5120,ck,2,0,67.0273,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,440.54,350.03,0.0
gfx942,304,1472,2048,5120,ck,0,0,62.2178,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,496.16,386.57,0.0
gfx942,304,1536,2048,5120,ck,2,0,67.086,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,480.16,367.31,0.0
gfx942,304,1600,2048,5120,ck,0,0,63.5109,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,528.33,397.28,0.0
gfx942,304,1664,2048,5120,ck,2,0,69.1403,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,504.72,373.46,0.0
gfx942,304,1728,2048,5120,ck,0,0,65.9413,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,549.56,400.52,0.0
gfx942,304,1792,2048,5120,ck,2,0,69.3201,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,542.14,389.51,0.0
gfx942,304,1856,2048,5120,ck,0,0,67.6306,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,575.53,407.96,0.0
gfx942,304,1920,2048,5120,ck,0,0,75.9097,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,530.44,371.24,0.0
gfx942,304,1984,2048,5120,ck,0,0,71.1725,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,584.6,404.23,0.0
gfx942,304,2048,2048,5120,ck,0,0,76.4977,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,561.45,383.8,0.0
gfx942,304,2112,2048,5120,ck,0,0,70.591,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,627.44,424.27,0.0
gfx942,304,2176,2048,5120,ck,0,0,79.0579,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,577.22,386.3,0.0
gfx942,304,2240,2048,5120,ck,0,0,71.0372,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,661.29,438.22,0.0
gfx942,304,2304,2048,5120,ck,0,0,79.903,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,604.71,396.97,0.0
gfx942,304,2368,2048,5120,ck,0,0,74.837,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,663.58,431.73,0.0
gfx942,304,2432,2048,5120,ck,0,0,80.4205,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,634.2,409.09,0.0
gfx942,304,2496,2048,5120,ck,0,0,103.6008,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,505.26,323.25,0.0
gfx942,304,2560,2048,5120,ck,0,0,102.4071,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,524.25,332.78,0.0
gfx942,304,2624,2048,5120,ck,0,0,110.3719,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,498.58,314.11,0.0
gfx942,304,2688,2048,5120,ck,0,0,103.0353,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,547.11,342.2,0.0
