gfx,cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,flat,tflops,bw,_tag
gfx950,256,1,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.bfloat16,nvfp4_bf16,QuantType.No,1,0,16,0,16.4502,flydsl_moe1_abf16_wnvfp4_bf16_t16x64x256_kb4,0.0%,11.1927,flydsl_moe2_abf16_wnvfp4_bf16_t16x128x128_atomic,0.0%,27.6429,0,0,0,2.28,29133.08,
gfx950,256,2,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.bfloat16,nvfp4_bf16,QuantType.No,1,0,16,0,19.1671,flydsl_moe1_abf16_wnvfp4_bf16_t16x64x256_kb4,0.0%,12.4153,flydsl_moe2_abf16_wnvfp4_bf16_t16x128x128_atomic,0.0%,31.5824,0,0,0,3.98,25499.62,
gfx950,256,4,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.bfloat16,nvfp4_bf16,QuantType.No,1,0,16,0,23.9302,flydsl_moe1_abf16_wnvfp4_bf16_t16x64x128_kb4,0.0%,14.7878,flydsl_moe2_abf16_wnvfp4_bf16_t16x128x256_atomic,0.0%,38.718,0,0,0,6.5,20800.97,
gfx950,256,8,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.bfloat16,nvfp4_bf16,QuantType.No,1,0,16,0,35.5072,flydsl_moe1_abf16_wnvfp4_bf16_t16x64x256_kb4,0.0%,20.1332,flydsl_moe2_abf16_wnvfp4_bf16_t16x128x256_atomic,0.0%,55.6404,0,0,0,9.05,14475.77,
gfx950,256,16,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.bfloat16,nvfp4_bf16,QuantType.No,1,0,16,0,57.0067,flydsl_moe1_abf16_wnvfp4_bf16_t16x64x256_kb4,0.0%,29.5447,flydsl_moe2_abf16_wnvfp4_bf16_t16x128x128_atomic,0.0%,86.5514,0,0,0,11.63,9307.4,
gfx950,256,32,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.bfloat16,nvfp4_bf16,QuantType.No,1,0,16,0,81.3051,flydsl_moe1_abf16_wnvfp4_bf16_t16x64x128,0.0%,44.0791,flydsl_moe2_abf16_wnvfp4_bf16_t16x128x128_atomic,0.0%,125.3842,0,0,0,16.06,6426.89,
gfx950,256,64,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.bfloat16,nvfp4_bf16,QuantType.No,1,0,16,0,116.4404,flydsl_moe1_abf16_wnvfp4_bf16_t16x64x128,0.0%,65.2956,flydsl_moe2_abf16_wnvfp4_bf16_t16x128x256_atomic,0.0%,181.736,0,0,0,22.16,4436.96,
gfx950,256,128,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.bfloat16,nvfp4_bf16,QuantType.No,1,0,16,0,147.6642,flydsl_moe1_abf16_wnvfp4_bf16_t16x64x128,0.0%,81.8384,flydsl_moe2_abf16_wnvfp4_bf16_t16x128x256_atomic,0.0%,229.5026,0,0,0,35.09,3518.06,
gfx950,256,256,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.bfloat16,nvfp4_bf16,QuantType.No,1,0,16,0,157.1081,flydsl_moe1_abf16_wnvfp4_bf16_t16x64x128,0.0%,90.9001,flydsl_moe2_abf16_wnvfp4_bf16_t16x128x256_atomic,0.0%,248.0082,0,0,0,64.94,3264.01,
gfx950,256,512,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.bfloat16,nvfp4_bf16,QuantType.No,1,0,16,0,169.1675,flydsl_moe1_abf16_wnvfp4_bf16_t16x64x128,0.0%,95.7661,flydsl_moe2_abf16_wnvfp4_bf16_t16x128x128_atomic,0.0%,264.9336,0,0,0,121.59,3071.32,
