cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,tflops,bw,_tag
256,1,4096,384,128,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,0,32,0,25.6519,flydsl_moe1_abf16_wbf16_bf16_t32x128x128,0.0%,9.2504,flydsl_moe2_abf16_wbf16_bf16_t32x128x128_atomic,0.3%,34.9023,0,0,2.16,34610.21,
256,2,4096,384,128,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,0,32,0,27.5466,flydsl_moe1_abf16_wbf16_bf16_t32x128x128,0.0%,17.3969,flydsl_moe2_abf16_wbf16_bf16_t32x128x128_atomic,0.4%,44.9435,0,0,3.36,26878.02,
256,4,4096,384,128,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,0,32,0,32.7806,flydsl_moe1_abf16_wbf16_bf16_t32x128x128,0.0%,22.4269,flydsl_moe2_abf16_wbf16_bf16_t32x128x128_atomic,0.4%,55.2075,0,0,5.47,21881.54,
256,8,4096,384,128,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,0,32,0,58.1181,flydsl_moe1_abf16_wbf16_bf16_t32x128x128,0.0%,34.3805,flydsl_moe2_abf16_wbf16_bf16_t32x128x128_atomic,0.4%,92.4986,0,0,6.53,13060.64,
256,16,4096,384,128,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,0,32,0,90.0426,flydsl_moe1_abf16_wbf16_bf16_t32x128x128,0.0%,50.6559,flydsl_moe2_abf16_wbf16_bf16_t32x128x128_atomic,0.4%,140.6985,0,0,8.59,8587.31,
256,32,4096,384,128,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,0,32,0,127.8366,flydsl_moe1_abf16_wbf16_bf16_t32x128x128,0.0%,68.2598,flydsl_moe2_abf16_wbf16_bf16_t32x128x128_atomic,0.4%,196.0964,0,0,12.32,6162.7,
256,64,4096,384,128,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,0,32,0,136.1702,flydsl_moe1_abf16_wbf16_bf16_t32x128x128,0.0%,74.8871,flydsl_moe2_abf16_wbf16_bf16_t32x128x128_atomic,0.4%,211.0573,0,0,22.89,5728.34,
256,128,4096,384,128,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,0,32,0,138.0199,flydsl_moe1_abf16_wbf16_bf16_t32x128x128,0.0%,76.728,flydsl_moe2_abf16_wbf16_bf16_t32x128x128_atomic,0.4%,214.7479,0,0,45.0,5634.78,
256,256,4096,384,128,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,0,32,0,140.4918,flydsl_moe1_abf16_wbf16_bf16_t32x128x128,0.0%,80.2598,flydsl_moe2_abf16_wbf16_bf16_t32x128x128_atomic,0.4%,220.7516,0,0,87.55,5491.03,
256,512,4096,384,128,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.bfloat16,QuantType.No,1,0,64,0,145.1529,flydsl_moe1_abf16_wbf16_bf16_t64x128x128,0.0%,89.5603,flydsl_moe2_abf16_wbf16_bf16_t64x128x128_atomic,0.4%,234.7132,0,0,164.69,5182.27,
