gfx,cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,1,2112,3584,29,0,8.3179,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,1.82,455.73,0.0
gfx950,256,2,2112,3584,29,0,8.6462,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,3.5,439.12,0.0
gfx950,256,4,2112,3584,21,0,8.4811,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,7.14,449.09,0.0
gfx950,256,8,2112,3584,21,0,8.5878,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,14.1,446.31,0.0
gfx950,256,16,2112,3584,21,0,8.5168,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,28.44,455.68,0.0
gfx950,256,32,2112,3584,21,0,9.2811,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,52.2,428.53,0.0
gfx950,256,64,2112,3584,21,0,9.095,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,106.53,458.46,0.0
gfx950,256,128,2112,3584,21,0,9.0421,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,214.31,503.73,0.0
gfx950,256,256,2112,3584,21,0,8.9558,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,432.74,594.56,0.0
gfx950,256,512,2112,3584,29,0,10.3027,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,752.33,666.32,0.0
gfx950,256,1024,2112,3584,37,0,12.0443,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,1287.09,825.71,0.0
gfx950,256,2048,2112,3584,46,0,15.7971,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_160x128E,1962.66,1019.52,0.0
gfx950,256,4096,2112,3584,47,0,23.1611,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_160x256E,2677.27,1227.33,0.0
gfx950,256,8192,2112,3584,47,0,47.1943,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_160x256E,2627.8,1124.45,0.0
gfx950,256,16384,2112,3584,41,0,86.57,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x640E,2865.13,1182.29,0.0
gfx950,256,1,3072,768,0,0,4.2866,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,1.1,276.72,0.0
gfx950,256,2,3072,768,14,0,3.959,a4w4_blockscale_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,2.38,301.26,0.0
gfx950,256,4,3072,768,14,0,3.9754,a4w4_blockscale_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,4.75,303.31,0.0
gfx950,256,8,3072,768,14,0,4.0099,a4w4_blockscale_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,9.41,307.21,0.0
gfx950,256,16,3072,768,29,0,4.2576,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,17.73,301.6,0.0
gfx950,256,32,3072,768,12,0,4.1542,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,36.35,334.25,0.0
gfx950,256,64,3072,768,0,0,4.9399,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,61.13,323.37,0.0
gfx950,256,128,3072,768,0,0,4.5843,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,131.75,439.59,0.0
gfx950,256,256,3072,768,0,0,4.9115,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,245.95,580.44,0.0
gfx950,256,512,3072,768,13,0,5.2224,a4w4_blockscale_256x96x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,462.61,865.88,0.0
gfx950,256,1024,3072,768,0,0,6.7279,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,718.18,1168.91,0.0
