"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
13,6820,"v_add_nc_u32_e32 v31, 0x1c000, v6",81,94,13,0,""
13,6828,"v_add_nc_u32_e32 v32, 0x1c800, v6",81,86,5,4,""
13,6836,"s_mul_f32 s7, s7, 0x4f7ffffe",81,246,3,1014,""
13,6844,"v_add_nc_u32_e32 v33, 0x1d000, v6",81,107,26,0,""
13,6852,"v_add_nc_u32_e32 v34, 0x1d800, v6",81,114,33,0,""
13,6860,"v_add_nc_u32_e32 v35, 0x1e000, v6",81,113,32,0,""
13,6868,"s_cvt_u32_f32 s7, s7",81,246,3,0,""
13,6872,"v_add_nc_u32_e32 v36, 0x1e800, v6",81,99,18,0,""
13,6880,"v_add_nc_u32_e32 v37, 0x1f000, v6",81,121,40,0,""
13,6888,"v_add_nc_u32_e32 v38, 0x1f800, v6",81,113,32,0,""
13,6896,"s_mul_i32 s9, s9, s7",81,174,12,0,""
13,6900,"v_add_nc_u32_e32 v39, 0x20000, v6",81,120,39,0,""
13,6908,"s_mul_hi_u32 s9, s7, s9",81,166,4,0,""
13,6912,"v_add_nc_u32_e32 v40, 0x20800, v6",81,118,37,0,""
13,6920,"s_add_co_i32 s7, s7, s9",81,81,0,0,""
13,6924,"s_xor_b32 s9, s3, s8",81,93,12,0,""
13,6928,"s_mul_hi_u32 s7, s10, s7",81,163,1,0,""
13,6932,"s_ashr_i32 s9, s9, 31",81,88,7,0,""
13,6936,"s_mul_i32 s11, s7, s6",81,165,3,0,""
13,6940,"v_add_nc_u32_e32 v41, 0x21000, v6",81,114,33,0,""
13,6948,"s_sub_co_i32 s10, s10, s11",81,87,6,0,""
13,6952,"s_add_co_i32 s11, s7, 1",81,97,16,0,""
13,6956,"s_sub_co_i32 s13, s10, s6",81,163,82,0,""
13,6960,"s_cmp_ge_u32 s10, s6",81,97,16,0,""
13,6964,"v_add_nc_u32_e32 v42, 0x21800, v6",81,175,94,0,""
13,6972,"s_cselect_b32 s7, s11, s7",81,87,6,0,""
13,6976,"s_cselect_b32 s10, s13, s10",81,86,5,0,""
13,6980,"s_add_co_i32 s11, s7, 1",81,89,8,0,""
13,6984,"s_cmp_ge_u32 s10, s6",81,136,55,0,""
13,6988,"v_add_nc_u32_e32 v43, 0x22000, v6",81,117,36,0,""
13,6996,"s_cselect_b32 s6, s11, s7",81,84,3,0,""
13,7000,"v_add_nc_u32_e32 v44, 0x22800, v6",81,102,21,0,""
13,7008,"s_xor_b32 s6, s6, s9",81,81,0,0,""
13,7012,"v_add_nc_u32_e32 v45, 0x23000, v6",81,122,41,0,""
13,7020,"s_sub_co_i32 s7, s6, s9",81,83,2,0,""
13,7024,"v_add_nc_u32_e32 v46, 0x23800, v6",81,101,20,0,""
13,7032,"s_mul_i32 s7, s7, s8",81,178,16,0,""
13,7036,"v_add_nc_u32_e32 v47, 0x24000, v6",81,201,120,0,""
13,7044,"s_cmp_lg_u32 s3, s7",81,134,53,0,""
13,7048,"v_add_nc_u32_e32 v48, 0x24800, v6",81,110,29,0,""
13,7056,"s_cselect_b32 s7, -1, 0",81,115,34,0,""
13,7060,"s_xor_b32 s2, s2, s3",81,92,11,0,""
13,7064,"v_add_nc_u32_e32 v49, 0x25000, v6",81,107,26,0,""
13,7072,"s_cmp_lt_i32 s2, 0",81,96,15,0,""
13,7076,"v_add_nc_u32_e32 v50, 0x25800, v6",81,138,57,0,""
13,7084,"s_cselect_b32 s2, -1, 0",81,97,16,0,""
13,7088,"v_add_nc_u32_e32 v51, 0x26000, v6",81,152,71,0,""
13,7096,"s_and_b32 s2, s2, s7",81,98,17,0,""
13,7100,"s_sub_co_ci_u32 s2, s6, s9",81,109,28,0,""
13,7104,"v_add_nc_u32_e32 v52, 0x26800, v6",81,170,89,0,""
13,7112,"s_mul_i32 s6, s2, s8",81,177,15,0,""
13,7116,"s_lshl_b32 s7, s2, 4",81,84,3,0,""
13,7120,"s_sub_co_i32 s3, s3, s6",81,84,3,0,""
13,7124,"s_cmp_lg_u32 s5, 0",81,84,3,0,""
13,7128,"v_add_nc_u32_e32 v8, 0x10800, v6",81,130,49,0,""
13,7136,"s_sub_co_ci_u32 s2, s4, s7",81,83,2,0,""
13,7140,"s_abs_i32 s9, s3",81,82,1,0,""
13,7144,"s_min_i32 s4, s2, 16",81,146,65,0,""
13,7148,"v_add_nc_u32_e32 v10, 0x11800, v6",81,304,223,0,""
13,7156,"s_abs_i32 s5, s4",81,83,2,0,""
13,7160,"v_add_nc_u32_e32 v12, 0x12800, v6",81,157,76,0,""
13,7168,"s_cvt_f32_u32 s6, s5",81,250,7,0,""
13,7172,"s_sub_co_i32 s8, 0, s5",81,81,0,0,""
13,7176,"s_delay_alu instid0(SALU_CYCLE_2) | instskip(SKIP_1) | instid1(TRANS32_DEP_1)",0,0,0,0,""
13,7180,"v_rcp_iflag_f32_e32 v3, s6",81,276,114,85,""
13,7184,"v_nop",81,167,86,14,""
13,7188,"v_readfirstlane_b32 s6, v3",81,81,0,594,""
13,7192,"s_mul_f32 s6, s6, 0x4f7ffffe",81,243,0,1390,""
13,7200,"s_delay_alu instid0(SALU_CYCLE_3) | instskip(NEXT) | instid1(SALU_CYCLE_3)",0,0,0,0,""
13,7204,"s_cvt_u32_f32 s6, s6",81,243,0,95,""
13,7208,"s_mul_i32 s8, s8, s6",81,162,0,85,""
13,7212,"s_delay_alu instid0(SALU_CYCLE_1) | instskip(NEXT) | instid1(SALU_CYCLE_1)",0,0,0,0,""
13,7216,"s_mul_hi_u32 s8, s6, s8",81,162,0,0,""
13,7220,"s_add_co_i32 s6, s6, s8",81,84,3,0,""
13,7224,"s_xor_b32 s8, s3, s4",81,85,4,0,""
13,7228,"s_mul_hi_u32 s6, s9, s6",81,178,16,0,""
13,7232,"s_ashr_i32 s8, s8, 31",81,89,8,0,""
13,7236,"s_mul_i32 s10, s6, s5",81,162,0,1,""
13,7240,"s_delay_alu instid0(SALU_CYCLE_1)",0,0,0,0,""
13,7244,"s_sub_co_i32 s9, s9, s10",81,81,0,244,""
13,7248,"s_add_co_i32 s10, s6, 1",81,84,3,0,""
13,7252,"s_sub_co_i32 s11, s9, s5",81,82,1,0,""
13,7256,"s_cmp_ge_u32 s9, s5",81,85,4,0,""
13,7260,"s_cselect_b32 s6, s10, s6",81,89,8,0,""
13,7264,"s_cselect_b32 s9, s11, s9",81,90,9,0,""
13,7268,"s_add_co_i32 s10, s6, 1",81,90,9,0,""
13,7272,"s_cmp_ge_u32 s9, s5",81,156,75,0,""
13,7276,"s_cselect_b32 s5, s10, s6",81,81,0,8,""
13,7280,"s_delay_alu instid0(SALU_CYCLE_1) | instskip(NEXT) | instid1(SALU_CYCLE_1)",0,0,0,0,""
13,7284,"s_xor_b32 s5, s5, s8",81,81,0,88,""
13,7288,"s_sub_co_i32 s6, s5, s8",81,81,0,82,""
13,7292,"s_delay_alu instid0(SALU_CYCLE_1) | instskip(NEXT) | instid1(SALU_CYCLE_1)",0,0,0,0,""
13,7296,"s_mul_i32 s6, s4, s6",81,162,0,86,""
13,7300,"s_cmp_lg_u32 s3, s6",81,92,11,0,""
13,7304,"s_cselect_b32 s6, -1, 0",81,85,4,0,""
13,7308,"s_xor_b32 s2, s3, s2",81,81,0,8,""
13,7312,"s_delay_alu instid0(SALU_CYCLE_1) | instskip(SKIP_1) | instid1(SALU_CYCLE_1)",0,0,0,0,""
13,7316,"s_cmp_lt_i32 s2, 0",81,83,2,88,""
13,7320,"s_cselect_b32 s2, -1, 0",81,81,0,5,""
13,7324,"s_and_b32 s2, s2, s6",81,81,0,81,""
13,7328,"s_sub_co_ci_u32 s2, s5, s8",81,86,5,0,""
13,7332,"s_add_co_i32 s3, s3, s7",81,147,66,0,""
13,7336,"s_mul_i32 s4, s2, s4",81,162,0,71,""
13,7340,"s_delay_alu instid0(SALU_CYCLE_1)",0,0,0,0,""
13,7344,"s_sub_co_i32 s48, s3, s4",81,84,3,229,""
13,7348,"s_movk_i32 s3, 0x60",81,82,1,0,""
13,7352,"s_lshl_b32 s66, s48, 6",81,81,0,4,""
13,7356,"s_wait_loadcnt 0x0",81,2944,2863,0,""
13,7360,"v_readfirstlane_b32 s5, v2",81,81,0,493,""
13,7364,"s_cmp_gt_i32 s5, s66",81,82,1,1378,""
13,7368,"s_movk_i32 s5, 0xc0",81,82,1,0,""
13,7372,"s_cselect_b32 s3, s3, 0x120",81,82,1,0,""
13,7380,"s_cselect_b32 s6, 0, 0xc1",81,101,20,0,""
13,7388,"v_mov_b32_e32 v2, s3",81,81,0,43,""
13,7392,"s_cselect_b32 s5, s5, 0x180",81,82,1,482,""
13,7400,"s_or_b32 s7, s3, 1",81,81,0,7,""
13,7404,"s_wait_alu depctr_va_vdst(0)",0,0,0,0,""
13,7408,"global_load_b32 v2, v2, s[52:53] scale_offset",81,81,0,669,""
13,7420,"s_wait_loadcnt 0x0",81,16678,16597,0,""
13,7424,"v_readfirstlane_b32 s4, v2",81,81,0,220,""
13,7428,"s_cmp_gt_i32 s4, s66",81,92,11,1378,""
13,7432,"s_cselect_b32 s4, s6, s7",81,85,4,0,""
13,7436,"s_cselect_b32 s3, s3, s5",81,81,0,4,""
13,7440,"s_delay_alu instid0(SALU_CYCLE_1) | instskip(NEXT) | instid1(SALU_CYCLE_1)",0,0,0,0,""
13,7444,"s_add_co_i32 s5, s4, s3",81,81,0,94,""
13,7448,"s_lshr_b32 s5, s5, 1",81,82,1,81,""
13,7452,"s_wait_alu depctr_vm_vsrc(0)",0,0,0,0,""
13,7456,"v_mov_b32_e32 v2, s5",81,81,0,88,""
13,7460,"s_or_b32 s7, s5, 1",81,81,0,635,""
13,7464,"s_wait_alu depctr_va_vdst(0)",0,0,0,0,""
13,7468,"global_load_b32 v2, v2, s[52:53] scale_offset",81,81,0,673,""
13,7480,"s_wait_loadcnt 0x0",81,20943,20862,0,""
13,7484,"v_readfirstlane_b32 s6, v2",81,81,0,148,""
13,7488,"s_cmp_gt_i32 s6, s66",81,88,7,1379,""
13,7492,"s_cselect_b32 s4, s4, s7",81,83,2,0,""
13,7496,"s_cselect_b32 s3, s5, s3",81,81,0,2,""
13,7500,"s_delay_alu instid0(SALU_CYCLE_1) | instskip(NEXT) | instid1(SALU_CYCLE_1)",0,0,0,0,""
13,7504,"s_add_co_i32 s5, s4, s3",81,81,0,104,""
13,7508,"s_lshr_b32 s8, s5, 1",81,82,1,81,""
13,7512,"s_mov_b32 s5, 0",81,93,12,0,""
13,7516,"s_wait_alu depctr_vm_vsrc(0)",0,0,0,0,""
13,7520,"v_mov_b32_e32 v2, s8",81,81,0,86,""
13,7524,"s_add_co_i32 s9, s8, 1",81,110,29,538,""
13,7528,"s_mov_b32 s7, s5",81,81,0,6,""
13,7532,"s_wait_alu depctr_va_vdst(0)",0,0,0,0,""
13,7536,"global_load_b32 v2, v2, s[52:53] scale_offset",81,81,0,682,""
13,7548,"s_wait_loadcnt 0x0",81,23163,23082,0,""
13,7552,"v_readfirstlane_b32 s6, v2",81,81,0,35,""
13,7556,"s_cmp_gt_i32 s6, s66",81,87,6,1377,""
13,7560,"s_cselect_b32 s6, s4, s9",81,84,3,0,""
13,7564,"s_cselect_b32 s4, s8, s3",81,81,0,6,""
13,7568,"s_delay_alu instid0(SALU_CYCLE_1) | instskip(NEXT) | instid1(SALU_CYCLE_1)",0,0,0,0,""
13,7572,"s_add_nc_u64 s[8:9], s[6:7], s[4:5]",81,81,0,88,""
13,7576,"s_lshr_b64 s[8:9], s[8:9], 1",81,81,0,84,""
13,7580,"s_delay_alu instid0(SALU_CYCLE_1)",0,0,0,0,""
13,7584,"s_lshl_b64 s[10:11], s[8:9], 2",81,85,4,83,""
13,7588,"s_add_co_i32 s7, s8, 1",81,87,6,0,""
13,7592,"s_add_nc_u64 s[10:11], s[52:53], s[10:11]",81,81,0,1,""
13,7596,"global_load_b32 v1, v1, s[10:11]",81,81,0,735,""
13,7608,"s_wait_loadcnt 0x0",81,10767,10686,0,""
13,7612,"v_readfirstlane_b32 s3, v1",81,81,0,79,""
13,7616,"s_cmp_gt_i32 s3, s66",81,89,8,1378,""
13,7620,"s_cselect_b32 s3, s6, s7",81,82,1,0,""
13,7624,"s_cselect_b32 s4, s8, s4",81,81,0,3,""
13,7628,"s_delay_alu instid0(SALU_CYCLE_1) | instskip(NEXT) | instid1(SALU_CYCLE_1)",0,0,0,0,""
13,7632,"s_add_co_i32 s6, s3, s4",81,81,0,83,""
13,7636,"s_lshr_b32 s6, s6, 1",81,84,3,81,""
13,7640,"s_wait_alu depctr_vm_vsrc(0)",0,0,0,0,""
13,7644,"v_mov_b32_e32 v1, s6",81,81,0,76,""
13,7648,"s_add_co_i32 s8, s6, 1",81,81,0,710,""
13,7652,"s_wait_alu depctr_va_vdst(0)",0,0,0,0,""
13,7656,"global_load_b32 v1, v1, s[52:53] scale_offset",81,81,0,680,""
13,7668,"s_wait_loadcnt 0x0",81,7065,6984,0,""
13,7672,"v_readfirstlane_b32 s7, v1",81,81,0,108,""
13,7676,"s_cmp_gt_i32 s7, s66",81,82,1,1379,""
13,7680,"s_cselect_b32 s3, s3, s8",81,84,3,0,""
13,7684,"s_cselect_b32 s4, s6, s4",81,81,0,4,""
13,7688,"s_delay_alu instid0(SALU_CYCLE_1) | instskip(NEXT) | instid1(SALU_CYCLE_1)",0,0,0,0,""
13,7692,"s_add_co_i32 s6, s3, s4",81,81,0,86,""
13,7696,"s_lshr_b32 s6, s6, 1",81,92,11,81,""
13,7700,"s_wait_alu depctr_vm_vsrc(0)",0,0,0,0,""
13,7704,"v_mov_b32_e32 v1, s6",81,81,0,43,""
13,7708,"s_add_co_i32 s8, s6, 1",81,81,0,642,""
13,7712,"s_wait_alu depctr_va_vdst(0)",0,0,0,0,""
13,7716,"global_load_b32 v1, v1, s[52:53] scale_offset",81,81,0,671,""
13,7728,"s_wait_loadcnt 0x0",81,6559,6478,0,""
13,7732,"v_readfirstlane_b32 s7, v1",81,81,0,111,""
13,7736,"s_cmp_gt_i32 s7, s66",81,94,13,1377,""
13,7740,"s_cselect_b32 s3, s3, s8",81,86,5,0,""
13,7744,"s_cselect_b32 s4, s6, s4",81,81,0,11,""
13,7748,"s_delay_alu instid0(SALU_CYCLE_1) | instskip(NEXT) | instid1(SALU_CYCLE_1)",0,0,0,0,""
13,7752,"s_add_co_i32 s6, s3, s4",81,81,0,94,""
13,7756,"s_lshr_b32 s6, s6, 1",81,88,7,81,""
13,7760,"s_wait_alu depctr_vm_vsrc(0)",0,0,0,0,""
13,7764,"v_mov_b32_e32 v1, s6",81,81,0,53,""
13,7768,"s_add_co_i32 s8, s6, 1",81,81,0,646,""
13,7772,"s_wait_alu depctr_va_vdst(0)",0,0,0,0,""
13,7776,"global_load_b32 v1, v1, s[52:53] scale_offset",81,81,0,675,""
13,7788,"s_wait_loadcnt 0x0",81,6620,6539,0,""
13,7792,"v_readfirstlane_b32 s7, v1",81,81,0,18,""
13,7796,"s_cmp_gt_i32 s7, s66",81,87,6,1377,""
13,7800,"s_cselect_b32 s3, s3, s8",81,83,2,0,""
13,7804,"s_cselect_b32 s4, s6, s4",81,81,0,3,""
13,7808,"s_delay_alu instid0(SALU_CYCLE_1) | instskip(NEXT) | instid1(SALU_CYCLE_1)",0,0,0,0,""
13,7812,"s_add_co_i32 s6, s3, s4",81,81,0,85,""
13,7816,"s_lshr_b32 s6, s6, 1",81,81,0,85,""
13,7820,"s_delay_alu instid0(SALU_CYCLE_1)",0,0,0,0,""
13,7824,"s_min_u32 s7, s6, 0x17f",81,87,6,83,""
13,7832,"s_add_co_i32 s8, s6, 1",81,84,3,0,""
13,7836,"s_wait_alu depctr_vm_vsrc(0)",0,0,0,0,""
13,7840,"v_mov_b32_e32 v1, s7",81,81,0,16,""
13,7844,"s_wait_alu depctr_va_vdst(0)",0,0,0,0,""
13,7848,"global_load_b32 v1, v1, s[52:53] scale_offset",81,81,0,1305,""
13,7860,"s_wait_loadcnt 0x0",81,9738,9657,0,""
13,7864,"v_readfirstlane_b32 s7, v1",81,81,0,166,""
13,7868,"s_cmp_gt_i32 s7, s66",81,87,6,1377,""
13,7872,"s_mov_b32 s7, s5",81,81,0,0,""
13,7876,"s_cselect_b32 s3, s3, s8",81,82,1,0,""
13,7880,"s_cselect_b32 s4, s6, s4",81,81,0,0,""
13,7884,"s_delay_alu instid0(SALU_CYCLE_1) | instskip(NEXT) | instid1(SALU_CYCLE_1)",0,0,0,0,""
13,7888,"s_add_co_i32 s4, s3, s4",81,81,0,82,""
13,7892,"s_lshr_b32 s4, s4, 1",81,81,0,95,""
13,7896,"s_delay_alu instid0(SALU_CYCLE_1)",0,0,0,0,""
13,7900,"s_min_u32 s6, s4, 0x17f",81,81,0,81,""
13,7908,"s_add_co_i32 s4, s4, 1",81,81,0,0,""
13,7912,"s_wait_alu depctr_vm_vsrc(0)",0,0,0,0,""
13,7916,"v_mov_b32_e32 v1, s6",81,81,0,50,""
13,7920,"s_wait_alu depctr_va_vdst(0)",0,0,0,0,""
13,7924,"global_load_b32 v1, v1, s[52:53] scale_offset",81,81,0,1248,""
13,7936,"s_wait_loadcnt 0x0",81,9753,9672,0,""
13,7940,"v_readfirstlane_b32 s6, v1",81,81,0,26,""
13,7944,"s_cmp_gt_i32 s6, s66",81,87,6,1377,""
13,7948,"s_mov_b32 s6, s5",81,95,14,0,""
13,7952,"s_cselect_b32 s34, s3, s4",81,82,1,0,""
13,7956,"s_mov_b32 s4, s5",81,84,3,0,""
13,7960,"s_cmp_lt_u32 s34, 0x180",81,83,2,0,""
13,7968,"v_mov_b64_e32 v[2:3], s[4:5]",81,162,0,178,""
13,7972,"s_cselect_b32 s3, s34, 0x17f",81,84,3,415,""
13,7980,"v_mov_b64_e32 v[4:5], s[6:7]",81,264,102,0,""
13,7984,"s_wait_alu depctr_vm_vsrc(0)",0,0,0,0,""
13,7988,"v_mov_b32_e32 v1, s3",81,81,0,12,""
13,7992,"s_cmp_gt_u32 s34, 0x17f",81,81,0,420,""
13,8000,"s_wait_alu depctr_va_vdst(0)",0,0,0,0,""
13,8004,"global_load_b32 v1, v1, s[52:53] scale_offset",81,81,0,736,""
13,8016,"ds_store_b128 v6, v[2:5]",81,2543,2300,0,""
13,8024,"ds_store_b128 v6, v[2:5] offset:2048",81,285,42,0,""
13,8032,"ds_store_b128 v6, v[2:5] offset:4096",81,264,21,0,""
13,8040,"ds_store_b128 v6, v[2:5] offset:6144",81,320,77,0,""
13,8048,"ds_store_b128 v6, v[2:5] offset:8192",81,258,15,0,""
13,8056,"ds_store_b128 v6, v[2:5] offset:10240",81,288,45,0,""
13,8064,"ds_store_b128 v6, v[2:5] offset:12288",81,264,21,0,""
13,8072,"ds_store_b128 v6, v[2:5] offset:14336",81,286,43,0,""
13,8080,"ds_store_b128 v6, v[2:5] offset:16384",81,258,15,0,""
13,8088,"ds_store_b128 v6, v[2:5] offset:18432",81,529,286,0,""
13,8096,"ds_store_b128 v6, v[2:5] offset:20480",81,875,632,0,""
13,8104,"ds_store_b128 v6, v[2:5] offset:22528",81,856,613,0,""
13,8112,"ds_store_b128 v6, v[2:5] offset:24576",81,765,522,0,""
13,8120,"ds_store_b128 v6, v[2:5] offset:26624",81,874,631,0,""
13,8128,"ds_store_b128 v6, v[2:5] offset:28672",81,739,496,0,""
13,8136,"ds_store_b128 v6, v[2:5] offset:30720",81,860,617,0,""
13,8144,"ds_store_b128 v6, v[2:5] offset:32768",81,769,526,0,""
13,8152,"ds_store_b128 v6, v[2:5] offset:34816",81,737,494,0,""
13,8160,"ds_store_b128 v6, v[2:5] offset:36864",81,626,383,0,""
13,8168,"ds_store_b128 v6, v[2:5] offset:38912",81,689,446,0,""
13,8176,"ds_store_b128 v6, v[2:5] offset:40960",81,609,366,0,""
13,8184,"ds_store_b128 v6, v[2:5] offset:43008",81,638,395,0,""
13,8192,"ds_store_b128 v6, v[2:5] offset:45056",81,616,373,0,""
13,8200,"ds_store_b128 v6, v[2:5] offset:47104",81,686,443,0,""
13,8208,"ds_store_b128 v6, v[2:5] offset:49152",81,634,391,0,""
13,8216,"ds_store_b128 v6, v[2:5] offset:51200",81,697,454,0,""
13,8224,"ds_store_b128 v6, v[2:5] offset:53248",81,638,395,0,""
13,8232,"ds_store_b128 v6, v[2:5] offset:55296",81,687,444,0,""
13,8240,"ds_store_b128 v6, v[2:5] offset:57344",81,701,458,0,""
13,8248,"ds_store_b128 v6, v[2:5] offset:59392",81,737,494,0,""
13,8256,"ds_store_b128 v6, v[2:5] offset:61440",81,654,411,0,""
13,8264,"ds_store_b128 v6, v[2:5] offset:63488",81,722,479,0,""
13,8272,"ds_store_b128 v7, v[2:5]",81,728,485,0,""
13,8280,"ds_store_b128 v8, v[2:5]",81,805,562,0,""
13,8288,"ds_store_b128 v9, v[2:5]",81,768,525,0,""
13,8296,"ds_store_b128 v10, v[2:5]",81,851,608,0,""
13,8304,"ds_store_b128 v11, v[2:5]",81,840,597,0,""
13,8312,"ds_store_b128 v12, v[2:5]",81,847,604,0,""
13,8320,"ds_store_b128 v13, v[2:5]",81,786,543,0,""
13,8328,"ds_store_b128 v14, v[2:5]",81,796,553,0,""
13,8336,"ds_store_b128 v15, v[2:5]",81,771,528,0,""
13,8344,"ds_store_b128 v16, v[2:5]",81,790,547,0,""
13,8352,"ds_store_b128 v17, v[2:5]",81,827,584,0,""
13,8360,"ds_store_b128 v18, v[2:5]",81,797,554,0,""
13,8368,"ds_store_b128 v19, v[2:5]",81,689,446,0,""
13,8376,"ds_store_b128 v20, v[2:5]",81,788,545,0,""
13,8384,"ds_store_b128 v21, v[2:5]",81,764,521,0,""
13,8392,"ds_store_b128 v22, v[2:5]",81,789,546,0,""
13,8400,"ds_store_b128 v23, v[2:5]",81,759,516,0,""
13,8408,"ds_store_b128 v24, v[2:5]",81,842,599,0,""
13,8416,"ds_store_b128 v25, v[2:5]",81,822,579,0,""
13,8424,"ds_store_b128 v26, v[2:5]",81,863,620,0,""
13,8432,"ds_store_b128 v27, v[2:5]",81,779,536,0,""
