tile_m,tile_n,tile_k,splitK,block_size,knl_name,co_name
256,256,128,1,256,_ZN7ck_tile6kentryILi2ENS_21QuantGemmMultiDKernelINS_33GemmSpatiallyLocalTilePartitionerINS_13TileGemmShapeINS_8sequenceIJLi256ELi256ELi128EEEENS4_IJLi4ELi2ELi1EEEENS4_IJLi16ELi16ELi128EEEELb0ELb0EEELi8ELi4EEE42QuantGemmPipelineAgBgCrCompAsyncEightWavesINS_28GemmQuantPipelineProblemBaseIDB8_fSC_ffS8_NS_19TileGemmQuantTraitsILb0ELb0ELb0ELb0ELb0ELb0ENS_13tensor_layout4gemm8RowMajorENSF_11ColumnMajorESG_LNS_9QuantTypeE2ESG_SH_Lb1ELb0ELb0ELi16EEENS_15QuantGroupShapeINS4_IJLi1ELi1ELi1EEEEEESM_Lb1ESC_LNS_21GemmPipelineSchedulerE1ELb1ELNS_10TailNumberE1ELNS_10CastPolicyE1EEENS_43GemmPipelineAgBgCrCompAsyncEightWavesPolicyEENS_16CShuffleEpilogueINS_23CShuffleEpilogueProblemISC_SC_NS_5tupleIJEEEfDF16bSW_SG_NS_12element_wise11PassThroughELi256ELi256ELi4ELi2ELi16ELi16ELi128ELb1ELi1ELb0ELi1ELi1ELb0EvvLb0EfDF16bEEvEELSI_2ELb0EEEJNS_25QuantGemmMultiDKernelArgsILi0EEEEEEvDpT1_,hsa/gfx950/i8gemm_cktile/a8w8_cktile_256x256x128_4x2x1_16x16_intrawave_0x1x0_2_abF8_dF32_eTILE_BF16-hip-amdgcn-amd-amdhsa-gfx950.co
